refseqid	cds_len	transcript_len
NM_005104	985	1773
NM_016527	1056	1481
NM_016526	309	2956
NM_015421	642	1448
NM_016524	1425	3117
NM_016522	1035	3375
NM_015404	2724	4053
NM_016518	1173	2412
NM_015399	741	1437
NM_015397	1362	3671
NM_016513	1899	6238
NM_015394	1722	4403
NM_016511	843	2765
NM_015387	678	3775
NM_015385	2451	5969
NM_016508	1368	1620
NM_080592	855	1258
NM_001243028	1260	5170
NM_001243027	1260	5263
NM_001142536	984	1706
NM_001177997	750	3149
NR_030765	0	1709
NR_135476	0	1577
NR_135477	0	1723
NR_135478	0	1740
NR_040109	0	3476
NR_136334	0	2588
NR_110724	0	478
NM_001204172	495	9099
NM_012264	1224	3611
NM_012263	1272	1772
NM_012261	843	2042
NM_012260	1737	2287
NM_005732	3939	6597
NM_006716	2025	3907
NM_012256	1488	2810
NR_047690	0	2547
NM_021186	1623	1955
NM_001127615	1932	3089
NM_001202403	1179	4535
NR_106855	0	72
NM_001348249	756	1659
NM_002241	1140	5306
NM_002203	3546	7869
NM_145029	546	1034
NM_145029	546	1034
NM_145029	546	1034
NM_145248	588	783
NM_138717	927	1833
NM_138717	927	1833
NR_135626	0	649
NM_001291861	543	4521
NM_001291860	13179	14343
NM_001300866	3534	8093
NM_001317796	1206	3025
NM_001300864	393	700
NM_001300863	459	772
NM_004719	4392	7596
NM_004717	3198	6770
NM_004715	2886	3753
NM_004017	1815	4584
NM_004713	3231	4796
NR_038332	0	685
NR_036208	0	69
NM_001177310	6054	8244
NR_073046	0	1757
NR_073048	0	1659
NR_073049	0	1681
NR_073050	0	1644
NR_073051	0	1743
NR_073052	0	1518
NR_073047	0	1577
NM_015078	3345	5013
NM_001806	453	3770
NM_001804	798	1772
NM_001352925	2958	6133
NM_001800	501	1399
NM_001353007	1011	3710
NM_145909	1221	3175
NM_145897	330	552
NM_145895	336	814
NM_145894	747	1074
NM_130391	4518	8249
NM_134470	1071	2094
NM_134442	1026	10208
NR_107044	0	75
NM_006413	807	2353
NR_126041	0	292
NR_073180	0	1474
NM_001291411	6327	7887
NM_001288960	225	506
NR_073179	0	2719
NR_030240	0	88
NR_030240	0	88
NR_030239	0	88
NR_030239	0	88
NR_030238	0	98
NR_030235	0	115
NR_038133	0	2048
NR_038123	0	915
NM_001146320	987	2853
NM_001282351	1149	3664
NM_002103	2214	3618
NR_036584	0	1873
NR_026824	0	1742
NM_001145006	1134	2541
NM_001145007	1134	2480
NM_001318014	951	3161
NM_001206929	1263	1538
NM_001329472	357	1110
NM_001323987	1611	2802
NM_001323986	2628	3700
NM_001329456	1704	4933
NM_001329453	363	1114
NM_001329452	564	1118
NM_133433	8415	9841
NM_139132	5181	6751
NM_152755	747	1467
NM_152754	2334	6258
NM_002780	1260	2168
NM_172103	1851	5624
NR_033888	0	1721
NM_001191009	498	4022
NM_001193341	921	1014
NM_001193282	1941	2144
NM_004014	2871	5623
NM_004685	1866	5214
NM_144703	1158	2594
NM_144702	1680	1971
NM_001317342	633	4006
NM_001320741	513	3209
NM_001320738	396	3316
NM_001320737	396	3350
NM_001330508	1740	3505
NM_032996	1002	2869
NM_017751	2514	3833
NM_001278065	2721	6839
NM_001320633	1413	2300
NM_001320632	1275	2162
NM_032737	1863	4644
NM_030955	4785	8774
NR_038334	0	2191
NM_001308093	1332	3316
NM_001317949	1113	2333
NM_001317948	831	1631
NM_001324102	1080	8693
NM_001172673	1230	5007
NM_001172674	2523	4554
NR_110727	0	2216
NM_001321908	2301	6193
NM_001324131	1608	2583
NM_001258280	816	3382
NM_001258278	1476	2922
NM_001324133	2088	2597
NR_033341	0	3361
NM_001270452	678	1136
NM_001324132	1872	2450
NM_001256239	753	1792
NM_001256240	765	1804
NM_001254736	375	3448
NM_001350914	3063	3853
NM_001350721	2358	6961
NM_001201372	1305	1729
NM_001199982	1851	3196
NM_001199984	2226	3393
NM_052913	1476	5021
NM_052911	2523	4499
NM_001318014	951	3161
NM_033426	1200	4348
NM_033425	1418	5496
NM_001330079	834	5491
NM_001330078	4524	9440
NM_001330077	4500	9416
NM_016326	204	633
NM_001317165	291	732
NR_103551	0	5422
NM_001167583	3696	4535
NM_001190349	1110	1410
NM_001199729	510	1712
NM_001199698	3234	3627
NM_001204189	1065	4738
NM_001345989	1839	2605
NM_001345988	1923	4007
NM_001345987	2661	4125
NM_001345986	2685	4149
NM_001345985	309	580
NR_027754	0	3016
NM_001164356	498	785
NM_001164347	2007	26952
NM_001164346	2007	26930
NM_001164345	2007	27291
NR_039756	0	47
NM_001127175	633	4999
NM_001353231	1740	3888
NM_001353230	1740	3972
NR_107052	0	65
NM_001129846	6384	13447
NM_001318967	1479	1756
NM_001130527	3936	8243
NM_001297645	1146	2130
NM_001297644	1176	1986
NM_001297643	564	880
NM_001297642	945	3450
NM_001288703	597	2055
NM_001288668	228	905
NM_001288704	501	1959
NM_001354713	1386	7366
NM_001354712	1386	7547
NM_001301065	1658	1760
NM_001301064	1866	3690
NR_037932	0	1829
NM_001193599	1572	2653
NM_001206801	1014	2140
NM_001348326	6204	10085
NM_001190415	2145	2433
NM_001190202	1125	1975
NM_001323602	870	1958
NM_001323588	1374	2482
NR_103529	0	2238
NM_017743	2349	7009
NM_017742	3537	5543
NR_110416	0	5151
NM_001352875	2898	5984
NM_018035	774	1726
NM_018034	1965	2172
NM_003112	2355	6126
NM_175747	819	2196
NM_153832	1590	8214
NM_152562	3072	3794
NM_152551	1020	4173
NM_152520	1461	3286
NM_175741	3399	4196
NM_175739	1308	1841
NM_175737	3135	6079
NM_175736	3084	11192
NM_001293192	1290	1824
NM_001324375	2049	4036
NR_106736	0	51
NM_172069	4482	6954
NM_001286709	1038	2001
NM_004760	1245	3933
NM_001352691	1008	3170
NM_001285461	3216	4104
NM_001285460	4578	5444
NM_001324436	1038	1313
NM_001323418	2049	3393
NM_001323417	2283	3358
NM_001324400	1416	4298
NR_147902	0	2692
NR_147903	0	2627
NM_001145940	696	859
NR_147899	0	2900
NR_147900	0	2933
NR_147901	0	2930
NR_130728	0	1077
NR_130729	0	883
NM_001042437	1188	2236
NM_001243531	396	498
NM_001243526	819	1322
NR_030372	0	97
NM_032101	2427	2783
NM_032099	2457	2457
NM_032098	2412	2412
NM_032096	2436	2436
NM_032095	2433	2433
NM_032094	2463	2632
NM_025008	2634	2947
NM_032090	2553	2553
NM_032089	2487	2487
NM_032088	2799	5503
NR_147193	0	730
NM_001174127	1707	3790
NM_001174126	1707	3795
NM_001174125	1773	4156
NM_001267797	2931	3676
NM_001174122	861	2670
NM_001173991	447	1306
NM_001351532	1302	2761
NM_003585	923	1074
NM_004343	1254	1911
NM_003583	1587	6010
NM_003580	2754	3569
NM_004339	543	2826
NM_004335	543	1019
NM_207386	1656	7415
NM_001352487	1308	5241
NR_125344	0	3226
NM_023936	657	1003
NM_023934	570	2964
NR_135234	0	1644
NR_027003	0	1634
NM_005198	1188	1629
NM_003573	4763	5033
NM_004331	660	3500
NM_005194	1038	2108
NM_004329	1599	3616
NM_001184924	1347	3199
NM_001351345	1383	4525
NM_001351344	774	4061
NM_001322248	366	2853
NM_017503	771	845
NR_040042	0	505
NR_040041	0	1304
NM_001128202	561	922
NM_001130064	825	2104
NM_001130060	1389	6625
NR_036157	0	53
NM_001127194	519	3363
NM_001085457	1188	1719
NM_001330207	1344	2182
NM_003140	615	887
NM_003137	1968	4362
NM_182908	903	1687
NM_001278067	2727	6672
NM_001349142	996	3220
NM_001349141	996	3342
NM_006217	1218	1678
NR_031766	0	1024
NM_001256255	2130	2614
NM_001350820	1452	2322
NM_001350819	1452	2392
NM_001350806	1068	2500
NR_027280	0	2583
NR_036158	0	80
NR_036159	0	76
NM_001349308	585	3193
NR_037675	0	774
NM_001352643	4548	5582
NM_001348660	282	6885
NM_001348652	954	4647
NM_001348651	954	4859
NM_001348571	786	1427
NM_001352670	1263	1682
NM_001352669	1263	1755
NM_001352668	1263	1999
NM_001352667	1173	1734
NM_001349520	1485	3007
NM_001354831	1821	4967
NM_206827	729	1543
NR_038452	0	656
NM_001318535	1725	2347
NM_001318535	1725	2347
NR_038456	0	1516
NR_038457	0	1663
NM_001167941	1689	3917
NM_001166340	639	1680
NM_001166339	1209	1983
NM_001348214	1521	7346
NM_001348213	1626	7717
NM_001349840	2073	9948
NR_003048	0	110
NR_132382	0	540
NM_138814	1290	2540
NM_001098416	2865	4190
NM_001316978	1536	2601
NR_004437	0	122
NR_024216	0	122
NR_024217	0	120
NR_024219	0	120
NR_024220	0	120
NR_004435	0	122
NR_004436	0	122
NR_024214	0	121
NR_024215	0	121
NR_024223	0	121
NR_024224	0	121
NR_024225	0	121
NR_024226	0	121
NR_024227	0	121
NR_024228	0	121
NR_024229	0	121
NR_024242	0	121
NR_024217	0	120
NR_024219	0	120
NR_024220	0	120
NR_004435	0	122
NR_004436	0	122
NR_024218	0	120
NR_004437	0	122
NR_024216	0	122
NR_024221	0	119
NR_024217	0	120
NR_024219	0	120
NR_024220	0	120
NM_001130847	975	2470
NM_003457	1437	2275
NM_003456	1665	2060
NM_003455	1947	4445
NM_003454	1188	3387
NM_003453	4134	10262
NR_132365	0	521
NR_132364	0	522
NR_132363	0	625
NM_001029875	774	4494
NM_001029874	711	1071
NM_001029871	705	2709
NM_001029864	3603	6412
NM_001199865	3801	5109
NM_001199881	1002	3904
NM_001201584	687	1546
NM_001201583	921	2736
NM_001199880	1050	3910
NM_001199863	903	3674
NM_001199862	1248	4156
NM_001201572	753	1550
NM_001201450	387	2707
NM_001201428	1155	2422
NM_001201556	420	1833
NM_001201554	1113	1874
NM_198883	1308	1555
NM_194358	741	5420
NM_001354422	228	441
NM_001354422	228	441
NR_036170	0	86
NR_036132	0	78
NR_046356	0	5415
NM_206883	2058	2500
NM_001354574	1821	14555
NR_038170	0	4249
NR_038167	0	4742
NR_038111	0	2435
NR_038110	0	2439
NR_038190	0	1673
NR_038190	0	1673
NR_038190	0	1673
NR_146715	0	1522
NR_146459	0	455
NR_146308	0	2198
NR_146307	0	2131
NR_146306	0	2058
NR_146305	0	2086
NR_146525	0	1520
NR_146412	0	3038
NR_146408	0	4857
NR_146404	0	1976
NR_146065	0	4932
NR_146060	0	2212
NR_146333	0	1012
NR_146324	0	588
NR_146280	0	2190
NR_146279	0	2195
NR_146220	0	5374
NR_152567	0	1793
NR_152566	0	3071
NM_004996	4596	6563
NM_005777	3372	3739
NM_016104	444	1690
NM_001347029	1212	2395
NM_001207012	450	1848
NM_001207010	828	1428
NR_130317	0	2214
NM_001345860	1719	4048
NM_001100393	876	2204
NM_001348451	2478	3352
NM_013446	1449	3151
NM_006904	12386	13508
NM_015122	2670	3215
NM_001354858	840	3667
NM_001354860	840	3491
NM_001354867	840	1579
NM_001354868	693	1432
NM_001323515	1836	2569
NM_001323514	480	4182
NM_001323513	582	4251
NR_136241	0	2492
NR_004401	0	2649
NM_017970	3495	4010
NR_131188	0	1399
NM_001206651	1185	6464
NM_032850	1386	1942
NM_031283	1767	2918
NM_032833	2142	5276
NM_032812	1590	12263
NR_135832	0	1109
NM_001257965	4149	5064
NM_057175	2601	5609
NM_057174	1041	1773
NM_032793	1593	2174
NM_031200	1110	2567
NM_031157	1119	1939
NM_030981	606	1955
NM_032775	1905	2616
NM_032752	1764	5390
NM_032738	1131	2345
NM_001353304	975	3751
NM_001353305	975	3664
NR_046633	0	433
NM_001348043	2661	4016
NM_001350444	2814	5555
NM_002045	717	1708
NM_002739	2094	3157
NM_182699	1896	2129
NM_182697	459	5068
NM_176867	507	1175
NM_176866	699	1367
NM_172387	2793	4657
NM_178554	1986	5727
NM_182688	414	3498
NM_182687	1443	2209
NM_172388	1062	3625
NM_182684	831	1529
NR_106856	0	67
NR_073552	0	492
NM_001077198	2520	3822
NR_024244	0	119
NM_001350852	579	2435
NM_006371	1206	6651
NR_004383	0	128
NM_006994	1755	3002
NM_004956	1434	6808
NM_004954	2175	4537
NM_005701	1083	1803
NM_004791	1485	2518
NM_004063	2499	3698
NR_103842	0	4519
NM_001304354	219	529
NM_001288811	426	2246
NM_001288811	426	2246
NM_001288804	1458	2264
NM_001288812	378	747
NM_001288811	426	2245
NM_001288811	169	1849
NM_001288813	10	1773
NM_001288813	267	2170
NM_001288813	267	2170
NM_001288812	378	748
NM_001282902	3858	9514
NM_001286710	2097	3921
NM_001286708	2097	3759
NM_001288813	267	2169
NM_001321364	1722	8211
NM_001321363	1512	2162
NM_001330275	831	1106
NR_036209	0	72
NM_001170464	1572	4713
NM_001170460	1713	3018
NM_001170535	1761	2502
NM_001318163	2004	3301
NM_001347971	1815	3258
NR_110729	0	3263
NM_018916	2799	4605
NM_018914	2808	4872
NM_020884	5952	6584
NM_032454	1107	1632
NM_032454	47	444
NM_032454	1107	1632
NM_032454	1107	1632
NM_032454	47	444
NM_032453	1830	5126
NM_032452	1887	4404
NM_032451	2145	3244
NM_032450	4926	5363
NM_002274	1263	1689
NM_001300894	468	3054
NM_001300891	1436	1436
NM_001305655	531	1330
NR_026712	0	658
NR_000021	0	82
NR_000020	0	83
NR_000019	0	66
NR_000018	0	86
NR_001285	0	87
NM_181675	1650	2094
NM_183352	969	1437
NM_181674	1530	2371
NM_183323	1104	2363
NM_183246	1347	2162
NM_000951	609	1393
NM_001243612	492	3499
NM_001243611	471	3811
NM_001329694	234	1171
NM_001329693	261	1230
NM_006958	2049	2530
NM_001329672	585	4146
NM_001329671	585	4435
NM_198456	717	1140
NM_178581	1281	1771
NM_178580	1185	1827
NM_178566	798	9235
NM_001195107	2436	3673
NR_046093	0	3359
NR_073117	0	2452
NR_073118	0	2733
NR_046159	0	2205
NR_073124	0	4642
NM_001347845	1212	3251
NM_145000	1398	4626
NM_207481	1773	3637
NR_049811	0	79
NM_001135747	816	2110
NM_001135746	999	2250
NM_001135745	1191	2892
NM_001159601	615	1789
NM_001159597	972	1760
NM_001159642	828	2412
NM_001159629	1704	2232
NM_017669	3753	4248
NM_017666	2214	4695
NR_108072	0	3016
NM_001330112	2715	3660
NM_001330111	300	740
NM_001330110	474	3698
NM_001426	1179	2962
NM_001352738	2862	4339
NR_106857	0	69
NM_001329663	1263	4618
NM_001143770	2457	3346
NR_033269	0	1660
NM_003856	987	3892
NM_003850	1392	2164
NR_106858	0	82
NR_040037	0	2148
NM_001282440	918	4244
NR_133575	0	1229
NR_125392	0	163
NR_125354	0	1303
NR_039904	0	61
NR_110730	0	1101
NM_001304335	351	661
NM_001304334	1326	2358
NM_001304333	1203	5851
NM_001294336	4656	5341
NM_004523	3171	5078
NM_005452	1833	2363
NM_005254	1188	3052
NR_039905	0	56
NM_001171873	759	3097
NM_001171868	924	2562
NM_018147	540	924
NM_018142	2133	2800
NM_001324317	597	2112
NR_039906	0	74
NM_001135175	2004	3788
NM_005907	1962	5027
NM_012476	873	1146
NM_005910	1326	5807
NR_145574	0	3876
NM_001080489	483	737
NM_001080488	1485	1485
NM_001350451	1080	2937
NM_001350450	2382	5280
NR_027257	0	1527
NR_138096	0	1112
NR_024214	0	121
NR_024215	0	121
NR_024223	0	121
NR_024224	0	121
NR_024225	0	121
NR_024226	0	121
NR_024227	0	121
NR_024228	0	121
NR_024229	0	121
NR_024242	0	121
NR_024214	0	121
NR_024215	0	121
NR_024223	0	121
NR_024224	0	121
NR_024225	0	121
NR_024226	0	121
NR_024227	0	121
NR_024228	0	121
NR_024229	0	121
NR_024242	0	121
NR_024214	0	121
NR_024215	0	121
NR_024223	0	121
NR_024224	0	121
NR_024225	0	121
NR_024226	0	121
NR_024227	0	121
NR_024228	0	121
NR_024229	0	121
NR_024242	0	121
NR_024214	0	121
NR_024215	0	121
NR_024223	0	121
NR_024224	0	121
NR_024225	0	121
NR_024226	0	121
NR_024227	0	121
NR_024228	0	121
NR_024229	0	121
NR_024242	0	121
NR_024214	0	121
NR_024215	0	121
NR_024223	0	121
NR_024224	0	121
NR_024225	0	121
NR_024226	0	121
NR_024227	0	121
NR_024228	0	121
NR_024229	0	121
NR_024242	0	121
NR_024214	0	121
NR_024215	0	121
NR_024223	0	121
NR_024224	0	121
NR_024225	0	121
NR_024226	0	121
NR_024227	0	121
NR_024228	0	121
NR_024229	0	121
NR_024242	0	121
NR_024214	0	121
NR_024215	0	121
NR_024223	0	121
NR_024224	0	121
NR_024225	0	121
NR_024226	0	121
NR_024227	0	121
NR_024228	0	121
NR_024229	0	121
NR_024242	0	121
NR_024214	0	121
NR_024215	0	121
NR_024223	0	121
NR_024224	0	121
NR_024225	0	121
NR_024226	0	121
NR_024227	0	121
NR_024228	0	121
NR_024229	0	121
NR_024242	0	121
NR_024214	0	121
NR_024215	0	121
NR_024223	0	121
NR_024224	0	121
NR_024225	0	121
NR_024226	0	121
NR_024227	0	121
NR_024228	0	121
NR_024229	0	121
NR_024242	0	121
NR_024230	0	120
NR_024231	0	120
NR_024230	0	120
NR_024231	0	120
NR_024243	0	119
NM_001257181	1959	3625
NM_017651	3591	5563
NM_018679	1326	2023
NM_016339	1988	4223
NM_018675	396	3153
NM_018674	2001	2901
NM_016338	2928	4389
NM_014482	1275	6149
NR_027855	0	1842
NR_002798	0	1330
NM_001350867	2265	6534
NM_001297654	752	967
NM_001303419	1389	1709
NM_001289939	1491	4032
NM_001289940	1293	3834
NM_198834	7152	9989
NM_001166131	1752	2354
NM_001166135	1857	2386
NM_001304481	2556	8235
NM_001320361	1053	1890
NM_001320360	1053	1906
NM_001318315	432	981
NM_025265	1398	2385
NM_138962	987	6332
NM_152492	1971	2174
NM_145690	738	3067
NM_145687	3639	7085
NM_153714	558	2943
NM_153713	1014	3997
NR_004384	0	123
NM_005138	801	991
NM_006095	3495	8268
NM_001145474	621	851
NM_001350220	3651	6352
NR_134883	0	583
NR_134884	0	277
NM_006204	2577	2969
NM_001204065	873	3109
NM_080918	570	880
NR_003068	0	97
NR_003067	0	97
NR_003069	0	97
NR_038359	0	936
NM_002257	789	876
NR_103868	0	1412
NR_131203	0	446
NR_131205	0	463
NM_001348014	1527	3770
NR_045762	0	2859
NR_045763	0	2921
NR_002948	0	1125
NM_001193349	1182	5684
NR_024128	0	1202
NR_024080	0	1580
NR_024071	0	3042
NR_024050	0	667
NM_001305842	648	1355
NM_001305841	648	1223
NM_001305840	648	1550
NM_020420	1173	3372
NM_001351174	1599	3771
NM_001305085	420	1865
NM_004192	1866	2133
NM_020366	3861	3946
NM_021572	1434	3816
NM_080681	4953	6167
NM_001142450	1368	2126
NM_018048	447	2609
NR_145467	0	1819
NR_145489	0	1332
NM_001278690	1056	3451
NM_001350631	978	2344
NR_145463	0	1627
NR_145464	0	2194
NR_145465	0	1903
NM_002524	570	4454
NM_001347895	609	1842
NM_001351782	1614	5951
NR_102350	0	1063
NR_110732	0	1763
NR_047529	0	1538
NR_047530	0	1516
NR_047531	0	1490
NR_107041	0	81
NM_001146056	1200	2393
NM_001145816	537	2863
NR_102324	0	1710
NM_024830	1605	3966
NR_136526	0	826
NM_001135187	1755	8732
NM_001349262	2031	5041
NM_001127345	354	465
NM_001282511	1110	1159
NR_126530	0	1447
NM_001145672	1986	4356
NM_001145777	807	7384
NM_001145125	990	1680
NM_001145674	3015	5529
NM_001145673	2475	5242
NM_001257206	465	4060
NM_030793	3342	4199
NM_001256795	348	1682
NM_001316972	975	1225
NM_013390	4152	6523
NM_013387	192	916
NM_006884	996	3151
NM_006044	3648	4175
NM_006051	1482	2158
NM_007028	1278	2043
NM_018292	1587	4118
NR_136557	0	1203
NM_001322184	627	4157
NR_034159	0	1701
NR_108100	0	3962
NM_183419	2517	4407
NM_175883	939	3224
NM_175875	2220	3331
NR_024330	0	1964
NM_001243234	1536	7361
NM_001244926	1566	2921
NM_001291921	1098	5993
NM_001291920	1308	6202
NM_001282651	1266	2703
NR_037187	0	1349
NR_110733	0	580
NM_002215	2736	2923
NM_003068	807	2109
NM_003882	1104	5189
NR_103847	0	726
NM_002276	1203	1471
NM_002275	1371	1840
NM_001256754	1752	8934
NM_138815	897	1383
NM_001257413	867	9004
NM_001263	1386	4538
NM_001348488	4134	6881
NR_135823	0	4453
NM_001318385	570	3644
NR_106859	0	79
NM_001101662	3456	3820
NR_030373	0	94
NM_015294	2895	4575
NM_001135917	588	2047
NM_024571	399	1086
NM_024570	939	1629
NR_125345	0	1321
NM_004548	519	697
NM_005345	1926	2429
NM_005345	1926	2429
NM_001287182	1320	4735
NM_001287174	4749	4924
NM_001258243	453	4106
NM_001353155	2697	2986
NR_023311	0	2484
NM_001127596	762	2150
NM_001127595	765	2153
NM_001184871	426	1640
NM_001184873	579	1793
NM_001282231	1899	2847
NM_001282232	504	1122
NM_001282233	504	979
NM_003841	780	1494
NM_005425	417	597
NM_005424	3417	3982
NM_003847	744	2742
NR_036599	0	4712
NR_029504	0	71
NR_029503	0	64
NR_029502	0	86
NM_001184768	903	1936
NR_102299	0	4286
NR_102300	0	4267
NR_102301	0	4168
NM_001270524	870	2335
NM_001270523	870	2182
NM_001289102	1578	2294
NM_001289103	1608	2477
NM_170695	1206	2249
NR_037805	0	2334
NM_001202473	702	2680
NM_001163436	2682	5121
NR_003578	0	2997
NM_001256790	5739	5875
NM_001260505	2991	3255
NM_001260502	1770	2736
NM_001260503	867	2045
NM_001260504	2991	3600
NM_001258251	4092	6574
NM_001260511	468	920
NM_005544	3729	8736
NM_144973	3825	9391
NM_001285987	798	2070
NM_001285987	798	2070
NM_001285987	798	2070
NM_001285987	798	2070
NM_001285987	798	2070
NM_001285986	495	2290
NM_001285986	495	2303
NM_001285986	495	2303
NM_001285986	495	2303
NM_001285986	495	2303
NM_001285986	495	2303
NM_001286045	804	3750
NM_001285987	798	2065
NM_001289403	2964	3557
NM_001289404	2616	3622
NM_001353310	975	3988
NM_001346471	1083	1388
NM_002700	1017	1182
NM_003466	1353	4055
NR_073396	0	3155
NM_031892	1998	4766
NR_046365	0	496
NM_014641	6270	7368
NM_014641	6270	7368
NM_001329971	423	2113
NR_145445	0	5230
NR_145447	0	1895
NR_145446	0	2094
NR_146721	0	2070
NM_001257118	1215	2007
NR_003148	0	2932
NR_104473	0	3455
NM_001202517	1155	10255
NM_001202518	1101	10780
NM_001202519	1101	11094
NM_001352727	3063	4368
NM_001352726	3099	4493
NM_001248002	1869	7369
NM_001248004	1767	7267
NM_001248003	1800	7300
NR_002938	0	1225
NR_030181	0	98
NR_030180	0	84
NR_030181	0	98
NR_030180	0	84
NR_031568	0	73
NR_026692	0	4426
NR_030183	0	87
NM_001354008	1656	2636
NR_030187	0	83
NR_030185	0	84
NR_030186	0	87
NR_030187	0	83
NR_030188	0	87
NM_194332	1299	5106
NR_030190	0	83
NR_030191	0	81
NR_030192	0	85
NR_030193	0	87
NR_030194	0	87
NR_030196	0	83
NR_030197	0	85
NM_207342	738	1298
NR_030199	0	101
NR_030201	0	87
NR_030203	0	87
NR_030204	0	87
NR_030205	0	67
NR_030207	0	85
NR_030208	0	65
NR_030210	0	85
NR_030211	0	87
NR_030212	0	90
NR_030213	0	87
NR_030214	0	95
NR_030215	0	88
NR_030216	0	87
NM_201532	2838	3816
NR_030218	0	85
NR_030220	0	90
NR_030221	0	90
NR_030222	0	87
NR_039909	0	66
NM_199421	1323	7012
NM_198315	1248	1858
NM_198310	1428	2210
NM_198309	1518	2300
NM_199367	1470	2311
NM_001204220	1167	4195
NM_013953	966	3745
NM_001204051	903	2722
NM_001244706	783	1740
NM_001244705	1482	2598
NM_005707	1458	2851
NR_047670	0	2763
NM_014977	4026	4937
NM_032882	1200	2278
NR_028099	0	4216
NM_001193537	633	1170
NM_001193538	603	1211
NM_012326	846	2156
NM_014002	2151	3474
NM_170601	1572	2907
NM_170600	2583	3154
NM_139021	1635	1888
NM_145871	525	1209
NM_145870	651	1335
NM_153839	1929	5126
NM_153838	2088	3170
NM_153837	1587	3812
NM_021072	2673	9669
NM_001168618	915	1722
NM_001326330	1473	4071
NM_001330399	330	3080
NM_001346113	1527	1767
NM_001330382	984	2368
NR_135762	0	890
NR_135763	0	885
NM_001270396	1035	2318
NM_001258442	900	1292
NM_001258441	1146	1538
NM_001302862	453	1904
NR_046207	0	6926
NR_046234	0	1474
NM_001353905	1125	2571
NR_104098	0	2229
NM_001330260	5943	11556
NM_001330491	540	3405
NM_001330490	3999	4752
NM_001330483	1065	2938
NM_001354217	3588	4869
NM_001354828	300	2425
NM_001354840	288	656
NM_001322382	801	3611
NM_001322380	762	3798
NR_039907	0	72
NM_001145146	1335	2665
NM_002214	2310	8777
NM_052890	1731	1881
NM_052889	294	758
NM_052888	2844	3027
NM_052885	1947	7003
NM_052884	2097	3165
NM_001359193	801	1180
NM_001359193	801	1180
NR_002578	0	638
NR_002576	0	133
NR_002323	0	7541
NR_002196	0	2348
NR_001566	0	451
NR_001558	0	4911
NR_001458	0	1474
NM_001360236	609	3742
NM_001360235	609	3761
NR_126418	0	892
NM_013299	1077	1567
NM_145030	762	944
NM_001297703	1920	2341
NM_002194	1200	2019
NR_026716	0	3490
NR_104095	0	3170
NR_104096	0	3152
NR_104097	0	3263
NR_136268	0	3560
NM_001323982	2721	4263
NM_001323970	1062	4004
NR_103502	0	2162
NR_103503	0	1918
NM_001185091	2721	3971
NM_001323968	1083	4025
NR_103501	0	3090
NM_001185090	2832	4082
NM_001323358	672	3569
NM_001323357	1443	4887
NM_001324321	4935	5851
NM_001323303	1212	2491
NM_001353979	4356	5193
NR_107028	0	75
NM_001270484	1134	2217
NM_001190158	1815	2258
NM_001190182	1842	2223
NM_001190201	1392	2165
NR_003061	0	2127
NM_020243	429	1379
NM_020236	978	1359
NM_021210	438	819
NR_110737	0	781
NR_110738	0	710
NM_001346938	492	807
NM_001346936	1023	3664
NM_001346935	1023	3607
NM_001346934	1023	3680
NM_001346933	1023	3739
NM_001346932	1023	3743
NM_001346916	1833	4707
NM_001346915	1929	4923
NM_001346914	1929	5140
NM_001346913	1929	4930
NM_001346912	2019	5121
NM_001330637	6213	7681
NM_001351492	2817	6175
NM_001351491	2817	6114
NM_001352803	1101	6485
NM_016622	567	3311
NM_016620	318	2091
NM_016617	258	2636
NM_015508	1974	4033
NM_001586	1233	1543
NM_015871	405	649
NM_139160	1509	1994
NM_147175	1818	4447
NM_147173	444	962
NM_147172	444	1004
NM_152722	1251	3545
NM_152721	996	8896
NM_152715	1275	5192
NR_138073	0	774
NM_001144012	777	1601
NM_001144010	2538	4134
NM_001352301	1485	2024
NR_027381	0	2143
NR_027382	0	2425
NM_014955	1842	3082
NM_014954	2073	4580
NM_003502	2589	3660
NM_003501	2103	2874
NR_107015	0	68
NM_001123040	873	1598
NM_001123	1038	2280
NM_001130158	3411	5200
NM_001123065	456	2911
NM_001204199	306	1967
NM_001286658	3873	6402
NM_001286657	975	2477
NM_001286656	1134	1606
NM_001286655	1041	1929
NM_030978	462	2519
NM_032788	1203	5926
NM_032787	2394	3140
NM_032786	1305	2149
NM_030971	978	3090
NM_032784	819	4583
NM_032783	714	3501
NM_025205	537	2394
NM_025196	654	2799
NR_106862	0	68
NR_106860	0	65
NR_106861	0	65
NM_001189	1002	2241
NM_001190455	1596	3433
NM_001304960	996	2069
NR_104066	0	914
NR_104071	0	865
NM_004937	1104	4431
NM_016212	375	1431
NM_016212	375	1426
NM_016212	375	1431
NM_015199	3162	6338
NM_001880	1518	4176
NM_001129900	282	2471
NR_106863	0	62
NR_145781	0	68
NM_001135956	2487	8185
NM_002699	1356	2928
NM_002698	1392	6896
NM_005313	1518	3054
NM_007076	1377	1651
NM_005315	618	618
NM_005314	1155	2681
NM_020141	225	2750
NM_016819	975	1880
NM_152705	369	2043
NM_152703	4755	7166
NM_001351775	1530	6410
NM_001353080	1782	3049
NM_001898	426	760
NM_001895	1176	2719
NM_001892	1014	2561
NM_001891	681	1070
NM_001201	1419	5828
NM_001324092	1083	4481
NM_001324091	834	1958
