readType	refseqid	row	juncpos5	juncpos3	num_NC.42
CDS	NM_001354222	53223	62998527	63053222	6
CDS	NM_001354222	53223	63053403	63058154	16
CDS	NM_001354222	53223	63058293	63086304	7
CDS	NM_001354222	53223	63086426	63091866	11
CDS	NM_001354222	53223	63092106	63101481	12
CDS	NM_001354222	53223	63101667	63169853	10
CDS	NM_001354222	53223	63170031	63170937	7
CDS	NM_001354222	53223	63170985	63175395	14
CDS	NM_001354222	53223	63176297	63182652	18
CDS	NM_001354222	53223	63182795	63206323	12
CDS	NM_001354222	53223	63206470	63217851	12
CDS	NM_001354222	53223	63215173	63217851	19
CDS	NM_001354222	53223	63217975	63220665	34
CDS	NM_001354222	53223	63220803	63221006	32
CDS	NM_001354222	53223	63221103	63223778	1
CDS	NM_001354222	53223	63221112	63223778	14
CDS	NM_001354222	53223	63223901	63264670	33
CDS	NM_001354222	53223	63264769	63265878	22
CDS	NM_001354222	53223	63265951	63272201	30
CDS	NM_001354222	53223	63272315	63272545	35
CDS	NM_001354223	15065	86074984	86073686	1
CDS	NM_001354224	15064	86074984	86073686	1
CDS	NM_001354226	19157	86074984	86073686	1
CDS	NM_001354227	19156	86074984	86073686	1
CDS	NM_001354227	19156	86090485	86088415	1
CDS	NM_001354229	62534	86074984	86073686	1
CDS	NM_001354229	62534	86090485	86088415	1
CDS	NM_001354233	33156	86074984	86073686	1
CDS	NM_001354234	33155	86074984	86073686	1
CDS	NM_001354238	15637	86074984	86073686	1
CDS	NM_001354238	15637	86090485	86088415	1
CDS	NM_001354248	34447	86074984	86073686	1
CDS	NM_001354347	24593	190617379	190615382	1
CDS	NM_001354347	24593	190617575	190617450	3
CDS	NM_001354347	24593	190618642	190617705	3
CDS	NM_001354347	24593	190618867	190618790	1
CDS	NM_001354347	24593	190619899	190619071	1
CDS	NM_001354347	24593	190627411	190626386	1
CDS	NM_001354350	47916	144714762	144710410	1
CDS	NM_001354351	57711	144714762	144710410	1
CDS	NM_001354352	57710	144714762	144710410	1
CDS	NM_001354352	57710	144966170	144903306	1
CDS	NM_001354353	34861	144966170	144903306	1
CDS	NM_001354354	47915	144714762	144710410	1
CDS	NM_001354354	47915	144966170	144903306	1
CDS	NM_001354355	34860	144714762	144710410	1
CDS	NM_001354356	47914	144966170	144903306	1
CDS	NM_001354358	47913	144966170	144903306	1
CDS	NM_001354360	35976	144714762	144710410	1
CDS	NM_001354360	35976	144966170	144903306	1
CDS	NM_001354361	47912	144714762	144710410	1
CDS	NM_001354361	47912	144966170	144903306	1
CDS	NM_001354362	54293	144714762	144710410	1
CDS	NM_001354362	54293	144966170	144903306	1
CDS	NM_001354405	55915	114386290	114390492	13
CDS	NM_001354405	55915	114390521	114391730	8
CDS	NM_001354405	55915	114391809	114392628	11
CDS	NM_001354405	55915	114392707	114398471	1
CDS	NM_001354405	55915	114398582	114398930	9
CDS	NM_001354405	55915	114398582	114398933	2
CDS	NM_001354405	55915	114399027	114399358	6
CDS	NM_001354405	55915	114399441	114399608	8
CDS	NM_001354406	33218	114386290	114390492	13
CDS	NM_001354406	33218	114390521	114391730	8
CDS	NM_001354406	33218	114391809	114392628	11
CDS	NM_001354406	33218	114392707	114398471	1
CDS	NM_001354406	33218	114398582	114398930	9
CDS	NM_001354406	33218	114398582	114398933	2
CDS	NM_001354406	33218	114399027	114399358	6
CDS	NM_001354406	33218	114399441	114399608	8
CDS	NM_001354407	33217	114386290	114390492	13
CDS	NM_001354407	33217	114390521	114391730	8
CDS	NM_001354407	33217	114391809	114392628	11
CDS	NM_001354407	33217	114392707	114398471	1
CDS	NM_001354407	33217	114398582	114398930	9
CDS	NM_001354407	33217	114398582	114398933	2
CDS	NM_001354407	33217	114399027	114399358	6
CDS	NM_001354407	33217	114399441	114399608	8
CDS	NM_001354408	33216	114386290	114390492	13
CDS	NM_001354408	33216	114390521	114391730	8
CDS	NM_001354408	33216	114391809	114392628	11
CDS	NM_001354408	33216	114392707	114398471	1
CDS	NM_001354408	33216	114398582	114398930	9
CDS	NM_001354408	33216	114398582	114398933	2
CDS	NM_001354408	33216	114399027	114399358	6
CDS	NM_001354408	33216	114399441	114399608	8
CDS	NM_001354409	17543	114386290	114390492	13
CDS	NM_001354409	17543	114390521	114391730	8
CDS	NM_001354409	17543	114391809	114392628	11
CDS	NM_001354409	17543	114392707	114398471	1
CDS	NM_001354409	17543	114398582	114398930	9
CDS	NM_001354409	17543	114398582	114398933	2
CDS	NM_001354409	17543	114399027	114399358	6
CDS	NM_001354409	17543	114399441	114399608	8
CDS	NM_001354410	17544	114386290	114390492	13
CDS	NM_001354410	17544	114390521	114391730	8
CDS	NM_001354410	17544	114391809	114392628	11
CDS	NM_001354410	17544	114392707	114398471	1
CDS	NM_001354410	17544	114398582	114398933	2
CDS	NM_001354410	17544	114399027	114399358	6
CDS	NM_001354410	17544	114399441	114399608	8
CDS	NM_001354412	50234	114386290	114390492	13
CDS	NM_001354412	50234	114390521	114391730	8
CDS	NM_001354412	50234	114391809	114392628	11
CDS	NM_001354412	50234	114392707	114398471	1
CDS	NM_001354412	50234	114398582	114398930	9
CDS	NM_001354412	50234	114398582	114398933	2
CDS	NM_001354412	50234	114399027	114399358	6
CDS	NM_001354412	50234	114399441	114399608	8
CDS	NM_001354413	50581	114386290	114390492	13
CDS	NM_001354413	50581	114390521	114391730	8
CDS	NM_001354413	50581	114391809	114392628	11
CDS	NM_001354413	50581	114392707	114398471	1
CDS	NM_001354413	50581	114398582	114398930	9
CDS	NM_001354413	50581	114398582	114398933	2
CDS	NM_001354413	50581	114399027	114399358	6
CDS	NM_001354413	50581	114399441	114399608	8
CDS	NM_001354414	51276	114386290	114390492	13
CDS	NM_001354414	51276	114390521	114391730	8
CDS	NM_001354414	51276	114391809	114392628	11
CDS	NM_001354414	51276	114392707	114398471	1
CDS	NM_001354414	51276	114398582	114398930	9
CDS	NM_001354414	51276	114398582	114398933	2
CDS	NM_001354414	51276	114399027	114399358	6
CDS	NM_001354414	51276	114399441	114399608	8
CDS	NM_001354416	51591	114386290	114390492	13
CDS	NM_001354416	51591	114390521	114391730	8
CDS	NM_001354416	51591	114391809	114392628	11
CDS	NM_001354416	51591	114392707	114398471	1
CDS	NM_001354416	51591	114398582	114398933	2
CDS	NM_001354416	51591	114399027	114399358	6
CDS	NM_001354416	51591	114399441	114399608	8
CDS	NM_001354417	10207	114386290	114390492	13
CDS	NM_001354417	10207	114390521	114391730	8
CDS	NM_001354417	10207	114391809	114392628	11
CDS	NM_001354417	10207	114392707	114398471	1
CDS	NM_001354417	10207	114398582	114398930	9
CDS	NM_001354417	10207	114398582	114398933	2
CDS	NM_001354417	10207	114399027	114399358	6
CDS	NM_001354417	10207	114399441	114399608	8
CDS	NM_001354418	51968	114386290	114390492	13
CDS	NM_001354418	51968	114390521	114391730	8
CDS	NM_001354418	51968	114398582	114398930	9
CDS	NM_001354418	51968	114398582	114398933	2
CDS	NM_001354418	51968	114399027	114399358	6
CDS	NM_001354418	51968	114399441	114399608	8
CDS	NM_001354419	7798	114386290	114390492	13
CDS	NM_001354419	7798	114390521	114391730	8
CDS	NM_001354419	7798	114398582	114398930	9
CDS	NM_001354419	7798	114398582	114398933	2
CDS	NM_001354419	7798	114399027	114399358	6
CDS	NM_001354419	7798	114399441	114399608	8
CDS	NM_001354421	52277	114386290	114390492	13
CDS	NM_001354421	52277	114390521	114391730	8
CDS	NM_001354421	52277	114398582	114398930	9
CDS	NM_001354421	52277	114398582	114398933	2
CDS	NM_001354421	52277	114399027	114399358	6
CDS	NM_001354421	52277	114399441	114399608	8
CDS	NM_001354423	7799	114386290	114390492	13
CDS	NM_001354423	7799	114390521	114391730	8
CDS	NM_001354423	7799	114398582	114398930	9
CDS	NM_001354423	7799	114398582	114398933	2
CDS	NM_001354423	7799	114399027	114399358	6
CDS	NM_001354423	7799	114399441	114399608	8
CDS	NM_001354424	27734	114386290	114390492	13
CDS	NM_001354424	27734	114390521	114391730	8
CDS	NM_001354424	27734	114398582	114398933	2
CDS	NM_001354424	27734	114399027	114399358	6
CDS	NM_001354424	27734	114399441	114399608	8
CDS	NM_001354425	7598	114392707	114398471	1
CDS	NM_001354425	7598	114398582	114398930	9
CDS	NM_001354425	7598	114398582	114398933	2
CDS	NM_001354425	7598	114399027	114399358	6
CDS	NM_001354425	7598	114399441	114399608	8
CDS	NM_001354426	7800	114392707	114398471	1
CDS	NM_001354426	7800	114398582	114398930	9
CDS	NM_001354426	7800	114398582	114398933	2
CDS	NM_001354426	7800	114399027	114399358	6
CDS	NM_001354426	7800	114399441	114399608	8
CDS	NM_001354427	24953	114392707	114398471	1
CDS	NM_001354427	24953	114398582	114398930	9
CDS	NM_001354427	24953	114398582	114398933	2
CDS	NM_001354427	24953	114399027	114399358	6
CDS	NM_001354427	24953	114399441	114399608	8
CDS	NM_001354428	54509	114392707	114398471	1
CDS	NM_001354428	54509	114398582	114398933	2
CDS	NM_001354428	54509	114399027	114399358	6
CDS	NM_001354428	54509	114399441	114399608	8
CDS	NM_001354431	7891	153514403	153512912	19
CDS	NM_001354431	7891	153515462	153514534	19
CDS	NM_001354431	7891	153515607	153515523	10
CDS	NM_001354431	7891	153515784	153515703	5
CDS	NM_001354431	7891	153519117	153515870	9
CDS	NM_001354431	7891	153519549	153519212	19
CDS	NM_001354431	7891	153520169	153519686	10
CDS	NM_001354431	7891	153520390	153520285	6
CDS	NM_001354431	7891	153520652	153520481	3
CDS	NM_001354431	7891	153525651	153520766	1
CDS	NM_001354431	7891	153526745	153525784	8
CDS	NM_001354431	7891	153527787	153526895	7
CDS	NM_001354431	7891	153528973	153527895	8
CDS	NM_001354431	7891	153529492	153529137	10
CDS	NM_001354431	7891	153530112	153529556	4
CDS	NM_001354431	7891	153532919	153530220	4
CDS	NM_001354431	7891	153533965	153533293	4
CDS	NM_001354431	7891	153535570	153533989	1
CDS	NM_001354431	7891	153535866	153533989	2
CDS	NM_001354431	7891	153537740	153535986	9
CDS	NM_001354431	7891	153547476	153537850	6
CDS	NM_001354431	7891	153549552	153547492	2
CDS	NM_001354431	7891	153551056	153549582	5
CDS	NM_001354431	7891	153572509	153551136	5
CDS	NM_001354432	19570	153514403	153512912	19
CDS	NM_001354432	19570	153515462	153514534	19
CDS	NM_001354432	19570	153515607	153515523	10
CDS	NM_001354432	19570	153515784	153515703	5
CDS	NM_001354432	19570	153519117	153515870	9
CDS	NM_001354432	19570	153519549	153519212	19
CDS	NM_001354432	19570	153520169	153519686	10
CDS	NM_001354432	19570	153520390	153520285	6
CDS	NM_001354432	19570	153520652	153520481	3
CDS	NM_001354432	19570	153525651	153520766	1
CDS	NM_001354432	19570	153526745	153525784	8
CDS	NM_001354432	19570	153527787	153526895	7
CDS	NM_001354432	19570	153528973	153527895	8
CDS	NM_001354432	19570	153529492	153529137	10
CDS	NM_001354432	19570	153530112	153529556	4
CDS	NM_001354432	19570	153532919	153530220	4
CDS	NM_001354432	19570	153533965	153533293	4
CDS	NM_001354432	19570	153535570	153533989	1
CDS	NM_001354432	19570	153535866	153533989	2
CDS	NM_001354432	19570	153535866	153535623	3
CDS	NM_001354432	19570	153537740	153535986	9
CDS	NM_001354432	19570	153547476	153537850	6
CDS	NM_001354432	19570	153549552	153547492	2
CDS	NM_001354432	19570	153551056	153549582	5
CDS	NM_001354432	19570	153572509	153551136	5
CDS	NM_001354587	13591	97779673	97783801	1
CDS	NM_001354587	13591	97783915	97784081	2
CDS	NM_001354587	13591	97808572	97810255	2
CDS	NM_001354587	13591	97810283	97810377	2
CDS	NM_001354587	13591	97810449	97812223	2
CDS	NM_001354587	13591	97815098	97817616	1
CDS	NM_001354587	13591	97817676	97818241	1
CDS	NM_001354587	13591	97823904	97824325	1
CDS	NM_001354587	13591	97824392	97827836	1
CDS	NM_001354587	13591	97845503	97845598	2
CDS	NM_001354587	13591	97847363	97847458	1
CDS	NM_001354587	13591	97847530	97849196	2
CDS	NM_001354587	13591	97851247	97852935	1
CDS	NM_001354587	13591	97858623	97858718	1
CDS	NM_001354587	13591	97860491	97860582	1
CDS	NM_001354587	13591	97862358	97862453	1
CDS	NM_001354587	13591	97867967	97868058	1
CDS	NM_001354587	13591	97869833	97869928	1
CDS	NM_001354587	13591	97871705	97871800	3
CDS	NM_001354587	13591	97877311	97877406	1
CDS	NM_001354587	13591	97879184	97879279	5
CDS	NM_001354587	13591	97879351	97881038	3
CDS	NM_001354587	13591	97881234	97882914	1
CDS	NM_001354587	13591	97883109	97884787	3
CDS	NM_001354587	13591	97884983	97890543	1
CDS	NM_001354587	13591	97884983	97890546	1
CDS	NM_001354587	13591	97907216	97909583	1
CDS	NM_001354587	13591	97909766	97910894	3
CDS	NM_001354587	13591	97911808	97913213	6
CDS	NM_001354587	13591	97913365	97914881	1
CDS	NM_001354587	13591	97913365	97915289	2
CDS	NM_001354587	13591	97914951	97915289	5
CDS	NM_001354587	13591	97915382	97915881	4
CDS	NM_001354871	25060	132509158	132524192	1
CDS	NM_001370	50781	84913681	84915563	1
CDS	NM_001370	50781	85039650	85040182	1
CDS	NM_001378	33631	172546773	172549287	28
CDS	NM_001378	33631	172549404	172563057	1
CDS	NM_001378	33631	172549404	172563797	3
CDS	NM_001378	33631	172571953	172582128	52
CDS	NM_001378	33631	172582223	172582429	25
CDS	NM_001378	33631	172582591	172582704	5
CDS	NM_001378	33631	172582803	172583301	15
CDS	NM_001378	33631	172584477	172584815	25
CDS	NM_001378	33631	172585360	172586219	58
CDS	NM_001378	33631	172586363	172600559	23
CDS	NM_001378	33631	172602437	172604286	24
CDS	NM_001378	33631	172602437	172604289	1
CDS	NM_001381	41961	74782580	74782702	4
CDS	NM_001381	41961	74782795	74783021	6
CDS	NM_001381	41961	74783205	74783435	2
CDS	NM_001430	41219	46525076	46574012	2
CDS	NM_001430	41219	46574202	46583290	5
CDS	NM_001430	41219	46583441	46583863	1
CDS	NM_001430	41219	46583947	46587777	1
CDS	NM_001430	41219	46587895	46588024	1
CDS	NM_001430	41219	46588229	46596966	2
CDS	NM_001430	41219	46597072	46602829	3
CDS	NM_001430	41219	46602976	46603678	1
CDS	NM_001430	41219	46603892	46605033	2
CDS	NM_001430	41219	46605906	46607366	7
CDS	NM_001430	41219	46607856	46608735	3
CDS	NM_001430	41219	46608861	46609114	5
CDS	NM_001430	41219	46609228	46609564	6
CDS	NM_001430	41219	46609737	46611648	8
CDS	NM_001443	46053	88424013	88422623	1
CDS	NM_001450	58397	105979742	105977891	25
CDS	NM_001450	58397	105984027	105979928	37
CDS	NM_001450	58397	105990016	105984196	57
CDS	NM_001450	58397	106002818	105990190	39
CDS	NM_001463	33501	183702676	183699692	7
CDS	NM_001463	33501	183703137	183702739	8
CDS	NM_001463	33501	183707206	183703341	6
CDS	NM_001463	33501	183723514	183707271	8
CDS	NM_001463	33501	183730803	183723561	5
CDS	NM_001521	36787	27550044	27549760	3
CDS	NM_001521	36787	27550904	27550151	2
CDS	NM_001521	36787	27551335	27551056	5
CDS	NM_001521	36787	27551711	27551463	4
CDS	NM_001521	36787	27551988	27551798	6
CDS	NM_001521	36787	27552246	27552149	6
CDS	NM_001521	36787	27556522	27552390	1
CDS	NM_001521	36787	27558465	27556866	5
CDS	NM_001521	36787	27558784	27558573	4
CDS	NM_001521	36787	27559060	27558895	1
CDS	NM_001521	36787	27559065	27558895	7
CDS	NM_001521	36787	27560111	27559292	4
CDS	NM_001521	36787	27560348	27560209	1
CDS	NM_001521	36787	27560793	27560425	3
CDS	NM_001521	36787	27564815	27560887	3
CDS	NM_001521	36787	27565693	27565100	5
CDS	NM_001566	17606	99136617	99137150	2
CDS	NM_001566	17606	99137194	99149840	5
CDS	NM_001566	17606	99149958	99152192	3
CDS	NM_001566	17606	99152308	99152592	5
CDS	NM_001566	17606	99152671	99154326	1
CDS	NM_001566	17606	99154437	99155354	7
CDS	NM_001566	17606	99155444	99155991	5
CDS	NM_001566	17606	99156138	99160340	5
CDS	NM_001566	17606	99160470	99162432	7
CDS	NM_001566	17606	99162536	99163049	4
CDS	NM_001566	17606	99163157	99169249	5
CDS	NM_001566	17606	99165432	99169249	1
CDS	NM_001566	17606	99169432	99170734	3
CDS	NM_001566	17606	99170952	99172016	2
CDS	NM_001566	17606	99172154	99175926	2
CDS	NM_001566	17606	99175958	99179928	6
CDS	NM_001566	17606	99180100	99181103	3
CDS	NM_001566	17606	99181226	99182103	3
CDS	NM_001566	17606	99182229	99182492	6
CDS	NM_001566	17606	99182632	99185034	7
CDS	NM_001566	17606	99185131	99189278	6
CDS	NM_001566	17606	99189390	99193452	6
CDS	NM_001615	34340	74057315	74146694	1
CDS	NM_001615	34340	74112329	74140612	2
CDS	NM_001615	34340	74120178	74129487	2
CDS	NM_001615	34340	74120178	74135800	33
CDS	NM_001615	34340	74120178	74136182	1
CDS	NM_001615	34340	74128564	74129487	3498
CDS	NM_001615	34340	74128564	74135800	72
CDS	NM_001615	34340	74128607	74129487	5
CDS	NM_001615	34340	74129615	74135800	3298
CDS	NM_001615	34340	74129894	74135800	9
CDS	NM_001615	34340	74135804	74140612	2
CDS	NM_001615	34340	74135910	74136182	5146
CDS	NM_001615	34340	74136266	74140612	5223
CDS	NM_001615	34340	74136266	74141807	7
CDS	NM_001615	34340	74137968	74140612	5
CDS	NM_001615	34340	74140773	74141807	7730
CDS	NM_001615	34340	74140773	74143711	1
CDS	NM_001615	34340	74141998	74143711	8968
CDS	NM_001615	34340	74141998	74146559	3
CDS	NM_001615	34340	74142003	74143711	1
CDS	NM_001615	34340	74143892	74146559	8966
CDS	NM_001616	32427	148602776	148653870	4
CDS	NM_001616	32427	148654077	148657027	2
CDS	NM_001616	32427	148657136	148657313	7
CDS	NM_001616	32427	148657467	148672760	5
CDS	NM_001616	32427	148657467	148674852	1
CDS	NM_001616	32427	148672903	148674852	4
CDS	NM_001616	32427	148674995	148676016	6
CDS	NM_001616	32427	148676161	148677799	9
CDS	NM_001616	32427	148677913	148680542	9
CDS	NM_001616	32427	148680680	148683600	7
CDS	NM_001616	32427	148683730	148684649	5
CDS	NM_001689	15125	176043785	176043130	123
CDS	NM_001689	15125	176044826	176043978	125
CDS	NM_001689	15125	176046083	176044906	81
CDS	NM_001692	45756	71185274	71185463	1
CDS	NM_001692	45756	71191995	71192088	1
CDS	NM_001743	17561	47388862	47387943	369
CDS	NM_001743	17561	47389425	47388997	130
CDS	NM_001743	17561	47397873	47389801	200
CDS	NM_001743	17561	47399553	47397903	7
CDS	NM_001743	17561	47403580	47397903	134
CDS	NM_001743	17561	47403988	47397903	1
CDS	NM_001747	35826	85622661	85622081	3
CDS	NM_001747	35826	85625143	85622749	4
CDS	NM_001747	35826	85625813	85625275	4
CDS	NM_001747	35826	85626259	85625905	4
CDS	NM_001747	35826	85628288	85626408	6
CDS	NM_001747	35826	85628652	85628452	4
CDS	NM_001747	35826	85628908	85628806	3
CDS	NM_001822	32271	175666435	175665015	7
CDS	NM_001822	32271	175673633	175666540	8
CDS	NM_001822	32271	175676239	175673770	4
CDS	NM_001822	32271	175677037	175676316	4
CDS	NM_001822	32271	175689162	175677210	9
CDS	NM_001822	32271	175711608	175689246	1
CDS	NM_001822	32271	175740516	175711685	3
CDS	NM_001822	32271	175742568	175689246	1
CDS	NM_001822	32271	175742568	175711685	2
CDS	NM_001822	32271	175779786	175742856	2
CDS	NM_001822	32271	175783262	175779899	2
CDS	NM_001822	32271	175809616	175783293	5
CDS	NM_001822	32271	175816892	175783293	1
CDS	NM_001822	32271	175816892	175809671	3
CDS	NM_001862	35823	98262652	98263530	262
CDS	NM_001862	35823	98262854	98263530	1
CDS	NM_001862	35823	98263603	98263807	455
CDS	NM_001862	35823	98263906	98264459	478
CDS	NM_001875	53966	211460306	211464096	1
CDS	NM_001875	53966	211464285	211465279	1
CDS	NM_001875	53966	211507389	211512587	1
CDS	NM_001875	53966	211513264	211515087	2
CDS	NM_001875	53966	211518826	211521249	1
CDS	NM_001875	53966	211523412	211525209	1
CDS	NM_001875	53966	211525379	211527847	1
CDS	NM_001875	53966	211533008	211539626	1
CDS	NM_001875	53966	211540564	211541731	3
CDS	NM_001880	29963	175957789	175945493	1
CDS	NM_001880	29963	175962172	175957995	5
CDS	NM_001880	29963	175976296	175962321	3
CDS	NM_001880	29963	175978722	175976382	9
CDS	NM_001880	29963	175979418	175978836	7
CDS	NM_001880	29963	175982718	175979596	2
CDS	NM_001880	29963	175982979	175982846	2
CDS	NM_001880	29963	175986172	175983097	2
CDS	NM_001880	29963	175994866	175983097	1
CDS	NM_001880	29963	175994866	175986268	1
CDS	NM_001927	14527	220042913	220286268	1
CDS	NM_001927	14527	220162021	220286265	1
CDS	NM_001927	14527	220258798	220288535	1
CDS	NM_001927	14527	220283511	220283653	7
CDS	NM_001927	14527	220283762	220284817	2486
CDS	NM_001927	14527	220284119	220285217	1
CDS	NM_001927	14527	220284447	220284817	3
CDS	NM_001927	14527	220284877	220284973	5009
CDS	NM_001927	14527	220284877	220285217	2
CDS	NM_001927	14527	220285068	220285217	6484
CDS	NM_001927	14527	220285068	220285220	1
CDS	NM_001927	14527	220285068	220285306	2
CDS	NM_001927	14527	220285378	220285550	7427
CDS	NM_001927	14527	220285378	220285557	2
CDS	NM_001927	14527	220285675	220286062	7574
CDS	NM_001927	14527	220285799	220286062	2
CDS	NM_001927	14527	220286282	220288499	7328
CDS	NM_001927	14527	220286282	220290385	2
CDS	NM_001927	14527	220288542	220290385	10072
CDS	NM_001927	14527	220290467	220290671	10128
CDS	NM_001935	38176	162851810	162851544	4
CDS	NM_001935	38176	162862255	162851882	4
CDS	NM_001935	38176	162868303	162865805	1
CDS	NM_001935	38176	162870906	162868497	2
CDS	NM_001935	38176	162873278	162870975	1
CDS	NM_001935	38176	162873618	162873376	2
CDS	NM_001935	38176	162875239	162873665	3
CDS	NM_001935	38176	162881314	162879309	1
CDS	NM_001935	38176	162891674	162890163	1
CDS	NM_001959	42282	207024992	207025312	1
CDS	NM_001959	42282	207025434	207026070	50
CDS	NM_001959	42282	207026828	207027249	2
CDS	NM_002026	12051	216226692	216226349	341
CDS	NM_002026	12051	216229602	216226802	177
CDS	NM_002026	12051	216230228	216229708	384
CDS	NM_002026	12051	216232586	216230353	238
CDS	NM_002026	12051	216235017	216232750	281
CDS	NM_002026	12051	216236632	216235155	161
CDS	NM_002026	12051	216236832	216236738	77
CDS	NM_002026	12051	216238045	216236738	16
CDS	NM_002026	12051	216238045	216237023	1
CDS	NM_002026	12051	216238045	216237098	84
CDS	NM_002026	12051	216239937	216238134	158
CDS	NM_002026	12051	216240352	216240116	108
CDS	NM_002026	12051	216241221	216240441	118
CDS	NM_002026	12051	216242898	216241397	96
CDS	NM_002026	12051	216243853	216242985	101
CDS	NM_002026	12051	216245534	216244040	37
CDS	NM_002026	12051	216246935	216244040	54
CDS	NM_002026	12051	216246935	216245803	56
CDS	NM_002026	12051	216248051	216247048	69
CDS	NM_002026	12051	216248743	216248206	59
CDS	NM_002026	12051	216249583	216248907	40
CDS	NM_002026	12051	216251412	216249699	78
CDS	NM_002026	12051	216252935	216251681	62
CDS	NM_002026	12051	216256355	216253024	66
CDS	NM_002026	12051	216257654	216256537	26
CDS	NM_002026	12051	216259251	216256537	19
CDS	NM_002026	12051	216261860	216259442	21
CDS	NM_002026	12051	216262403	216261946	35
CDS	NM_002026	12051	216263980	216262571	65
CDS	NM_002026	12051	216269112	216264074	44
CDS	NM_002026	12051	216270961	216269378	38
CDS	NM_002026	12051	216271850	216271233	20
CDS	NM_002026	12051	216272831	216272044	32
CDS	NM_002026	12051	216273021	216272920	24
CDS	NM_002026	12051	216274286	216273149	40
CDS	NM_002026	12051	216274657	216274462	46
CDS	NM_002026	12051	216279560	216274837	18
CDS	NM_002026	12051	216283965	216279681	21
CDS	NM_002026	12051	216285396	216284108	40
CDS	NM_002026	12051	216286814	216285524	23
CDS	NM_002026	12051	216288073	216286966	30
CDS	NM_002026	12051	216288869	216288249	41
CDS	NM_002026	12051	216289817	216289048	28
CDS	NM_002026	12051	216292903	216290008	21
CDS	NM_002026	12051	216295438	216293061	32
CDS	NM_002026	12051	216296556	216295575	18
CDS	NM_002026	12051	216298047	216296687	38
CDS	NM_002026	12051	216299419	216298184	17
CDS	NM_002026	12051	216300378	216299547	31
CDS	NM_002056	42284	69554046	69553365	3
CDS	NM_002056	42284	69555403	69554207	1
CDS	NM_002056	42284	69556429	69555570	4
CDS	NM_002056	42284	69556816	69556556	2
CDS	NM_002056	42284	69565030	69556930	3
CDS	NM_002056	42284	69565577	69565187	2
CDS	NM_002056	42284	69569284	69565697	2
CDS	NM_002056	42284	69573036	69569381	3
CDS	NM_002056	42284	69575303	69573131	1
CDS	NM_002056	42284	69577210	69575466	5
CDS	NM_002056	42284	69581391	69577315	1
CDS	NM_002056	42284	69581621	69577315	1
CDS	NM_002056	42284	69583628	69581700	5
CDS	NM_002056	42284	69586400	69585595	4
CDS	NM_002056	42284	69590677	69586458	5
CDS	NM_002056	42284	69597133	69590802	3
CDS	NM_002056	42284	69601138	69597240	1
CDS	NM_002056	42284	69614197	69601245	2
CDS	NM_002056	42284	69627496	69601245	1
CDS	NM_002081	58069	241375501	241398447	10
CDS	NM_002081	58069	241398605	241401608	4
CDS	NM_002081	58069	241401999	241402764	14
CDS	NM_002081	58069	241402929	241404033	12
CDS	NM_002081	58069	241404163	241404273	6
CDS	NM_002081	58069	241404392	241404494	11
CDS	NM_002081	58069	241404627	241404890	14
CDS	NM_002081	58069	241405065	241405475	26
CDS	NM_002101	7051	127413888	127447831	71
CDS	NM_002101	7051	127413888	127451440	3
CDS	NM_002101	7051	127447887	127451440	74
CDS	NM_002101	7051	127451523	127453522	62
CDS	NM_002148	50481	176982306	176983682	4
CDS	NM_002149	28696	10560261	10563109	6
CDS	NM_002149	28696	10563214	10566850	9
CDS	NM_002156	17141	198352582	198351922	29
CDS	NM_002157	14472	198365163	198365798	133
CDS	NM_002157	14472	198365163	198367763	1
CDS	NM_002157	14472	198365642	198365798	1
CDS	NM_002157	14472	198365962	198367763	60
CDS	NM_002158	51149	48573890	48586186	1
CDS	NM_002158	51149	48586286	48589782	2
CDS	NM_002166	27946	8822643	8822973	156
CDS	NM_002191	28073	220437364	220439416	2
CDS	NM_002194	29863	191225032	191227353	11
CDS	NM_002194	29863	191227413	191231421	5
CDS	NM_002194	29863	191231621	191233829	21
CDS	NM_002194	29863	191234003	191235570	15
CDS	NM_002210	22230	187455250	187466748	2
CDS	NM_002210	22230	187466878	187487066	6
CDS	NM_002210	22230	187487157	187490200	4
CDS	NM_002210	22230	187490314	187495524	3
CDS	NM_002210	22230	187495585	187498056	4
CDS	NM_002210	22230	187498101	187500809	6
CDS	NM_002210	22230	187500934	187501792	5
CDS	NM_002210	22230	187501836	187503004	6
CDS	NM_002210	22230	187503047	187503136	4
CDS	NM_002210	22230	187503192	187505642	3
CDS	NM_002210	22230	187505694	187506113	8
CDS	NM_002210	22230	187506315	187511413	7
CDS	NM_002210	22230	187511604	187514567	4
CDS	NM_002210	22230	187514612	187516709	4
CDS	NM_002210	22230	187516816	187519377	7
CDS	NM_002210	22230	187519435	187520974	6
CDS	NM_002210	22230	187521128	187523765	6
CDS	NM_002210	22230	187523902	187528495	12
CDS	NM_002210	22230	187528562	187529221	3
CDS	NM_002210	22230	187529368	187529853	15
CDS	NM_002210	22230	187529945	187531431	9
CDS	NM_002210	22230	187531510	187531877	7
CDS	NM_002210	22230	187531957	187532398	4
CDS	NM_002210	22230	187532503	187533489	5
CDS	NM_002210	22230	187533647	187534428	6
CDS	NM_002210	22230	187534541	187540331	16
CDS	NM_002210	22230	187540444	187540547	7
CDS	NM_002210	22230	187540654	187541540	7
CDS	NM_002210	22230	187541662	187541924	11
CDS	NM_002246	24127	26916026	26950535	7
