readType	refseqid	row	juncpos5	juncpos3	num_CRC.41
CDS	NM_001322427	35879	203817402	203818728	4
CDS	NM_001322427	35879	203818857	203820397	1
CDS	NM_001322427	35879	203820481	203825960	1
CDS	NM_001322427	35879	203826149	203834642	1
CDS	NM_001322427	35879	203831821	203834642	2
CDS	NM_001322427	35879	203834785	203836228	1
CDS	NM_001322427	35879	203842055	203846278	4
CDS	NM_001322427	35879	203846408	203846795	3
CDS	NM_001322427	35879	203847164	203848229	3
CDS	NM_001322428	8362	203807690	203817282	3
CDS	NM_001322428	8362	203817402	203818728	4
CDS	NM_001322428	8362	203818857	203820397	1
CDS	NM_001322428	8362	203820481	203825960	1
CDS	NM_001322428	8362	203826149	203834642	1
CDS	NM_001322428	8362	203831821	203834642	2
CDS	NM_001322428	8362	203834785	203836228	1
CDS	NM_001322428	8362	203842055	203846278	4
CDS	NM_001322428	8362	203846408	203846795	3
CDS	NM_001322428	8362	203847164	203848229	3
CDS	NM_001322429	8379	203807690	203817282	3
CDS	NM_001322429	8379	203817402	203818728	4
CDS	NM_001322429	8379	203818857	203820397	1
CDS	NM_001322429	8379	203820481	203825960	1
CDS	NM_001322429	8379	203826149	203834642	1
CDS	NM_001322429	8379	203831821	203834642	2
CDS	NM_001322429	8379	203834785	203836228	1
CDS	NM_001322429	8379	203842055	203846278	4
CDS	NM_001322429	8379	203846408	203846795	3
CDS	NM_001322429	8379	203847164	203848229	3
CDS	NM_001322963	15441	24283796	24285934	1
CDS	NM_001322964	15440	24283796	24285934	1
CDS	NM_001326559	54324	220497731	220497996	1
CDS	NM_001328646	7098	105889312	105886162	4
CDS	NM_001328646	7098	105890001	105889471	3
CDS	NM_001328646	7098	105892017	105890147	6
CDS	NM_001328646	7098	105894071	105892160	3
CDS	NM_001328646	7098	105896839	105894128	3
CDS	NM_001328646	7098	105900773	105897180	4
CDS	NM_001328646	7098	105912813	105900855	4
CDS	NM_001328646	7098	105914968	105912967	6
CDS	NM_001328646	7098	105924071	105915162	4
CDS	NM_001328688	55960	175094036	175087888	22
CDS	NM_001328688	55960	175113180	175111543	39
CDS	NM_001329095	22666	31135089	31133925	1
CDS	NM_001329096	22665	31135089	31133925	1
CDS	NM_001329097	62750	31135089	31133925	1
CDS	NM_001329112	33135	28117551	28152699	21
CDS	NM_001329112	33135	28152775	28210860	14
CDS	NM_001329112	33135	28210954	28248093	29
CDS	NM_001329112	33135	28248287	28268592	16
CDS	NM_001329112	33135	28268666	28352138	15
CDS	NM_001329112	33135	28352247	28460069	18
CDS	NM_001329112	33135	28460168	28464190	23
CDS	NM_001329112	33135	28464260	28467647	21
CDS	NM_001329112	33135	28467729	28521205	21
CDS	NM_001329112	33135	28521358	28561317	16
CDS	NM_001329112	33135	28550314	28561317	1
CDS	NM_001329113	33134	28117551	28152699	21
CDS	NM_001329113	33134	28152775	28210860	14
CDS	NM_001329113	33134	28210954	28248093	29
CDS	NM_001329113	33134	28248287	28268592	16
CDS	NM_001329113	33134	28268666	28352138	15
CDS	NM_001329113	33134	28352247	28460069	18
CDS	NM_001329113	33134	28460168	28464190	23
CDS	NM_001329113	33134	28464260	28467647	21
CDS	NM_001329113	33134	28467729	28521205	21
CDS	NM_001329114	33131	28117551	28152699	21
CDS	NM_001329114	33131	28152775	28210860	14
CDS	NM_001329114	33131	28210954	28248093	29
CDS	NM_001329114	33131	28248287	28268592	16
CDS	NM_001329114	33131	28268666	28352138	15
CDS	NM_001329114	33131	28352247	28460069	18
CDS	NM_001329114	33131	28460168	28464190	23
CDS	NM_001329114	33131	28464260	28467647	21
CDS	NM_001329114	33131	28467729	28521205	21
CDS	NM_001329115	56019	28117551	28152699	21
CDS	NM_001329115	56019	28152775	28210860	14
CDS	NM_001329115	56019	28210954	28248093	29
CDS	NM_001329115	56019	28248287	28268592	16
CDS	NM_001329115	56019	28268666	28352138	15
CDS	NM_001329115	56019	28352247	28460069	18
CDS	NM_001329115	56019	28460168	28464190	23
CDS	NM_001329115	56019	28464260	28467647	21
CDS	NM_001329115	56019	28467729	28521205	21
CDS	NM_001329115	56019	28521358	28561317	16
CDS	NM_001329115	56019	28550314	28561317	1
CDS	NM_001329239	57266	188332480	188331769	1
CDS	NM_001329239	57266	188348851	188332659	1
CDS	NM_001329239	57266	188349538	188348943	3
CDS	NM_001329239	57266	188368375	188361805	5
CDS	NM_001329240	57265	188332480	188331769	1
CDS	NM_001329240	57265	188348851	188332659	1
CDS	NM_001329240	57265	188349538	188348943	3
CDS	NM_001329240	57265	188368375	188361805	5
CDS	NM_001329241	57264	188332480	188331769	1
CDS	NM_001329241	57264	188348851	188332659	1
CDS	NM_001329241	57264	188349538	188348943	3
CDS	NM_001329241	57264	188368375	188361805	5
CDS	NM_001329728	54162	204312682	204309733	2
CDS	NM_001329728	54162	204322253	204320303	3
CDS	NM_001329728	54162	204326571	204326131	6
CDS	NM_001329728	54162	204334962	204326648	1
CDS	NM_001329728	54162	204355937	204354812	9
CDS	NM_001329728	54162	204359957	204356042	3
CDS	NM_001329728	54162	204362038	204360076	1
CDS	NM_001329728	54162	204399834	204360076	1
CDS	NM_001329752	37674	70527972	70524609	9
CDS	NM_001329752	37674	70528654	70528112	1
CDS	NM_001329752	37674	70529057	70528735	1
CDS	NM_001329753	53202	70527972	70524609	9
CDS	NM_001329753	53202	70528654	70528112	1
CDS	NM_001329755	16309	70527972	70524609	9
CDS	NM_001329757	16308	70527972	70524609	9
CDS	NM_001329758	20016	70527972	70524609	9
CDS	NM_001329791	11504	85584375	85589309	4
CDS	NM_001329791	11504	85589383	85590220	4
CDS	NM_001329791	11504	85590289	85595809	5
CDS	NM_001329791	11504	85595877	85596862	8
CDS	NM_001329791	11504	85596953	85598209	9
CDS	NM_001329791	11504	85598332	85598563	3
CDS	NM_001329791	11504	85598332	85604467	1
CDS	NM_001329791	11504	85598685	85604467	2
CDS	NM_001329791	11504	85604597	85616874	1
CDS	NM_001329791	11504	85614348	85616874	1
CDS	NM_001329791	11504	85616950	85617261	2
CDS	NM_001329791	11504	85617388	85617883	2
CDS	NM_001329792	11503	85584375	85589309	4
CDS	NM_001329792	11503	85589383	85590220	4
CDS	NM_001329792	11503	85590289	85595809	5
CDS	NM_001329792	11503	85595877	85596862	8
CDS	NM_001329792	11503	85596953	85598209	9
CDS	NM_001329792	11503	85598332	85598563	3
CDS	NM_001329792	11503	85598332	85604467	1
CDS	NM_001329792	11503	85598685	85604467	2
CDS	NM_001329792	11503	85604597	85616874	1
CDS	NM_001329792	11503	85614348	85616874	1
CDS	NM_001329792	11503	85616950	85617261	2
CDS	NM_001329792	11503	85617388	85617883	2
CDS	NM_001329793	39522	85584375	85589309	4
CDS	NM_001329793	39522	85589383	85590220	4
CDS	NM_001329793	39522	85590289	85595809	5
CDS	NM_001329793	39522	85595877	85596862	8
CDS	NM_001329793	39522	85596953	85598209	9
CDS	NM_001329793	39522	85598332	85598563	3
CDS	NM_001329793	39522	85598332	85604467	1
CDS	NM_001329793	39522	85598685	85604467	2
CDS	NM_001329793	39522	85604597	85616874	1
CDS	NM_001329793	39522	85614348	85616874	1
CDS	NM_001329793	39522	85616950	85617261	2
CDS	NM_001329793	39522	85617388	85617883	2
CDS	NM_001329857	25761	160181322	160176929	8
CDS	NM_001329857	25761	160182164	160181465	8
CDS	NM_001329857	25761	160189051	160182429	2
CDS	NM_001329857	25761	160193973	160193588	3
CDS	NM_001329857	25761	160194078	160193588	1
CDS	NM_001329857	25761	160203997	160194283	2
CDS	NM_001329857	25761	160205189	160204157	5
CDS	NM_001329857	25761	160205518	160205344	7
CDS	NM_001329857	25761	160206219	160205791	5
CDS	NM_001329857	25761	160229556	160206868	2
CDS	NM_001329857	25761	160231202	160229700	6
CDS	NM_001329857	25761	160239070	160231264	1
CDS	NM_001329857	25761	160240117	160239313	8
CDS	NM_001329857	25761	160241666	160240191	5
CDS	NM_001329857	25761	160242864	160241880	1
CDS	NM_001329857	25761	160245856	160243118	12
CDS	NM_001329857	25761	160252280	160245996	5
CDS	NM_001329857	25761	160253856	160252345	5
CDS	NM_001329857	25761	160255340	160253900	7
CDS	NM_001329857	25761	160257110	160255405	1
CDS	NM_001329857	25761	160261360	160257175	2
CDS	NM_001329857	25761	160261533	160261421	4
CDS	NM_001329857	25761	160268846	160261625	2
CDS	NM_001329857	25761	160284452	160269056	2
CDS	NM_001329857	25761	160284822	160269056	1
CDS	NM_001329857	25761	160284822	160284553	1
CDS	NM_001329857	25761	160285711	160284930	3
CDS	NM_001329857	25761	160287374	160285771	1
CDS	NM_001329857	25761	160289268	160285771	1
CDS	NM_001329857	25761	160289268	160287667	2
CDS	NM_001329857	25761	160294814	160289874	4
CDS	NM_001329857	25761	160295520	160295206	5
CDS	NM_001329857	25761	160303293	160295723	4
CDS	NM_001329857	25761	160304753	160303486	4
CDS	NM_001329857	25761	160310124	160303486	1
CDS	NM_001329857	25761	160310124	160304920	4
CDS	NM_001329858	59130	160181322	160176929	8
CDS	NM_001329858	59130	160182164	160181465	8
CDS	NM_001329858	59130	160189051	160182429	2
CDS	NM_001329858	59130	160193973	160193588	3
CDS	NM_001329858	59130	160194078	160193588	1
CDS	NM_001329858	59130	160203997	160194283	2
CDS	NM_001329858	59130	160205189	160204157	5
CDS	NM_001329858	59130	160205518	160205344	7
CDS	NM_001329858	59130	160206219	160205791	5
CDS	NM_001329858	59130	160229556	160206868	2
CDS	NM_001329858	59130	160231202	160229700	6
CDS	NM_001329858	59130	160239070	160231264	1
CDS	NM_001329858	59130	160240117	160239313	8
CDS	NM_001329858	59130	160241666	160240191	5
CDS	NM_001329858	59130	160242864	160241880	1
CDS	NM_001329858	59130	160245856	160243118	12
CDS	NM_001329858	59130	160252280	160245996	5
CDS	NM_001329858	59130	160253856	160252345	5
CDS	NM_001329858	59130	160255340	160253900	7
CDS	NM_001329858	59130	160257110	160255405	1
CDS	NM_001329858	59130	160261360	160257175	2
CDS	NM_001329858	59130	160261533	160261421	4
CDS	NM_001329858	59130	160268846	160261625	2
CDS	NM_001329858	59130	160284452	160269056	2
CDS	NM_001329858	59130	160284822	160269056	1
CDS	NM_001329858	59130	160285711	160284930	3
CDS	NM_001329858	59130	160287374	160285771	1
CDS	NM_001329858	59130	160289268	160285771	1
CDS	NM_001329858	59130	160289268	160287667	2
CDS	NM_001329858	59130	160294814	160289874	4
CDS	NM_001329858	59130	160295520	160295206	5
CDS	NM_001329858	59130	160303293	160295723	4
CDS	NM_001329858	59130	160304753	160303486	4
CDS	NM_001329858	59130	160310124	160303486	1
CDS	NM_001329858	59130	160310124	160304920	4
CDS	NM_001329858	59130	160335086	160310312	1
CDS	NM_001329868	39879	158114548	158140794	1
CDS	NM_001329868	39879	158116048	158140794	13
CDS	NM_001329868	39879	158140960	158142527	4
CDS	NM_001329868	39879	158142646	158152175	7
CDS	NM_001329868	39879	158152310	158152906	13
CDS	NM_001329868	39879	158153025	158156060	8
CDS	NM_001329868	39879	158156177	158157188	14
CDS	NM_001329868	39879	158157511	158162261	10
CDS	NM_001329868	39879	158162341	158165079	13
CDS	NM_001329868	39879	158165240	158167720	6
CDS	NM_001329914	39870	112813333	112817554	21
CDS	NM_001329914	39870	112817614	112821739	17
CDS	NM_001329914	39870	112817614	112832489	1
CDS	NM_001329914	39870	112821830	112824513	19
CDS	NM_001329914	39870	112824644	112832489	14
CDS	NM_001329914	39870	112824644	112834769	1
CDS	NM_001329914	39870	112832539	112834769	21
CDS	NM_001329914	39870	112834859	112838634	17
CDS	NM_001329914	39870	112838695	112838912	20
CDS	NM_001329914	39870	112839095	112843582	31
CDS	NM_001329914	39870	112843681	112847202	17
CDS	NM_001329914	39870	112849360	112854621	23
CDS	NM_001329914	39870	112854729	112854810	20
CDS	NM_001329914	39870	112854729	112854819	1
CDS	NM_001329914	39870	112854868	112856172	41
CDS	NM_001329914	39870	112856275	112858199	29
CDS	NM_001329914	39870	112858272	112863579	25
CDS	NM_001329914	39870	112863652	112865365	35
CDS	NM_001329914	39870	112865417	112870476	28
CDS	NM_001329914	39870	112870506	112873661	31
CDS	NM_001329916	39869	68385273	68385512	30
CDS	NM_001329916	39869	68385661	68388815	15
CDS	NM_001329916	39869	68388898	68389397	26
CDS	NM_001329916	39869	68389457	68389678	20
CDS	NM_001329916	39869	68400549	68401867	20
CDS	NM_001329917	39868	68385273	68385512	30
CDS	NM_001329917	39868	68385661	68388815	15
CDS	NM_001329917	39868	68388898	68389397	26
CDS	NM_001329917	39868	68389457	68389678	20
CDS	NM_001329917	39868	68389795	68392070	1
CDS	NM_001329963	11087	39029857	39025584	2
CDS	NM_001329963	11087	39040963	39033835	3
CDS	NM_001329963	11087	39042663	39041037	5
CDS	NM_001329963	11087	39046019	39042797	1
CDS	NM_001329963	11087	39046191	39046102	4
CDS	NM_001329963	11087	39052989	39050411	2
CDS	NM_001329963	11087	39053658	39053189	3
CDS	NM_001329963	11087	39055482	39053831	2
CDS	NM_001329963	11087	39064973	39055578	1
CDS	NM_001329963	11087	39074161	39070352	1
CDS	NM_001329963	11087	39081196	39075544	1
CDS	NM_001329963	11087	39082199	39081320	1
CDS	NM_001329963	11087	39083482	39082394	1
CDS	NM_001329963	11087	39085803	39083603	1
CDS	NM_001329963	11087	39088141	39085978	2
CDS	NM_001329963	11087	39090503	39089475	3
CDS	NM_001330113	61008	152709962	152698602	1
CDS	NM_001330113	61008	152717225	152711889	1
CDS	NM_001330113	61008	152828059	152739884	1
CDS	NM_001330113	61008	152954844	152739884	2
CDS	NM_001330114	9258	152709962	152698602	1
CDS	NM_001330114	9258	152717225	152711889	1
CDS	NM_001330114	9258	152727045	152717334	2
CDS	NM_001330115	1288	152709962	152698602	1
CDS	NM_001330115	1288	152717225	152711889	1
CDS	NM_001330115	1288	152828059	152739884	1
CDS	NM_001330115	1288	152954844	152739884	2
CDS	NM_001330116	36377	152709962	152698602	1
CDS	NM_001330116	36377	152717225	152711889	1
CDS	NM_001330116	36377	152828059	152739884	1
CDS	NM_001330116	36377	152954844	152739884	2
CDS	NM_001330117	61810	152709962	152698602	1
CDS	NM_001330117	61810	152717225	152711889	1
CDS	NM_001330117	61810	152727045	152717334	2
CDS	NM_001330118	42213	152709962	152698602	1
CDS	NM_001330118	42213	152717225	152711889	1
CDS	NM_001330118	42213	152727045	152717334	2
CDS	NM_001330118	42213	152828059	152739884	1
CDS	NM_001330118	42213	152954844	152739884	2
CDS	NM_001330130	36373	208486530	208478167	4
CDS	NM_001330130	36373	208488953	208486641	3
CDS	NM_001330131	36372	208488953	208486641	3
CDS	NM_001330132	8412	208486530	208446670	2
CDS	NM_001330132	8412	208488953	208486641	3
CDS	NM_001330133	8411	208488953	208486641	3
CDS	NM_001330134	47282	208486530	208478167	4
CDS	NM_001330134	47282	208488953	208486641	3
CDS	NM_001330135	47281	208488953	208486641	3
CDS	NM_001330136	47280	208486530	208446670	2
CDS	NM_001330136	47280	208488953	208486641	3
CDS	NM_001330137	47279	208486530	208478167	4
CDS	NM_001330137	47279	208488953	208486641	3
CDS	NM_001330156	16999	230020534	229890824	6
CDS	NM_001330156	16999	230135730	230020680	9
CDS	NM_001330157	16998	230020534	229890824	6
CDS	NM_001330158	60704	230020534	229890824	6
CDS	NM_001330161	60703	242641517	242644068	3
CDS	NM_001330161	60703	242644139	242648631	3
CDS	NM_001330161	60703	242648797	242650792	5
CDS	NM_001330161	60703	242650903	242651393	13
CDS	NM_001330161	60703	242651486	242658898	3
CDS	NM_001330162	60702	242641517	242644068	3
CDS	NM_001330162	60702	242644139	242648631	3
CDS	NM_001330162	60702	242648797	242650792	5
CDS	NM_001330162	60702	242650903	242651393	13
CDS	NM_001330162	60702	242651486	242662354	6
CDS	NM_001330162	60702	242660845	242662354	1
CDS	NM_001330162	60702	242662489	242662625	4
CDS	NM_001330162	60702	242662686	242663206	1
CDS	NM_001330179	19996	242036658	242035853	8
CDS	NM_001330180	37862	242029395	242028780	3
CDS	NM_001330180	37862	242033692	242029459	2
CDS	NM_001330180	37862	242041668	242039309	12
CDS	NM_001330196	60654	239335760	239342195	2
CDS	NM_001330196	60654	239342336	239352983	1
CDS	NM_001330196	60654	239344654	239352983	7
CDS	NM_001330196	60654	239353368	239355025	11
CDS	NM_001330201	25643	233415454	233421126	51
CDS	NM_001330201	25643	233415928	233421126	1
CDS	NM_001330201	25643	233421240	233428957	2
CDS	NM_001330201	25643	233429061	233431539	45
CDS	NM_001330201	25643	233431691	233431788	31
CDS	NM_001330201	25643	233431924	233433655	43
CDS	NM_001330202	25642	233415454	233421126	51
CDS	NM_001330202	25642	233415928	233421126	1
CDS	NM_001330202	25642	233421240	233422594	82
CDS	NM_001330202	25642	233421240	233428957	2
CDS	NM_001330202	25642	233429061	233431539	45
CDS	NM_001330202	25642	233431691	233431788	31
CDS	NM_001330202	25642	233431924	233433655	43
CDS	NM_001330203	25641	233415454	233421126	51
CDS	NM_001330203	25641	233415928	233421126	1
CDS	NM_001330203	25641	233421240	233428957	2
CDS	NM_001330203	25641	233429061	233431539	45
CDS	NM_001330203	25641	233431691	233431788	31
CDS	NM_001330203	25641	233431924	233438973	1
CDS	NM_001330213	49546	220110807	220111379	14
CDS	NM_001330213	49546	220111598	220111835	26
CDS	NM_001330213	49546	220111598	220112137	1
CDS	NM_001330213	49546	220111968	220112137	17
CDS	NM_001330213	49546	220112257	220112384	15
CDS	NM_001330213	49546	220112479	220112915	12
CDS	NM_001330213	49546	220113036	220113143	12
CDS	NM_001330214	49545	220110807	220111379	14
CDS	NM_001330214	49545	220111598	220111835	26
CDS	NM_001330214	49545	220111598	220112137	1
CDS	NM_001330214	49545	220111968	220112137	17
CDS	NM_001330214	49545	220112479	220112915	12
CDS	NM_001330214	49545	220113036	220113143	12
CDS	NM_001330215	50530	220111598	220112137	1
CDS	NM_001330215	50530	220111968	220112137	17
CDS	NM_001330215	50530	220112257	220112384	15
CDS	NM_001330215	50530	220112479	220112915	12
CDS	NM_001330215	50530	220113036	220113143	12
CDS	NM_001330218	7023	208576840	208589524	2
CDS	NM_001330218	7023	208589598	208591566	10
CDS	NM_001330218	7023	208591600	208598671	5
CDS	NM_001330218	7023	208591600	208602135	2
CDS	NM_001330218	7023	208598771	208602135	6
CDS	NM_001330218	7023	208602170	208605379	2
CDS	NM_001330218	7023	208602170	208606947	2
CDS	NM_001330218	7023	208605430	208606947	1
CDS	NM_001330218	7023	208607066	208611771	8
CDS	NM_001330218	7023	208611937	208615681	1
CDS	NM_001330223	39796	207621636	207620229	1
CDS	NM_001330226	39793	207621636	207620229	1
CDS	NM_001330237	46814	192141756	192160837	8
CDS	NM_001330237	46814	192160952	192194661	29
CDS	NM_001330237	46814	192194755	192206187	21
CDS	NM_001330237	46814	192206291	192210962	27
CDS	NM_001330237	46814	192211008	192214888	27
CDS	NM_001330237	46814	192214951	192225357	27
CDS	NM_001330237	46814	192225455	192226994	28
CDS	NM_001330237	46814	192227097	192228454	39
CDS	NM_001330237	46814	192228601	192228884	20
CDS	NM_001330237	46814	192229002	192234268	38
CDS	NM_001330237	46814	192234354	192234953	26
CDS	NM_001330237	46814	192235018	192246188	20
CDS	NM_001330237	46814	192246292	192248006	29
CDS	NM_001330237	46814	192248068	192250610	29
CDS	NM_001330237	46814	192250699	192251950	1
CDS	NM_001330237	46814	192250810	192251950	31
CDS	NM_001330237	46814	192252176	192255018	33
CDS	NM_001330237	46814	192255218	192256834	33
CDS	NM_001330237	46814	192256927	192257799	43
CDS	NM_001330237	46814	192257948	192261155	41
CDS	NM_001330237	46814	192261223	192265108	38
CDS	NM_001330237	46814	192265194	192267358	2
CDS	NM_001330237	46814	192265194	192272841	38
CDS	NM_001330237	46814	192265561	192267358	1
CDS	NM_001330237	46814	192265561	192272841	1
CDS	NM_001330237	46814	192267444	192272841	6
CDS	NM_001330237	46814	192272915	192273770	45
CDS	NM_001330237	46814	192273904	192275792	54
CDS	NM_001330237	46814	192275898	192278774	41
CDS	NM_001330237	46814	192278906	192279243	40
CDS	NM_001330237	46814	192279395	192280841	51
CDS	NM_001330237	46814	192280968	192288563	53
CDS	NM_001330238	46813	192141756	192160837	8
CDS	NM_001330238	46813	192160952	192194661	29
CDS	NM_001330238	46813	192194755	192206187	21
CDS	NM_001330238	46813	192206291	192210962	27
CDS	NM_001330238	46813	192211008	192214888	27
CDS	NM_001330238	46813	192214951	192225357	27
CDS	NM_001330238	46813	192225455	192226994	28
CDS	NM_001330238	46813	192227097	192228454	39
CDS	NM_001330238	46813	192228601	192228884	20
CDS	NM_001330238	46813	192229002	192234268	38
CDS	NM_001330238	46813	192234354	192234953	26
CDS	NM_001330238	46813	192235018	192246188	20
CDS	NM_001330238	46813	192246292	192248006	29
CDS	NM_001330238	46813	192248068	192250610	29
CDS	NM_001330238	46813	192250699	192251950	1
CDS	NM_001330238	46813	192250810	192251950	31
CDS	NM_001330238	46813	192252176	192255018	33
CDS	NM_001330238	46813	192255218	192256834	33
CDS	NM_001330238	46813	192256927	192257799	43
CDS	NM_001330238	46813	192257948	192261155	41
CDS	NM_001330238	46813	192261223	192265108	38
CDS	NM_001330238	46813	192265194	192265475	3
CDS	NM_001330238	46813	192265194	192272841	38
CDS	NM_001330238	46813	192265561	192272841	1
CDS	NM_001330238	46813	192267444	192272841	6
CDS	NM_001330238	46813	192272915	192273770	45
CDS	NM_001330238	46813	192273904	192275792	54
CDS	NM_001330238	46813	192275898	192278774	41
CDS	NM_001330238	46813	192278906	192279243	40
CDS	NM_001330238	46813	192279395	192280841	51
CDS	NM_001330238	46813	192280968	192288563	53
CDS	NM_001330247	15560	178081441	178081481	1
CDS	NM_001330247	15560	178081475	178081636	1
CDS	NM_001330247	15560	178081499	178081588	1
CDS	NM_001330247	15560	178081668	178083765	4
CDS	NM_001330248	24685	178081441	178081481	1
CDS	NM_001330248	24685	178081475	178081636	1
CDS	NM_001330248	24685	178081499	178081588	1
CDS	NM_001330248	24685	178081668	178083765	4
CDS	NM_001330249	15736	178081441	178081481	1
CDS	NM_001330249	15736	178081475	178081636	1
CDS	NM_001330249	15736	178081499	178081588	1
CDS	NM_001330249	15736	178081668	178083765	4
CDS	NM_001330250	15735	178081441	178081481	1
CDS	NM_001330250	15735	178081475	178081636	1
CDS	NM_001330250	15735	178081499	178081588	1
CDS	NM_001330250	15735	178081668	178083765	4
CDS	NM_001330251	15734	178081441	178081481	1
CDS	NM_001330251	15734	178081475	178081636	1
CDS	NM_001330251	15734	178081499	178081588	1
CDS	NM_001330251	15734	178081668	178083765	4
CDS	NM_001330265	6525	163175749	163204088	1
CDS	NM_001330265	6525	163200785	163204088	24
CDS	NM_001330265	6525	163204252	163208848	46
CDS	NM_001330265	6525	163208917	163212948	35
CDS	NM_001330265	6525	163212991	163213268	47
CDS	NM_001330265	6525	163213415	163215554	32
CDS	NM_001330265	6525	163215667	163216004	35
CDS	NM_001330265	6525	163216062	163216727	35
CDS	NM_001330266	35424	163175749	163204088	1
CDS	NM_001330266	35424	163200785	163204088	24
CDS	NM_001330266	35424	163204252	163208848	46
CDS	NM_001330266	35424	163208917	163212948	35
CDS	NM_001330266	35424	163212991	163213268	47
CDS	NM_001330266	35424	163213415	163215554	32
CDS	NM_001330266	35424	163215667	163216004	35
CDS	NM_001330266	35424	163216062	163216727	35
CDS	NM_001330267	35423	163175749	163204088	1
CDS	NM_001330267	35423	163200785	163204088	24
CDS	NM_001330267	35423	163204252	163208848	46
CDS	NM_001330267	35423	163208917	163212948	35
CDS	NM_001330267	35423	163212991	163213268	47
CDS	NM_001330267	35423	163213415	163215554	32
CDS	NM_001330267	35423	163215667	163216004	35
CDS	NM_001330267	35423	163216062	163216727	35
CDS	NM_001330268	35422	163175749	163204088	1
CDS	NM_001330268	35422	163200785	163204088	24
CDS	NM_001330268	35422	163204252	163208848	46
CDS	NM_001330268	35422	163208917	163212948	35
CDS	NM_001330268	35422	163212991	163213268	47
CDS	NM_001330268	35422	163213415	163215554	32
CDS	NM_001330268	35422	163215667	163216004	35
CDS	NM_001330268	35422	163216062	163216727	35
CDS	NM_001330270	35421	163204252	163208848	46
CDS	NM_001330270	35421	163208917	163212948	35
CDS	NM_001330270	35421	163212991	163213268	47
CDS	NM_001330270	35421	163213415	163215554	32
CDS	NM_001330270	35421	163215667	163216004	35
CDS	NM_001330270	35421	163216062	163216727	35
CDS	NM_001330271	54985	163204252	163208848	46
CDS	NM_001330271	54985	163208917	163212948	35
CDS	NM_001330271	54985	163212991	163213268	47
CDS	NM_001330271	54985	163213415	163215554	32
CDS	NM_001330271	54985	163215667	163216004	35
CDS	NM_001330271	54985	163216062	163216727	35
CDS	NM_001330274	55017	160104883	160092701	3
CDS	NM_001330274	55017	160112707	160092701	1
CDS	NM_001330274	55017	160114269	160112886	5
CDS	NM_001330274	55017	160114456	160114375	4
CDS	NM_001330274	55017	160116321	160114496	8
CDS	NM_001330274	55017	160128213	160116354	3
CDS	NM_001330274	55017	160136272	160132149	2
CDS	NM_001330274	55017	160139183	160136456	3
CDS	NM_001330274	55017	160142871	160139384	1
CDS	NM_001330276	9053	160104883	160092701	3
CDS	NM_001330276	9053	160112707	160092701	1
CDS	NM_001330276	9053	160112707	160105023	6
CDS	NM_001330276	9053	160114269	160112886	5
CDS	NM_001330276	9053	160139183	160136456	3
CDS	NM_001330276	9053	160142871	160139384	1
CDS	NM_001330277	26770	160104883	160092701	3
CDS	NM_001330277	26770	160112707	160092701	1
CDS	NM_001330277	26770	160112707	160105023	6
CDS	NM_001330277	26770	160114269	160112886	5
CDS	NM_001330277	26770	160114456	160114375	4
CDS	NM_001330277	26770	160116321	160114496	8
CDS	NM_001330277	26770	160128213	160116354	3
CDS	NM_001330277	26770	160136272	160132149	2
CDS	NM_001330277	26770	160139183	160136456	3
CDS	NM_001330278	55838	160104883	160092701	3
CDS	NM_001330278	55838	160112707	160092701	1
CDS	NM_001330278	55838	160112707	160105023	6
CDS	NM_001330278	55838	160114269	160112886	5
CDS	NM_001330278	55838	160114456	160114375	4
CDS	NM_001330278	55838	160116321	160114496	8
CDS	NM_001330278	55838	160128213	160116354	3
CDS	NM_001330278	55838	160136272	160132149	2
CDS	NM_001330278	55838	160139183	160136456	3
CDS	NM_001330278	55838	160142871	160139384	1
CDS	NM_001330279	23861	160104883	160092701	3
CDS	NM_001330279	23861	160112707	160092701	1
CDS	NM_001330279	23861	160112707	160105023	6
CDS	NM_001330279	23861	160114269	160112886	5
CDS	NM_001330279	23861	160114456	160114375	4
CDS	NM_001330279	23861	160116321	160114496	8
CDS	NM_001330279	23861	160128213	160116354	3
CDS	NM_001330279	23861	160136272	160132149	2
CDS	NM_001330280	23860	160104883	160092701	3
CDS	NM_001330280	23860	160112707	160092701	1
CDS	NM_001330280	23860	160112707	160105023	6
CDS	NM_001330280	23860	160114269	160112886	5
CDS	NM_001330280	23860	160114456	160114375	4
CDS	NM_001330280	23860	160116321	160114496	8
CDS	NM_001330280	23860	160128213	160116354	3
CDS	NM_001330282	16507	130940025	130940200	318
CDS	NM_001330282	16507	130940025	130940252	1
CDS	NM_001330282	16507	130940025	130948042	1
CDS	NM_001330282	16507	130940348	130948042	106
CDS	NM_001330284	16508	130940025	130948042	1
CDS	NM_001330284	16508	130940348	130948042	106
CDS	NM_001330299	55443	128699998	128699738	8
CDS	NM_001330299	55443	128703030	128700111	5
CDS	NM_001330299	55443	128707443	128703133	5
CDS	NM_001330299	55443	128707734	128707568	2
CDS	NM_001330299	55443	128712560	128707982	1
CDS	NM_001330299	55443	128735559	128712918	2
CDS	NM_001330299	55443	128744359	128712918	2
CDS	NM_001330299	55443	128744359	128735663	3
CDS	NM_001330299	55443	128747138	128744536	3
CDS	NM_001330299	55443	128750761	128747440	12
CDS	NM_001330299	55443	128753924	128750882	6
CDS	NM_001330299	55443	128757315	128754065	5
