contig	strand	refseqid	row	Gblock_id	transc_start	transc_end	exon_starts	exon_ends
chr2	-	NM_001171603	8983	NM_001171603:8983:10	44571090	44571658	44571090	44571658
chr2	-	NM_001171603	8983	NM_001171603:8983:11	44570883	44571090	44570883	44571090
chr2	-	NM_001171603	8983	NM_001171603:8983:12	44569691	44570883	44569691	44570883
chr2	-	NM_001171603	8983	NM_001171603:8983:13	44569555	44569691	44569555	44569691
chr2	-	NM_001171603	8983	NM_001171603:8983:14	44566502	44569555	44566502	44569555
chr2	-	NM_001171603	8983	NM_001171603:8983:15	44566285	44566502	44566285	44566502
chr2	-	NM_001171603	8983	NM_001171603:8983:16	44565675	44566285	44565675	44566285
chr2	-	NM_001171603	8983	NM_001171603:8983:17	44565489	44565675	44565489	44565675
chr2	-	NM_001171603	8983	NM_001171603:8983:18	44559795	44565489	44559795	44565489
chr2	-	NM_001171603	8983	NM_001171603:8983:19	44559597	44559795	44559597	44559795
chr2	-	NM_001171603	8983	NM_001171603:8983:20	44556251	44559597	44556251	44559597
chr2	-	NM_001171603	8983	NM_001171603:8983:21	44556075	44556251	44556075	44556251
chr2	-	NM_001171603	8983	NM_001171603:8983:22	44554067	44556075	44554067	44556075
chr2	-	NM_001171603	8983	NM_001171603:8983:23	44553850	44554067	44553850	44554067
chr2	-	NM_001171603	8983	NM_001171603:8983:24	44550550	44553850	44550550	44553850
chr2	-	NM_001171603	8983	NM_001171603:8983:25	44550400	44550550	44550400	44550550
chr2	-	NM_001171603	8983	NM_001171603:8983:26	44549993	44550400	44549993	44550400
chr2	-	NM_001171603	8983	NM_001171603:8983:27	44549869	44549993	44549869	44549993
chr2	-	NM_001171603	8983	NM_001171603:8983:28	44549039	44549869	44549039	44549869
chr2	-	NM_001171603	8983	NM_001171603:8983:29	44548965	44549039	44548965	44549039
chr2	-	NM_001171603	8983	NM_001171603:8983:30	44548584	44548965	44548584	44548965
chr2	-	NM_001171603	8983	NM_001171603:8983:31	44548494	44548584	44548494	44548584
chr2	-	NM_001171603	8983	NM_001171603:8983:32	44544747	44548494	44544747	44548494
chr2	-	NM_001172712	12477	NM_001172712:12477:1	174829899	174830430	174829899	174830430
chr2	-	NM_001172712	12477	NM_001172712:12477:2	174829892	174829899	174829892	174829899
chr2	-	NM_001172712	12477	NM_001172712:12477:3	174829281	174829892	174829281	174829892
chr2	-	NM_001172712	12477	NM_001172712:12477:4	174829132	174829281	174829132	174829281
chr2	-	NM_001172712	12477	NM_001172712:12477:5	174828611	174829132	174828611	174829132
chr2	-	NM_001172712	12477	NM_001172712:12477:6	174828602	174828611	174828602	174828611
chr2	-	NM_001172712	12477	NM_001172712:12477:7	174828488	174828602	174828488	174828602
chr2	-	NM_001172712	12477	NM_001172712:12477:8	174820960	174828488	174820960	174828488
chr2	-	NM_001172712	12477	NM_001172712:12477:9	174819600	174820960	174819600	174820960
chr2	-	NM_001172712	12477	NM_001172712:12477:10	174783513	174819600	174783513	174819600
chr2	-	NM_001172712	12477	NM_001172712:12477:11	174783320	174783513	174783320	174783513
chr2	-	NM_001172712	12477	NM_001172712:12477:12	174777994	174783320	174777994	174783320
chr2	-	NM_001172712	12477	NM_001172712:12477:13	174777797	174777994	174777797	174777994
chr2	-	NM_001172712	12477	NM_001172712:12477:14	174774985	174777797	174774985	174777797
chr2	-	NM_001172712	12477	NM_001172712:12477:15	174774668	174774985	174774668	174774985
chr2	-	NM_001172712	12477	NM_001172712:12477:16	174771186	174774668	174771186	174774668
chr2	-	NM_001190265	44907	NM_001190265:44907:1	68290089	68290159	68290089	68290159
chr2	-	NM_001190265	44907	NM_001190265:44907:2	68290076	68290089	68290076	68290089
chr2	-	NM_001190265	44907	NM_001190265:44907:3	68280269	68290076	68280269	68290076
chr2	-	NM_001190265	44907	NM_001190265:44907:4	68280192	68280269	68280192	68280269
chr2	-	NM_001190265	44907	NM_001190265:44907:5	68274451	68280192	68274451	68280192
chr2	-	NM_001190265	44907	NM_001190265:44907:6	68274442	68274451	68274442	68274451
chr2	-	NM_001190265	44907	NM_001190265:44907:7	68274304	68274442	68274304	68274442
chr2	-	NM_001190265	44907	NM_001190265:44907:8	68273542	68274304	68273542	68274304
chr2	-	NM_001190265	44907	NM_001190265:44907:9	68273475	68273542	68273475	68273542
chr2	-	NM_001190265	44907	NM_001190265:44907:10	68273175	68273475	68273175	68273475
chr2	-	NM_001190265	44907	NM_001190265:44907:11	68273119	68273175	68273119	68273175
chr2	-	NM_001190265	44907	NM_001190265:44907:12	68270185	68273119	68270185	68273119
chr2	-	NM_001190265	44907	NM_001190265:44907:13	68270020	68270185	68270020	68270185
chr2	-	NM_001190265	44907	NM_001190265:44907:14	68269331	68270020	68269331	68270020
chr2	-	NM_001190274	14015	NM_001190274:14015:1	48132859	48132932	48132859	48132932
chr2	-	NM_001190274	14015	NM_001190274:14015:2	48132627	48132859	48132627	48132859
chr2	-	NM_001190274	14015	NM_001190274:14015:3	48066908	48132627	48066908	48132627
chr2	-	NM_001190274	14015	NM_001190274:14015:4	48066780	48066908	48066780	48066908
chr2	-	NM_001190274	14015	NM_001190274:14015:5	48066639	48066780	48066639	48066780
chr2	-	NM_001190274	14015	NM_001190274:14015:6	48066557	48066639	48066557	48066639
chr2	-	NM_001190274	14015	NM_001190274:14015:7	48066142	48066557	48066142	48066557
chr2	-	NM_001190274	14015	NM_001190274:14015:8	48065997	48066142	48065997	48066142
chr2	-	NM_001190274	14015	NM_001190274:14015:9	48063140	48065997	48063140	48065997
chr2	-	NM_001190274	14015	NM_001190274:14015:10	48063010	48063140	48063010	48063140
chr2	-	NM_001190274	14015	NM_001190274:14015:11	48062010	48063010	48062010	48063010
chr2	-	NM_001190274	14015	NM_001190274:14015:12	48061926	48062010	48061926	48062010
chr2	-	NM_001190274	14015	NM_001190274:14015:13	48061850	48061926	48061850	48061926
chr2	-	NM_001190274	14015	NM_001190274:14015:14	48061717	48061850	48061717	48061850
chr2	-	NM_001190274	14015	NM_001190274:14015:15	48060209	48061717	48060209	48061717
chr2	-	NM_001190274	14015	NM_001190274:14015:16	48060102	48060209	48060102	48060209
chr2	-	NM_001190274	14015	NM_001190274:14015:17	48060019	48060102	48060019	48060102
chr2	-	NM_001190274	14015	NM_001190274:14015:18	48059907	48060019	48059907	48060019
chr2	-	NM_001190274	14015	NM_001190274:14015:19	48059817	48059907	48059817	48059907
chr2	-	NM_001190274	14015	NM_001190274:14015:20	48059710	48059817	48059710	48059817
chr2	-	NM_001190274	14015	NM_001190274:14015:21	48059625	48059710	48059625	48059710
chr2	-	NM_001190274	14015	NM_001190274:14015:22	48059487	48059625	48059487	48059625
chr2	-	NM_001190274	14015	NM_001190274:14015:23	48050499	48059487	48050499	48059487
chr2	-	NM_001190274	14015	NM_001190274:14015:24	48050281	48050499	48050281	48050499
chr2	-	NM_001190274	14015	NM_001190274:14015:25	48049442	48050281	48049442	48050281
chr2	-	NM_001190274	14015	NM_001190274:14015:26	48049356	48049442	48049356	48049442
chr2	-	NM_001190274	14015	NM_001190274:14015:27	48047595	48049356	48047595	48049356
chr2	-	NM_001190274	14015	NM_001190274:14015:28	48047500	48047595	48047500	48047595
chr2	-	NM_001190274	14015	NM_001190274:14015:29	48046217	48047500	48046217	48047500
chr2	-	NM_001190274	14015	NM_001190274:14015:30	48046094	48046217	48046094	48046217
chr2	-	NM_001190274	14015	NM_001190274:14015:31	48046003	48046094	48046003	48046094
chr2	-	NM_001190274	14015	NM_001190274:14015:32	48045917	48046003	48045917	48046003
chr2	-	NM_001190274	14015	NM_001190274:14015:33	48041006	48045917	48041006	48045917
chr2	-	NM_001190274	14015	NM_001190274:14015:34	48040929	48041006	48040929	48041006
chr2	-	NM_001190274	14015	NM_001190274:14015:35	48040516	48040929	48040516	48040929
chr2	-	NM_001190274	14015	NM_001190274:14015:36	48040372	48040516	48040372	48040516
chr2	-	NM_001190274	14015	NM_001190274:14015:37	48037565	48040372	48037565	48040372
chr2	-	NM_001190274	14015	NM_001190274:14015:38	48037454	48037565	48037454	48037565
chr2	-	NM_001190274	14015	NM_001190274:14015:39	48036846	48037454	48036846	48037454
chr2	-	NM_001190274	14015	NM_001190274:14015:40	48036738	48036846	48036738	48036846
chr2	-	NM_001190274	14015	NM_001190274:14015:41	48036405	48036738	48036405	48036738
chr2	-	NM_001190274	14015	NM_001190274:14015:42	48036296	48036405	48036296	48036405
chr2	-	NM_001190274	14015	NM_001190274:14015:43	48035566	48036296	48035566	48036296
chr2	-	NM_001190274	14015	NM_001190274:14015:44	48035467	48035566	48035467	48035566
chr2	-	NM_001190274	14015	NM_001190274:14015:45	48035386	48035467	48035386	48035467
chr2	-	NM_001190274	14015	NM_001190274:14015:46	48035256	48035386	48035256	48035386
chr2	-	NM_001190274	14015	NM_001190274:14015:47	48034058	48035256	48034058	48035256
chr2	-	NM_001190879	45575	NM_001190879:45575:1	148778201	148778316	148778201	148778316
chr2	-	NM_001190879	45575	NM_001190879:45575:2	148778176	148778201	148778176	148778201
chr2	-	NM_001190879	45575	NM_001190879:45575:3	148739650	148778176	148739650	148778176
chr2	-	NM_001190879	45575	NM_001190879:45575:4	148739496	148739650	148739496	148739650
chr2	-	NM_001190879	45575	NM_001190879:45575:5	148733544	148739496	148733544	148739496
chr2	-	NM_001190879	45575	NM_001190879:45575:6	148733527	148733544	148733527	148733544
chr2	-	NM_001190879	45575	NM_001190879:45575:7	148733470	148733527	148733470	148733527
chr2	-	NM_001190879	45575	NM_001190879:45575:8	148731093	148733470	148731093	148733470
chr2	-	NM_001190879	45575	NM_001190879:45575:9	148731016	148731093	148731016	148731093
chr2	-	NM_001190879	45575	NM_001190879:45575:10	148730398	148731016	148730398	148731016
chr2	-	NM_001190879	45575	NM_001190879:45575:11	148730307	148730398	148730307	148730398
chr2	-	NM_001190879	45575	NM_001190879:45575:12	148716435	148730307	148716435	148730307
chr2	-	NM_001190879	45575	NM_001190879:45575:13	148716359	148716435	148716359	148716435
chr2	-	NM_001190879	45575	NM_001190879:45575:14	148715952	148716359	148715952	148716359
chr2	-	NM_001190879	45575	NM_001190879:45575:15	148715866	148715952	148715866	148715952
chr2	-	NM_001190879	45575	NM_001190879:45575:16	148712964	148715866	148712964	148715866
chr2	-	NM_001190879	45575	NM_001190879:45575:17	148712915	148712964	148712915	148712964
chr2	-	NM_001190879	45575	NM_001190879:45575:18	148710093	148712915	148710093	148712915
chr2	-	NM_001190879	45575	NM_001190879:45575:19	148709941	148710093	148709941	148710093
chr2	-	NM_001190879	45575	NM_001190879:45575:20	148705793	148709941	148705793	148709941
chr2	-	NM_001190879	45575	NM_001190879:45575:21	148705619	148705793	148705619	148705793
chr2	-	NM_001190879	45575	NM_001190879:45575:22	148701091	148705619	148701091	148705619
chr2	-	NM_001190879	45575	NM_001190879:45575:23	148701004	148701091	148701004	148701091
chr2	-	NM_001190879	45575	NM_001190879:45575:24	148696817	148701004	148696817	148701004
chr2	-	NM_001190879	45575	NM_001190879:45575:25	148696708	148696817	148696708	148696817
chr2	-	NM_001190879	45575	NM_001190879:45575:26	148695962	148696708	148695962	148696708
chr2	-	NM_001190879	45575	NM_001190879:45575:27	148695866	148695962	148695866	148695962
chr2	-	NM_001190879	45575	NM_001190879:45575:28	148695782	148695866	148695782	148695866
chr2	-	NM_001190879	45575	NM_001190879:45575:29	148695714	148695782	148695714	148695782
chr2	-	NM_001190879	45575	NM_001190879:45575:30	148694584	148695714	148694584	148695714
chr2	-	NM_001190879	45575	NM_001190879:45575:31	148693267	148694584	148693267	148694584
chr2	-	NM_001190879	45575	NM_001190879:45575:32	148693078	148693267	148693078	148693267
chr2	-	NM_001190879	45575	NM_001190879:45575:33	148687965	148693078	148687965	148693078
chr2	-	NM_001195144	13213	NM_001195144:13213:1	198175328	198175521	198175328	198175521
chr2	-	NM_001195144	13213	NM_001195144:13213:2	198175301	198175328	198175301	198175328
chr2	-	NM_001195144	13213	NM_001195144:13213:3	198051830	198175301	198051830	198175301
chr2	-	NM_001195144	13213	NM_001195144:13213:4	198051746	198051830	198051746	198051830
chr2	-	NM_001195144	13213	NM_001195144:13213:5	198011829	198051746	198011829	198051746
chr2	-	NM_001195144	13213	NM_001195144:13213:6	198011750	198011829	198011750	198011829
chr2	-	NM_001195144	13213	NM_001195144:13213:7	198001386	198011750	198001386	198011750
chr2	-	NM_001195144	13213	NM_001195144:13213:8	198001315	198001386	198001315	198001386
chr2	-	NM_001195144	13213	NM_001195144:13213:9	197990761	198001315	197990761	198001315
chr2	-	NM_001195144	13213	NM_001195144:13213:10	197990560	197990761	197990560	197990761
chr2	-	NM_001195144	13213	NM_001195144:13213:11	197990192	197990560	197990192	197990560
chr2	-	NM_001195144	13213	NM_001195144:13213:12	197990104	197990192	197990104	197990192
chr2	-	NM_001195144	13213	NM_001195144:13213:13	197987516	197990104	197987516	197990104
chr2	-	NM_001195144	13213	NM_001195144:13213:14	197987373	197987516	197987373	197987516
chr2	-	NM_001195144	13213	NM_001195144:13213:15	197986268	197987373	197986268	197987373
chr2	-	NM_001195144	13213	NM_001195144:13213:16	197986055	197986268	197986055	197986268
chr2	-	NM_001195144	13213	NM_001195144:13213:17	197975568	197986055	197975568	197986055
chr2	-	NM_001195144	13213	NM_001195144:13213:18	197975489	197975568	197975489	197975568
chr2	-	NM_001195144	13213	NM_001195144:13213:19	197964654	197975489	197964654	197975489
chr2	-	NM_001195144	13213	NM_001195144:13213:20	197964539	197964654	197964539	197964654
chr2	-	NM_001195144	13213	NM_001195144:13213:21	197954756	197964539	197954756	197964539
chr2	-	NM_001195144	13213	NM_001195144:13213:22	197954673	197954756	197954673	197954756
chr2	-	NM_001195144	13213	NM_001195144:13213:23	197953498	197954673	197953498	197954673
chr2	-	NM_001195144	13213	NM_001195144:13213:24	197953434	197953498	197953434	197953498
chr2	-	NM_001195144	13213	NM_001195144:13213:25	197951472	197953434	197951472	197953434
chr2	-	NM_001195144	13213	NM_001195144:13213:26	197951403	197951472	197951403	197951472
chr2	-	NM_001195144	13213	NM_001195144:13213:27	197948233	197951403	197948233	197951403
chr2	-	NM_001195144	13213	NM_001195144:13213:28	197948092	197948233	197948092	197948233
chr2	-	NM_001195144	13213	NM_001195144:13213:29	197946449	197948092	197946449	197948092
chr2	-	NM_001195144	13213	NM_001195144:13213:30	197946368	197946449	197946368	197946449
chr2	-	NM_001195144	13213	NM_001195144:13213:31	197943538	197946368	197943538	197946368
chr2	-	NM_001195144	13213	NM_001195144:13213:32	197943426	197943538	197943426	197943538
chr2	-	NM_001195144	13213	NM_001195144:13213:33	197889991	197943426	197889991	197943426
chr2	-	NM_001195144	13213	NM_001195144:13213:34	197889919	197889991	197889919	197889991
chr2	-	NM_001195144	13213	NM_001195144:13213:35	197878436	197889919	197878436	197889919
chr2	-	NM_001195144	13213	NM_001195144:13213:36	197878234	197878436	197878234	197878436
chr2	-	NM_001195144	13213	NM_001195144:13213:37	197873755	197878234	197873755	197878234
chr2	-	NM_001195144	13213	NM_001195144:13213:38	197873667	197873755	197873667	197873755
chr2	-	NM_001195144	13213	NM_001195144:13213:39	197872647	197873667	197872647	197873667
chr2	-	NM_001195144	13213	NM_001195144:13213:40	197872529	197872647	197872529	197872647
chr2	-	NM_001195144	13213	NM_001195144:13213:41	197870634	197872529	197870634	197872529
chr2	-	NM_001195144	13213	NM_001195144:13213:42	197870417	197870634	197870417	197870634
chr2	-	NM_001195144	13213	NM_001195144:13213:43	197866564	197870417	197866564	197870417
chr2	-	NM_001195144	13213	NM_001195144:13213:44	197866476	197866564	197866476	197866564
chr2	-	NM_001195144	13213	NM_001195144:13213:45	197865226	197866476	197865226	197866476
chr2	-	NM_001195144	13213	NM_001195144:13213:46	197865142	197865226	197865142	197865226
chr2	-	NM_001195144	13213	NM_001195144:13213:47	197863776	197865142	197863776	197865142
chr2	-	NM_001195144	13213	NM_001195144:13213:48	197863630	197863776	197863630	197863776
chr2	-	NM_001195144	13213	NM_001195144:13213:49	197863143	197863630	197863143	197863630
chr2	-	NM_001195144	13213	NM_001195144:13213:50	197863060	197863143	197863060	197863143
chr2	-	NM_001195144	13213	NM_001195144:13213:51	197860185	197863060	197860185	197863060
chr2	-	NM_001195144	13213	NM_001195144:13213:52	197860102	197860185	197860102	197860185
chr2	-	NM_001195144	13213	NM_001195144:13213:53	197858398	197860102	197858398	197860102
chr2	-	NM_001195144	13213	NM_001195144:13213:54	197858306	197858398	197858306	197858398
chr2	-	NM_001195144	13213	NM_001195144:13213:55	197854373	197858306	197854373	197858306
chr2	-	NM_001195144	13213	NM_001195144:13213:56	197854314	197854373	197854314	197854373
chr2	-	NM_001195144	13213	NM_001195144:13213:57	197851385	197854314	197851385	197854314
chr2	-	NM_001198759	32958	NM_001198759:32958:1	160761193	160761267	160761193	160761267
chr2	-	NM_001198759	32958	NM_001198759:32958:2	160761099	160761193	160761099	160761193
chr2	-	NM_001198759	32958	NM_001198759:32958:3	160755570	160761099	160755570	160761099
chr2	-	NM_001198759	32958	NM_001198759:32958:4	160755198	160755570	160755198	160755570
chr2	-	NM_001198759	32958	NM_001198759:32958:5	160750595	160755198	160750595	160755198
chr2	-	NM_001198759	32958	NM_001198759:32958:6	160750424	160750595	160750424	160750595
chr2	-	NM_001198759	32958	NM_001198759:32958:7	160746888	160750424	160746888	160750424
chr2	-	NM_001198759	32958	NM_001198759:32958:8	160746723	160746888	160746723	160746888
chr2	-	NM_001198759	32958	NM_001198759:32958:9	160743041	160746723	160743041	160746723
chr2	-	NM_001198759	32958	NM_001198759:32958:10	160742930	160743041	160742930	160743041
chr2	-	NM_001198759	32958	NM_001198759:32958:11	160741804	160742930	160741804	160742930
chr2	-	NM_001198759	32958	NM_001198759:32958:12	160741663	160741804	160741663	160741804
chr2	-	NM_001198759	32958	NM_001198759:32958:13	160738826	160741663	160738826	160741663
chr2	-	NM_001198759	32958	NM_001198759:32958:14	160738634	160738826	160738634	160738826
chr2	-	NM_001198759	32958	NM_001198759:32958:15	160737751	160738634	160737751	160738634
chr2	-	NM_001198759	32958	NM_001198759:32958:16	160737593	160737751	160737593	160737751
chr2	-	NM_001198759	32958	NM_001198759:32958:17	160735880	160737593	160735880	160737593
chr2	-	NM_001198759	32958	NM_001198759:32958:18	160735769	160735880	160735769	160735880
chr2	-	NM_001198759	32958	NM_001198759:32958:19	160735232	160735769	160735232	160735769
chr2	-	NM_001198759	32958	NM_001198759:32958:20	160735143	160735232	160735143	160735232
chr2	-	NM_001198759	32958	NM_001198759:32958:21	160735004	160735143	160735004	160735143
chr2	-	NM_001198759	32958	NM_001198759:32958:22	160734834	160735004	160734834	160735004
chr2	-	NM_001198759	32958	NM_001198759:32958:23	160732154	160734834	160732154	160734834
chr2	-	NM_001198759	32958	NM_001198759:32958:24	160731954	160732154	160731954	160732154
chr2	-	NM_001198759	32958	NM_001198759:32958:25	160729104	160731954	160729104	160731954
chr2	-	NM_001198759	32958	NM_001198759:32958:26	160728961	160729104	160728961	160729104
chr2	-	NM_001198759	32958	NM_001198759:32958:27	160721431	160728961	160721431	160728961
chr2	-	NM_001198759	32958	NM_001198759:32958:28	160721349	160721431	160721349	160721431
chr2	-	NM_001198759	32958	NM_001198759:32958:29	160717400	160721349	160717400	160721349
chr2	-	NM_001198759	32958	NM_001198759:32958:30	160717331	160717400	160717331	160717400
chr2	-	NM_001198759	32958	NM_001198759:32958:31	160714987	160717331	160714987	160717331
chr2	-	NM_001198759	32958	NM_001198759:32958:32	160714872	160714987	160714872	160714987
chr2	-	NM_001198759	32958	NM_001198759:32958:33	160711450	160714872	160711450	160714872
chr2	-	NM_001198759	32958	NM_001198759:32958:34	160711414	160711450	160711414	160711450
chr2	-	NM_001198759	32958	NM_001198759:32958:35	160711046	160711414	160711046	160711414
chr2	-	NM_001198759	32958	NM_001198759:32958:36	160710870	160711046	160710870	160711046
chr2	-	NM_001198759	32958	NM_001198759:32958:37	160710208	160710870	160710208	160710870
chr2	-	NM_001198759	32958	NM_001198759:32958:38	160710140	160710208	160710140	160710208
chr2	-	NM_001198759	32958	NM_001198759:32958:39	160709863	160710140	160709863	160710140
chr2	-	NM_001198759	32958	NM_001198759:32958:40	160709783	160709863	160709783	160709863
chr2	-	NM_001198759	32958	NM_001198759:32958:41	160708851	160709783	160708851	160709783
chr2	-	NM_001198759	32958	NM_001198759:32958:42	160708711	160708851	160708711	160708851
chr2	-	NM_001198759	32958	NM_001198759:32958:43	160706978	160708711	160706978	160708711
chr2	-	NM_001198759	32958	NM_001198759:32958:44	160706872	160706978	160706872	160706978
chr2	-	NM_001198759	32958	NM_001198759:32958:45	160706651	160706872	160706651	160706872
chr2	-	NM_001198759	32958	NM_001198759:32958:46	160706490	160706651	160706490	160706651
chr2	-	NM_001198759	32958	NM_001198759:32958:47	160698885	160706490	160698885	160706490
chr2	-	NM_001198759	32958	NM_001198759:32958:48	160698755	160698885	160698755	160698885
chr2	-	NM_001198759	32958	NM_001198759:32958:49	160697466	160698755	160697466	160698755
chr2	-	NM_001198759	32958	NM_001198759:32958:50	160697239	160697466	160697239	160697466
chr2	-	NM_001198759	32958	NM_001198759:32958:51	160692156	160697239	160692156	160697239
chr2	-	NM_001198759	32958	NM_001198759:32958:52	160691990	160692156	160691990	160692156
chr2	-	NM_001198759	32958	NM_001198759:32958:53	160690722	160691990	160690722	160691990
chr2	-	NM_001198759	32958	NM_001198759:32958:54	160690554	160690722	160690554	160690722
chr2	-	NM_001198759	32958	NM_001198759:32958:55	160688297	160690554	160688297	160690554
chr2	-	NM_001198759	32958	NM_001198759:32958:56	160688180	160688297	160688180	160688297
chr2	-	NM_001198759	32958	NM_001198759:32958:57	160676431	160688180	160676431	160688180
chr2	-	NM_001198759	32958	NM_001198759:32958:58	160676236	160676431	160676236	160676431
chr2	-	NM_001198759	32958	NM_001198759:32958:59	160673543	160676236	160673543	160676236
chr2	-	NM_001198759	32958	NM_001198759:32958:60	160673316	160673543	160673316	160673543
chr2	-	NM_001198759	32958	NM_001198759:32958:61	160672084	160673316	160672084	160673316
chr2	-	NM_001198759	32958	NM_001198759:32958:62	160671915	160672084	160671915	160672084
chr2	-	NM_001198759	32958	NM_001198759:32958:63	160667186	160671915	160667186	160671915
chr2	-	NM_001198759	32958	NM_001198759:32958:64	160667036	160667186	160667036	160667186
chr2	-	NM_001198759	32958	NM_001198759:32958:65	160665082	160667036	160665082	160667036
chr2	-	NM_001198759	32958	NM_001198759:32958:66	160664959	160665082	160664959	160665082
chr2	-	NM_001198759	32958	NM_001198759:32958:67	160663651	160664959	160663651	160664959
chr2	-	NM_001198759	32958	NM_001198759:32958:68	160663483	160663651	160663483	160663651
chr2	-	NM_001198759	32958	NM_001198759:32958:69	160661733	160663483	160661733	160663483
chr2	-	NM_001198759	32958	NM_001198759:32958:70	160654642	160661733	160654642	160661733
chr2	-	NM_001198759	32958	NM_001198759:32958:71	160639980	160654642	160639980	160654642
chr2	-	NM_001198759	32958	NM_001198759:32958:72	160639869	160639980	160639869	160639980
chr2	-	NM_001198759	32958	NM_001198759:32958:73	160637509	160639869	160637509	160639869
chr2	-	NM_001198759	32958	NM_001198759:32958:74	160637392	160637509	160637392	160637509
chr2	-	NM_001198759	32958	NM_001198759:32958:75	160636689	160637392	160636689	160637392
chr2	-	NM_001198759	32958	NM_001198759:32958:76	160636515	160636689	160636515	160636689
chr2	-	NM_001198759	32958	NM_001198759:32958:77	160634475	160636515	160634475	160636515
chr2	-	NM_001198759	32958	NM_001198759:32958:78	160634448	160634475	160634448	160634475
chr2	-	NM_001198759	32958	NM_001198759:32958:79	160628564	160634448	160628564	160634448
chr2	-	NM_001198759	32958	NM_001198759:32958:80	160628361	160628564	160628361	160628564
chr2	-	NM_001198759	32958	NM_001198759:32958:81	160625138	160628361	160625138	160628361
chr2	-	NM_001198951	12868	NM_001198951:12868:1	86850985	86851000	86850985	86851000
chr2	-	NM_001198951	12868	NM_001198951:12868:2	86850938	86850985	86850938	86850985
chr2	-	NM_001198951	12868	NM_001198951:12868:3	86849950	86850938	86849950	86850938
chr2	-	NM_001198951	12868	NM_001198951:12868:4	86849783	86849950	86849783	86849950
chr2	-	NM_001198951	12868	NM_001198951:12868:5	86847592	86849783	86847592	86849783
chr2	-	NM_001198951	12868	NM_001198951:12868:6	86847452	86847592	86847452	86847592
chr2	-	NM_001198951	12868	NM_001198951:12868:7	86839397	86847452	86839397	86847452
chr2	-	NM_001198951	12868	NM_001198951:12868:8	86839281	86839397	86839281	86839397
chr2	-	NM_001198951	12868	NM_001198951:12868:9	86832541	86839281	86832541	86839281
chr2	-	NM_001198951	12868	NM_001198951:12868:10	86830965	86832541	86830965	86832541
chr2	-	NM_001198951	12868	NM_001198951:12868:11	86830515	86830965	86830515	86830965
chr2	-	NM_001198954	31781	NM_001198954:31781:1	86948104	86948245	86948104	86948245
chr2	-	NM_001198954	31781	NM_001198954:31781:2	86915448	86948104	86915448	86948104
chr2	-	NM_001198954	31781	NM_001198954:31781:3	86915354	86915448	86915354	86915448
chr2	-	NM_001198954	31781	NM_001198954:31781:4	86849783	86915354	86849783	86915354
chr2	-	NM_001198954	31781	NM_001198954:31781:5	86847592	86849783	86847592	86849783
chr2	-	NM_001198954	31781	NM_001198954:31781:6	86847584	86847592	86847584	86847592
chr2	-	NM_001198954	31781	NM_001198954:31781:7	86847452	86847584	86847452	86847584
chr2	-	NM_001198954	31781	NM_001198954:31781:8	86839397	86847452	86839397	86847452
chr2	-	NM_001198954	31781	NM_001198954:31781:9	86839281	86839397	86839281	86839397
chr2	-	NM_001198954	31781	NM_001198954:31781:10	86832541	86839281	86832541	86839281
chr2	-	NM_001198954	31781	NM_001198954:31781:11	86790426	86832541	86790426	86832541
chr2	-	NM_001198954	31781	NM_001198954:31781:12	86769435	86790426	86769435	86790426
chr2	-	NM_001198954	31781	NM_001198954:31781:13	86769374	86769435	86769374	86769435
chr2	-	NM_001198954	31781	NM_001198954:31781:14	86768487	86769374	86768487	86769374
chr2	-	NM_001198954	31781	NM_001198954:31781:15	86756520	86768487	86756520	86768487
chr2	-	NM_001198954	31781	NM_001198954:31781:16	86756340	86756520	86756340	86756520
chr2	-	NM_001198954	31781	NM_001198954:31781:17	86737602	86756340	86737602	86756340
chr2	-	NM_001198954	31781	NM_001198954:31781:18	86737480	86737602	86737480	86737602
chr2	-	NM_001198954	31781	NM_001198954:31781:19	86734716	86737480	86734716	86737480
chr2	-	NM_001198954	31781	NM_001198954:31781:20	86734601	86734716	86734601	86734716
chr2	-	NM_001198954	31781	NM_001198954:31781:21	86733072	86734601	86733072	86734601
chr2	-	NM_001198954	31781	NM_001198954:31781:22	86732926	86733072	86732926	86733072
chr2	-	NM_001198954	31781	NM_001198954:31781:23	86730552	86732926	86730552	86732926
chr2	-	NM_001199104	30463	NM_001199104:30463:1	18770734	18770846	18770734	18770846
chr2	-	NM_001199104	30463	NM_001199104:30463:2	18770704	18770734	18770704	18770734
chr2	-	NM_001199104	30463	NM_001199104:30463:3	18768858	18770704	18768858	18770704
chr2	-	NM_001199104	30463	NM_001199104:30463:4	18768768	18768858	18768768	18768858
chr2	-	NM_001199104	30463	NM_001199104:30463:5	18768439	18768768	18768439	18768768
chr2	-	NM_001199104	30463	NM_001199104:30463:6	18768259	18768439	18768259	18768439
chr2	-	NM_001199104	30463	NM_001199104:30463:7	18767657	18768259	18767657	18768259
chr2	-	NM_001199104	30463	NM_001199104:30463:8	18767519	18767657	18767519	18767657
chr2	-	NM_001199104	30463	NM_001199104:30463:9	18766244	18767519	18766244	18767519
chr2	-	NM_001199104	30463	NM_001199104:30463:10	18765779	18766244	18765779	18766244
chr2	-	NM_001199104	30463	NM_001199104:30463:11	18765521	18765779	18765521	18765779
chr2	-	NM_001199104	30463	NM_001199104:30463:12	18765353	18765521	18765353	18765521
