contig	strand	refseqid	row	site_pos	PosType	PosAno
chr2	-	NM_001198759	32958	160637509	ss3	E36
chr2	-	NM_001198759	32958	160637393	ss5	E36
chr2	-	NM_001198759	32958	160636689	ss3	E37
chr2	-	NM_001198759	32958	160636516	ss5	E37
chr2	-	NM_001198759	32958	160634475	ss3	E38
chr2	-	NM_001198759	32958	160634449	ss5	E38
chr2	-	NM_001198759	32958	160628564	ss3	E39
chr2	-	NM_001198759	32958	160628362	ce	ce
chr2	-	NM_001198759	32958	160625139	te	E39
chr2	-	NM_001198951	12868	86851000	ts	E1
chr2	-	NM_001198951	12868	86850985	cs	cs
chr2	-	NM_001198951	12868	86850939	ss5	E1
chr2	-	NM_001198951	12868	86849950	ss3	E2
chr2	-	NM_001198951	12868	86849784	ss5	E2
chr2	-	NM_001198951	12868	86847592	ss3	E3
chr2	-	NM_001198951	12868	86847453	ss5	E3
chr2	-	NM_001198951	12868	86839397	ss3	E4
chr2	-	NM_001198951	12868	86839282	ss5	E4
chr2	-	NM_001198951	12868	86832541	ss3	E5
chr2	-	NM_001198951	12868	86830966	ce	ce
chr2	-	NM_001198951	12868	86830516	te	E5
chr2	-	NM_001198954	31781	86948245	ts	E1
chr2	-	NM_001198954	31781	86948105	ss5	E1
chr2	-	NM_001198954	31781	86915448	ss3	E2
chr2	-	NM_001198954	31781	86915355	ss5	E2
chr2	-	NM_001198954	31781	86849784	ss5	NM_001198952:E1
chr2	-	NM_001198954	31781	86847592	ss3	E3
chr2	-	NM_001198954	31781	86847584	cs	cs
chr2	-	NM_001198954	31781	86847453	ss5	E3
chr2	-	NM_001198954	31781	86839397	ss3	NM_005667:E3
chr2	-	NM_001198954	31781	86839282	ss5	NM_001198951:E4
chr2	-	NM_001198954	31781	86832541	ss3	NM_005667:E4
chr2	-	NM_001198954	31781	86790427	ss5	NR_036454:E1
chr2	-	NM_001198954	31781	86769435	ss3	E4
chr2	-	NM_001198954	31781	86769375	ss5	E4
chr2	-	NM_001198954	31781	86768487	ss3	n-dE4ss5
chr2	-	NM_001198954	31781	86756520	ss3	E5
chr2	-	NM_001198954	31781	86756341	ss5	E5
chr2	-	NM_001198954	31781	86737602	ss3	E6
chr2	-	NM_001198954	31781	86737481	ss5	E6
chr2	-	NM_001198954	31781	86734716	ss3	E7
chr2	-	NM_001198954	31781	86734602	ss5	E7
chr2	-	NM_001198954	31781	86733072	ss3	E8
chr2	-	NM_001198954	31781	86732927	ce	ce
chr2	-	NM_001198954	31781	86730553	te	E8
chr2	-	NM_001199104	30463	18770846	ts	E1
chr2	-	NM_001199104	30463	18770734	cs	cs
chr2	-	NM_001199104	30463	18770705	ss5	E1
chr2	-	NM_001199104	30463	18768858	ss3	E2
chr2	-	NM_001199104	30463	18768769	ss5	E2
chr2	-	NM_001199104	30463	18768439	ss3	E3
chr2	-	NM_001199104	30463	18768260	ss5	E3
chr2	-	NM_001199104	30463	18767657	ss3	E4
chr2	-	NM_001199104	30463	18767520	ss5	E4
chr2	-	NM_001199104	30463	18766244	ss3	E5
chr2	-	NM_001199104	30463	18765780	ss5	E5
chr2	-	NM_001199104	30463	18765521	ss3	E6
chr2	-	NM_001199104	30463	18765354	ss5	E6
chr2	-	NM_001199104	30463	18764263	ss3	E7
chr2	-	NM_001199104	30463	18764134	ss5	E7
chr2	-	NM_001199104	30463	18758161	ss3	E8
chr2	-	NM_001199104	30463	18758039	ss5	E8
chr2	-	NM_001199104	30463	18757634	ss3	E9
chr2	-	NM_001199104	30463	18757450	ss5	E9
chr2	-	NM_001199104	30463	18745385	ss3	E10
chr2	-	NM_001199104	30463	18745111	ss5	E10
chr2	-	NM_001199104	30463	18741446	ss5	n-dE10ss5
chr2	-	NM_001199104	30463	18737074	ss3	E11
chr2	-	NM_001199104	30463	18737050	ce	ce
chr2	-	NM_001199104	30463	18735989	te	E11
chr2	-	NM_001199140	51292	128643514	ts	E1
chr2	-	NM_001199140	51292	128643384	ss5	E1
chr2	-	NM_001199140	51292	128641886	ss3	E2
chr2	-	NM_001199140	51292	128641777	ss5	E2
chr2	-	NM_001199140	51292	128631846	ss3	E3
chr2	-	NM_001199140	51292	128631808	cs	cs
chr2	-	NM_001199140	51292	128631402	ss5	E3
chr2	-	NM_001199140	51292	128628933	ss3	E4
chr2	-	NM_001199140	51292	128628823	ss5	E4
chr2	-	NM_001199140	51292	128628502	ss3	E5
chr2	-	NM_001199140	51292	128628388	ss5	E5
chr2	-	NM_001199140	51292	128627118	ss3	E6
chr2	-	NM_001199140	51292	128627028	ss5	E6
chr2	-	NM_001199140	51292	128624570	ss3	E7
chr2	-	NM_001199140	51292	128624474	ss5	E7
chr2	-	NM_001199140	51292	128622779	ss3	E8
chr2	-	NM_001199140	51292	128622668	ce	ce
chr2	-	NM_001199140	51292	128619207	te	E8
chr2	-	NM_001201543	58491	62081278	ts	E1
chr2	-	NM_001201543	58491	62081176	cs	cs
chr2	-	NM_001201543	58491	62080994	ss5	E1
chr2	-	NM_001201543	58491	62069495	ss3	E2
chr2	-	NM_001201543	58491	62069257	ss5	E2
chr2	-	NM_001201543	58491	62067716	ss3	E3
chr2	-	NM_001201543	58491	62066556	ss5	E3
chr2	-	NM_001201543	58491	62065840	ss3	E4
chr2	-	NM_001201543	58491	62065673	ss5	E4
chr2	-	NM_001201543	58491	62063244	ss3	E5
chr2	-	NM_001201543	58491	62063145	ss5	E5
chr2	-	NM_001201543	58491	62054393	ss3	E6
chr2	-	NM_001201543	58491	62054239	ss5	E6
chr2	-	NM_001201543	58491	62053734	ss3	E7
chr2	-	NM_001201543	58491	62053590	ce	ce
chr2	-	NM_001201543	58491	62051983	te	E7
chr2	-	NM_001206844	22214	85555419	ts	E1
chr2	-	NM_001206844	22214	85555085	cs	cs
chr2	-	NM_001206844	22214	85555040	ss5	E1
chr2	-	NM_001206844	22214	85554808	ss3	E2
chr2	-	NM_001206844	22214	85554102	ss5	E2
chr2	-	NM_001206844	22214	85553927	ss3	E3
chr2	-	NM_001206844	22214	85553631	ss5	E3
chr2	-	NM_001206844	22214	85552121	ss3	E4
chr2	-	NM_001206844	22214	85552038	ss5	E4
chr2	-	NM_001206844	22214	85549864	ss3	E5
chr2	-	NM_001206844	22214	85549859	ce	ce
chr2	-	NM_001206844	22214	85545141	te	E5
chr2	-	NM_001243835	33169	192016322	ts	E1
chr2	-	NM_001243835	33169	192016060	ss5	E1
chr2	-	NM_001243835	33169	192012930	ss3	E2
chr2	-	NM_001243835	33169	192012929	cs	cs
chr2	-	NM_001243835	33169	192012802	ss5	E2
chr2	-	NM_001243835	33169	192011483	ss3	E3
chr2	-	NM_001243835	33169	192011339	ss5	E3
chr2	-	NM_001243835	33169	191941051	ss3	E4
chr2	-	NM_001243835	33169	191940953	ss5	E4
chr2	-	NM_001243835	33169	191937916	ss3	E5
chr2	-	NM_001243835	33169	191937824	ss5	E5
chr2	-	NM_001243835	33169	191934497	ss3	E6
chr2	-	NM_001243835	33169	191934419	ss5	E6
chr2	-	NM_001243835	33169	191931241	ss3	E7
chr2	-	NM_001243835	33169	191931156	ss5	E7
chr2	-	NM_001243835	33169	191929684	ss3	E8
chr2	-	NM_001243835	33169	191929533	ss5	E8
chr2	-	NM_001243835	33169	191927646	ss3	E9
chr2	-	NM_001243835	33169	191927488	ss5	E9
chr2	-	NM_001243835	33169	191926547	ss3	E10
chr2	-	NM_001243835	33169	191926455	ss5	E10
chr2	-	NM_001243835	33169	191923495	ss3	E11
chr2	-	NM_001243835	33169	191923436	ss5	E11
chr2	-	NM_001243835	33169	191922945	ss3	E12
chr2	-	NM_001243835	33169	191922928	ss5	E12
chr2	-	NM_001243835	33169	191922837	ss3	E13
chr2	-	NM_001243835	33169	191922744	ss5	E13
chr2	-	NM_001243835	33169	191919260	ss3	E14
chr2	-	NM_001243835	33169	191919216	ss5	E14
chr2	-	NM_001243835	33169	191905874	ss3	E15
chr2	-	NM_001243835	33169	191905791	ss5	E15
chr2	-	NM_001243835	33169	191904023	ss3	E16
chr2	-	NM_001243835	33169	191903925	ss5	E16
chr2	-	NM_001243835	33169	191901025	ss3	E17
chr2	-	NM_001243835	33169	191900890	ss5	E17
chr2	-	NM_001243835	33169	191899323	ss3	E18
chr2	-	NM_001243835	33169	191899274	ss5	E18
chr2	-	NM_001243835	33169	191898731	ss3	E19
chr2	-	NM_001243835	33169	191898637	ss5	E19
chr2	-	NM_001243835	33169	191898352	ss3	E20
chr2	-	NM_001243835	33169	191898216	ss5	E20
chr2	-	NM_001243835	33169	191897875	ss3	E21
chr2	-	NM_001243835	33169	191897684	ss5	E21
chr2	-	NM_001243835	33169	191896242	ss3	E22
chr2	-	NM_001243835	33169	191896176	ss5	E22
chr2	-	NM_001243835	33169	191895806	ss3	E23
chr2	-	NM_001243835	33169	191895698	ss5	E23
chr2	-	NM_001243835	33169	191894592	ss3	E24
chr2	-	NM_001243835	33169	191894566	ce	ce
chr2	-	NM_001243835	33169	191894302	te	E24
chr2	-	NM_001244710	21030	69627496	ss5	NM_001002756:E6
chr2	-	NM_001244710	21030	69614386	ts	E1
chr2	-	NM_001244710	21030	69614203	cs	cs
chr2	-	NM_001244710	21030	69614197	ss5	E1
chr2	-	NM_001244710	21030	69601245	ss3	E2
chr2	-	NM_001244710	21030	69601138	ss5	E2
chr2	-	NM_001244710	21030	69597240	ss3	E3
chr2	-	NM_001244710	21030	69597133	ss5	E3
chr2	-	NM_001244710	21030	69590802	ss3	E4
chr2	-	NM_001244710	21030	69590677	ss5	E4
chr2	-	NM_001244710	21030	69586458	ss3	E5
chr2	-	NM_001244710	21030	69586400	ss5	E5
chr2	-	NM_001244710	21030	69585595	ss3	E6
chr2	-	NM_001244710	21030	69585461	ss5	E6
chr2	-	NM_001244710	21030	69583689	ss3	E7
chr2	-	NM_001244710	21030	69583628	ss5	E7
chr2	-	NM_001244710	21030	69581700	ss3	E8
chr2	-	NM_001244710	21030	69581621	ss5	E8
chr2	-	NM_001244710	21030	69581444	ss3	E9
chr2	-	NM_001244710	21030	69581391	ss5	E9
chr2	-	NM_001244710	21030	69577315	ss3	E10
chr2	-	NM_001244710	21030	69577210	ss5	E10
chr2	-	NM_001244710	21030	69575466	ss3	E11
chr2	-	NM_001244710	21030	69575303	ss5	E11
chr2	-	NM_001244710	21030	69573131	ss3	E12
chr2	-	NM_001244710	21030	69573036	ss5	E12
chr2	-	NM_001244710	21030	69569381	ss3	E13
chr2	-	NM_001244710	21030	69569284	ss5	E13
chr2	-	NM_001244710	21030	69565697	ss3	E14
chr2	-	NM_001244710	21030	69565577	ss5	E14
chr2	-	NM_001244710	21030	69565187	ss3	E15
chr2	-	NM_001244710	21030	69565030	ss5	E15
chr2	-	NM_001244710	21030	69556930	ss3	E16
chr2	-	NM_001244710	21030	69556816	ss5	E16
chr2	-	NM_001244710	21030	69556556	ss3	E17
chr2	-	NM_001244710	21030	69556429	ss5	E17
chr2	-	NM_001244710	21030	69555570	ss3	E18
chr2	-	NM_001244710	21030	69555403	ss5	E18
chr2	-	NM_001244710	21030	69554207	ss3	E19
chr2	-	NM_001244710	21030	69554046	ss5	E19
chr2	-	NM_001244710	21030	69553365	ss3	E20
chr2	-	NM_001244710	21030	69553321	ce	ce
chr2	-	NM_001244710	21030	69546901	te	E20
chr2	-	NM_001252120	21580	242089394	ts	E1
chr2	-	NM_001252120	21580	242089372	ss5	E1
chr2	-	NM_001252120	21580	242089243	ss3	E2
chr2	-	NM_001252120	21580	242089023	ss5	E2
chr2	-	NM_001252120	21580	242082489	ss3	E3
chr2	-	NM_001252120	21580	242082447	cs	cs
chr2	-	NM_001252120	21580	242082252	ss5	E3
chr2	-	NM_001252120	21580	242080168	ss3	E4
chr2	-	NM_001252120	21580	242079936	ss5	E4
chr2	-	NM_001252120	21580	242079470	ss3	E5
chr2	-	NM_001252120	21580	242079300	ss5	E5
chr2	-	NM_001252120	21580	242078209	ss3	E6
chr2	-	NM_001252120	21580	242078069	ss5	E6
chr2	-	NM_001252120	21580	242077502	ss3	E7
chr2	-	NM_001252120	21580	242077368	ss5	E7
chr2	-	NM_001252120	21580	242076679	ss3	E8
chr2	-	NM_001252120	21580	242076419	ss5	E8
chr2	-	NM_001252120	21580	242075454	ss3	E9
chr2	-	NM_001252120	21580	242075286	ss5	E9
chr2	-	NM_001252120	21580	242072445	ss3	E10
chr2	-	NM_001252120	21580	242072289	ss5	E10
chr2	-	NM_001252120	21580	242066866	ss3	E11
chr2	-	NM_001252120	21580	242065611	ss5	E11
chr2	-	NM_001252120	21580	242063548	ss3	E12
chr2	-	NM_001252120	21580	242063364	ss5	E12
chr2	-	NM_001252120	21580	242062314	ss3	E13
chr2	-	NM_001252120	21580	242062147	ss5	E13
chr2	-	NM_001252120	21580	242054828	ss3	E14
chr2	-	NM_001252120	21580	242054703	ss5	E14
chr2	-	NM_001252120	21580	242054592	ss3	E15
chr2	-	NM_001252120	21580	242054458	ss5	E15
chr2	-	NM_001252120	21580	242051854	ss3	E16
chr2	-	NM_001252120	21580	242051655	ss5	E16
chr2	-	NM_001252120	21580	242047715	ss3	E17
chr2	-	NM_001252120	21580	242047582	ss5	E17
chr2	-	NM_001252120	21580	242046914	ss3	E18
chr2	-	NM_001252120	21580	242046768	ss5	E18
chr2	-	NM_001252120	21580	242046138	ss3	E19
chr2	-	NM_001252120	21580	242045981	ce	ce
chr2	-	NM_001252120	21580	242045514	te	E19
chr2	-	NM_001254943	5414	55647057	ts	E1
chr2	-	NM_001254943	5414	55646215	cs	cs
chr2	-	NM_001254943	5414	55646153	ss5	E1
chr2	-	NM_001254943	5414	55646052	ss3	E2
chr2	-	NM_001254943	5414	55645952	ss5	E2
chr2	-	NM_001254943	5414	55616022	ss3	E3
chr2	-	NM_001254943	5414	55615914	ss5	E3
chr2	-	NM_001254943	5414	55602019	ss3	E4
chr2	-	NM_001254943	5414	55601950	ss5	E4
chr2	-	NM_001254943	5414	55599646	ss3	E5
chr2	-	NM_001254943	5414	55599588	ss5	E5
chr2	-	NM_001254943	5414	55591169	ss3	E6
chr2	-	NM_001254943	5414	55591086	ss5	E6
chr2	-	NM_001254943	5414	55589584	ss3	E7
chr2	-	NM_001254943	5414	55589444	ss5	E7
chr2	-	NM_001254943	5414	55582887	ss3	E8
chr2	-	NM_001254943	5414	55582715	ss5	E8
chr2	-	NM_001254943	5414	55576735	ss3	E9
chr2	-	NM_001254943	5414	55576654	ss5	E9
chr2	-	NM_001254943	5414	55573469	ss3	E10
chr2	-	NM_001254943	5414	55573311	ss5	E10
chr2	-	NM_001254943	5414	55571650	ss3	E11
chr2	-	NM_001254943	5414	55571504	ss5	E11
chr2	-	NM_001254943	5414	55570928	ss3	E12
chr2	-	NM_001254943	5414	55570784	ss5	E12
chr2	-	NM_001254943	5414	55566784	ss3	E13
chr2	-	NM_001254943	5414	55566600	ss5	E13
chr2	-	NM_001254943	5414	55563954	ss3	E14
chr2	-	NM_001254943	5414	55563817	ss5	E14
chr2	-	NM_001254943	5414	55562300	ss3	E15
chr2	-	NM_001254943	5414	55561230	ss5	E15
chr2	-	NM_001254943	5414	55559829	ss3	E16
chr2	-	NM_001254943	5414	55559702	ss5	E16
chr2	-	NM_001254943	5414	55555571	ss3	n-dE16ss5
chr2	-	NM_001254943	5414	55555568	ss3	E17
chr2	-	NM_001254943	5414	55555430	ss5	E17
chr2	-	NM_001254943	5414	55549828	ss3	E18
chr2	-	NM_001254943	5414	55549664	ss5	E18
chr2	-	NM_001254943	5414	55546140	ss3	E19
chr2	-	NM_001254943	5414	55545979	ss5	E19
chr2	-	NM_001254943	5414	55544977	ss3	E20
chr2	-	NM_001254943	5414	55544700	ss5	E20
chr2	-	NM_001254943	5414	55544485	ss3	E21
chr2	-	NM_001254943	5414	55544342	ss5	E21
chr2	-	NM_001254943	5414	55543250	ss3	E22
chr2	-	NM_001254943	5414	55543064	ss5	E22
chr2	-	NM_001254943	5414	55539715	ss3	E23
chr2	-	NM_001254943	5414	55539570	ss5	E23
chr2	-	NM_001254943	5414	55536390	ss3	E24
chr2	-	NM_001254943	5414	55536298	ss5	E24
chr2	-	NM_001254943	5414	55536159	ss3	E25
chr2	-	NM_001254943	5414	55535945	ss5	E25
chr2	-	NM_001254943	5414	55530288	ss3	E26
chr2	-	NM_001254943	5414	55530205	ss5	E26
chr2	-	NM_001254943	5414	55529208	ss3	E27
chr2	-	NM_001254943	5414	55529008	ss5	E27
chr2	-	NM_001254943	5414	55528413	ss3	E28
chr2	-	NM_001254943	5414	55528342	ss5	E28
chr2	-	NM_001254943	5414	55527055	ss3	E29
chr2	-	NM_001254943	5414	55526975	ss5	E29
chr2	-	NM_001254943	5414	55523659	ss3	E30
chr2	-	NM_001254943	5414	55523394	ss5	E30
chr2	-	NM_001254943	5414	55523192	ss3	E31
chr2	-	NM_001254943	5414	55523086	ss5	E31
chr2	-	NM_001254943	5414	55522863	ss3	E32
chr2	-	NM_001254943	5414	55522733	ss5	E32
chr2	-	NM_001254943	5414	55518911	ss3	E33
chr2	-	NM_001254943	5414	55518847	ce	ce
chr2	-	NM_001254943	5414	55518812	ss5	E33
chr2	-	NM_001254943	5414	55518300	ss3	E34
chr2	-	NM_001254943	5414	55514978	te	E34
chr2	-	NM_001256090	16671	176032934	ts	E1
chr2	-	NM_001256090	16671	176032778	ss5	E1
chr2	-	NM_001256090	16671	176015886	ss3	E2
chr2	-	NM_001256090	16671	176015788	ss5	E2
chr2	-	NM_001256090	16671	176012708	ss3	E3
chr2	-	NM_001256090	16671	176012674	ss5	E3
chr2	-	NM_001256090	16671	176001214	ss3	E4
chr2	-	NM_001256090	16671	176001171	cs	cs
chr2	-	NM_001256090	16671	176001140	ss5	E4
chr2	-	NM_001256090	16671	175994935	ss3	E5
chr2	-	NM_001256090	16671	175994866	ss5	E5
chr2	-	NM_001256090	16671	175986268	ss3	E6
chr2	-	NM_001256090	16671	175986172	ss5	E6
chr2	-	NM_001256090	16671	175983097	ss3	E7
chr2	-	NM_001256090	16671	175982979	ss5	E7
chr2	-	NM_001256090	16671	175982846	ss3	E8
chr2	-	NM_001256090	16671	175982718	ss5	E8
chr2	-	NM_001256090	16671	175979596	ss3	E9
chr2	-	NM_001256090	16671	175979418	ss5	E9
chr2	-	NM_001256090	16671	175978836	ss3	E10
chr2	-	NM_001256090	16671	175978722	ss5	E10
chr2	-	NM_001256090	16671	175976382	ss3	E11
chr2	-	NM_001256090	16671	175976296	ss5	E11
chr2	-	NM_001256090	16671	175962321	ss3	E12
chr2	-	NM_001256090	16671	175962172	ss5	E12
chr2	-	NM_001256090	16671	175957995	ss3	E13
chr2	-	NM_001256090	16671	175957789	ss5	E13
chr2	-	NM_001256090	16671	175957344	ss3	NR_045771:E13
chr2	-	NM_001256090	16671	175957271	ss5	NR_045768:E14
chr2	-	NM_001256090	16671	175945493	ss3	E14
chr2	-	NM_001256090	16671	175945388	ss5	E14
chr2	-	NM_001256090	16671	175939563	ss3	E15
chr2	-	NM_001256090	16671	175939337	ce	ce
chr2	-	NM_001256090	16671	175936978	te	E15
chr2	-	NM_001256139	36431	85641197	ts	E1
chr2	-	NM_001256139	36431	85641107	ss5	E1
chr2	-	NM_001256139	36431	85637440	ss5	NM_001320734:E1
chr2	-	NM_001256139	36431	85629281	ss3	E2
chr2	-	NM_001256139	36431	85629268	cs	cs
chr2	-	NM_001256139	36431	85629246	ss5	E2
chr2	-	NM_001256139	36431	85629080	ss3	E3
chr2	-	NM_001256139	36431	85628908	ss5	E3
chr2	-	NM_001256139	36431	85628806	ss3	E4
chr2	-	NM_001256139	36431	85628652	ss5	E4
chr2	-	NM_001256139	36431	85628452	ss3	E5
chr2	-	NM_001256139	36431	85628288	ss5	E5
chr2	-	NM_001256139	36431	85626408	ss3	E6
chr2	-	NM_001256139	36431	85626259	ss5	E6
chr2	-	NM_001256139	36431	85625905	ss3	E7
chr2	-	NM_001256139	36431	85625813	ss5	E7
chr2	-	NM_001256139	36431	85625275	ss3	E8
chr2	-	NM_001256139	36431	85625143	ss5	E8
chr2	-	NM_001256139	36431	85622749	ss3	E9
chr2	-	NM_001256139	36431	85622661	ss5	E9
chr2	-	NM_001256139	36431	85622081	ss3	E10
chr2	-	NM_001256139	36431	85622016	ce	ce
chr2	-	NM_001256139	36431	85621871	te	E10
chr2	-	NM_001258312	44981	183387572	ts	E1
chr2	-	NM_001258312	44981	183387366	cs	cs
chr2	-	NM_001258312	44981	183387365	ss5	E1
chr2	-	NM_001258312	44981	183387113	ss3	E2
chr2	-	NM_001258312	44981	183387003	ss5	E2
chr2	-	NM_001258312	44981	183129141	ss3	E3
chr2	-	NM_001258312	44981	183129028	ss5	E3
chr2	-	NM_001258312	44981	183105019	ss3	E4
chr2	-	NM_001258312	44981	183104837	ss5	E4
chr2	-	NM_001258312	44981	183099225	ss3	E5
chr2	-	NM_001258312	44981	183099159	ss5	E5
chr2	-	NM_001258312	44981	183095858	ss3	E6
chr2	-	NM_001258312	44981	183095742	ss5	E6
chr2	-	NM_001258312	44981	183094873	ss3	E7
chr2	-	NM_001258312	44981	183094733	ss5	E7
chr2	-	NM_001258312	44981	183088691	ss3	E8
chr2	-	NM_001258312	44981	183088591	ss5	E8
chr2	-	NM_001258312	44981	183070792	ss3	E9
chr2	-	NM_001258312	44981	183070667	ss5	E9
chr2	-	NM_001258312	44981	183066516	ss3	E10
chr2	-	NM_001258312	44981	183066415	ss5	E10
chr2	-	NM_001258312	44981	183066286	ss3	E11
chr2	-	NM_001258312	44981	183066166	ss5	E11
chr2	-	NM_001258312	44981	183053787	ss3	E12
chr2	-	NM_001258312	44981	183053706	ss5	E12
chr2	-	NM_001258312	44981	183051315	ss3	E13
chr2	-	NM_001258312	44981	183051195	ss5	E13
chr2	-	NM_001258312	44981	183050806	ss3	E14
chr2	-	NM_001258312	44981	183050619	ss5	E14
chr2	-	NM_001258312	44981	183033017	ss3	NM_001003683:E15
chr2	-	NM_001258312	44981	183011879	ss3	E15
chr2	-	NM_001258312	44981	183011806	ce	ce
chr2	-	NM_001258312	44981	183011763	ss5	E15
chr2	-	NM_001258312	44981	183007765	ss3	E16
chr2	-	NM_001258312	44981	183004762	te	E16
chr2	-	NM_001267050	8139	175351816	ts	E1
chr2	-	NM_001267050	8139	175351601	ss5	E1
chr2	-	NM_001267050	8139	175347738	ss5	n-dE1ss5
chr2	-	NM_001267050	8139	175347646	ss3	E2
chr2	-	NM_001267050	8139	175347601	ss5	E2
chr2	-	NM_001267050	8139	175346715	ss3	E3
chr2	-	NM_001267050	8139	175346684	cs	cs
chr2	-	NM_001267050	8139	175346225	ss5	E3
chr2	-	NM_001267050	8139	175338092	ss3	E4
chr2	-	NM_001267050	8139	175337693	ss5	E4
chr2	-	NM_001267050	8139	175335283	ss3	E5
chr2	-	NM_001267050	8139	175335118	ss5	E5
chr2	-	NM_001267050	8139	175333795	ss3	E6
chr2	-	NM_001267050	8139	175333640	ss5	E6
chr2	-	NM_001267050	8139	175331355	ss3	E7
chr2	-	NM_001267050	8139	175331272	ss5	E7
chr2	-	NM_001267050	8139	175330630	ss3	E8
chr2	-	NM_001267050	8139	175330513	ss5	E8
chr2	-	NM_001267050	8139	175326400	ss3	E9
chr2	-	NM_001267050	8139	175326316	ss5	E9
chr2	-	NM_001267050	8139	175326220	ss3	E10
chr2	-	NM_001267050	8139	175326130	ss5	E10
chr2	-	NM_001267050	8139	175324816	ss3	E11
chr2	-	NM_001267050	8139	175324606	ss5	E11
chr2	-	NM_001267050	8139	175318569	ss3	E12
chr2	-	NM_001267050	8139	175318465	ss5	E12
chr2	-	NM_001267050	8139	175311475	ss3	E13
chr2	-	NM_001267050	8139	175311339	ss5	E13
chr2	-	NM_001267050	8139	175309904	ss3	E14
chr2	-	NM_001267050	8139	175309809	ss5	E14
chr2	-	NM_001267050	8139	175306911	ss3	E15
chr2	-	NM_001267050	8139	175306847	ss5	E15
chr2	-	NM_001267050	8139	175304763	ss3	E16
chr2	-	NM_001267050	8139	175304626	ss5	E16
chr2	-	NM_001267050	8139	175301144	ss3	E17
chr2	-	NM_001267050	8139	175300844	ce	ce
chr2	-	NM_001267050	8139	175296300	te	E17
chr2	-	NM_001270436	19383	37899678	ts	E1
chr2	-	NM_001270436	19383	37899496	ss5	E1
chr2	-	NM_001270436	19383	37898569	ss5	n-dE1ss5
chr2	-	NM_001270436	19383	37873965	ss3	E2
chr2	-	NM_001270436	19383	37873730	cs	cs
chr2	-	NM_001270436	19383	37872966	ce	ce
chr2	-	NM_001270436	19383	37869025	te	E2
chr2	-	NM_001270942	9027	208031580	ts	E1
chr2	-	NM_001270942	9027	208031481	ss5	E1
chr2	-	NM_001270942	9027	208030430	ss3	E2
chr2	-	NM_001270942	9027	208030292	cs	cs
chr2	-	NM_001270942	9027	208030191	ss5	E2
chr2	-	NM_001270942	9027	207989128	ss3	E3
chr2	-	NM_001270942	9027	207988700	ss5	E3
chr2	-	NM_001270942	9027	207988498	ss5	NM_003709:E2
chr2	-	NM_001270942	9027	207953305	ss3	E4
chr2	-	NM_001270942	9027	207953182	ss5	E4
chr2	-	NM_001270942	9027	207945988	ss3	E5
chr2	-	NM_001270942	9027	207945951	ce	ce
chr2	-	NM_001270942	9027	207938862	te	E5
chr2	-	NM_001271208	28168	152591001	ts	E1
chr2	-	NM_001271208	28168	152590912	ss5	E1
chr2	-	NM_001271208	28168	152590309	ss3	E2
chr2	-	NM_001271208	28168	152590226	ss5	E2
chr2	-	NM_001271208	28168	152589699	ss3	E3
chr2	-	NM_001271208	28168	152589670	cs	cs
chr2	-	NM_001271208	28168	152589635	ss5	E3
chr2	-	NM_001271208	28168	152586170	ss3	E4
chr2	-	NM_001271208	28168	152586129	ss5	E4
chr2	-	NM_001271208	28168	152584420	ss3	E5
chr2	-	NM_001271208	28168	152584205	ss5	E5
chr2	-	NM_001271208	28168	152582074	ss3	E6
chr2	-	NM_001271208	28168	152581967	ss5	E6
chr2	-	NM_001271208	28168	152581475	ss3	E7
chr2	-	NM_001271208	28168	152581371	ss5	E7
chr2	-	NM_001271208	28168	152580878	ss3	E8
chr2	-	NM_001271208	28168	152580774	ss5	E8
chr2	-	NM_001271208	28168	152580000	ss3	E9
chr2	-	NM_001271208	28168	152579896	ss5	E9
chr2	-	NM_001271208	28168	152574034	ss3	E10
chr2	-	NM_001271208	28168	152573930	ss5	E10
chr2	-	NM_001271208	28168	152567052	ss3	E11
chr2	-	NM_001271208	28168	152566948	ss5	E11
chr2	-	NM_001271208	28168	152566277	ss3	E12
chr2	-	NM_001271208	28168	152566170	ss5	E12
chr2	-	NM_001271208	28168	152563511	ss3	E13
chr2	-	NM_001271208	28168	152563395	ss5	E13
chr2	-	NM_001271208	28168	152554162	ss3	E14
chr2	-	NM_001271208	28168	152554058	ss5	E14
chr2	-	NM_001271208	28168	152553971	ss3	E15
chr2	-	NM_001271208	28168	152553864	ss5	E15
chr2	-	NM_001271208	28168	152553766	ss3	E16
chr2	-	NM_001271208	28168	152553662	ss5	E16
chr2	-	NM_001271208	28168	152553249	ss3	E17
chr2	-	NM_001271208	28168	152553151	ss5	E17
chr2	-	NM_001271208	28168	152552196	ss3	E18
chr2	-	NM_001271208	28168	152552092	ss5	E18
chr2	-	NM_001271208	28168	152551143	ss3	E19
chr2	-	NM_001271208	28168	152551036	ss5	E19
chr2	-	NM_001271208	28168	152550950	ss3	E20
chr2	-	NM_001271208	28168	152550837	ss5	E20
chr2	-	NM_001271208	28168	152548876	ss3	E21
chr2	-	NM_001271208	28168	152548775	ss5	E21
chr2	-	NM_001271208	28168	152548680	ss3	E22
chr2	-	NM_001271208	28168	152548573	ss5	E22
chr2	-	NM_001271208	28168	152548482	ss3	E23
chr2	-	NM_001271208	28168	152548378	ss5	E23
