Gblock_id	cds_len	transcript_len	num_CRC.41	num_CRC.42	num_NC.41	num_NC.42
NM_018328:30872:5	0	29425	58	236	131	100
NM_018328:30872:6	0	124309	37	53	57	47
NM_018328:30872:7	0	94	9	2	21	8
NM_018328:30872:8	0	54451	6	2	7	7
NM_018328:30872:9	0	151	11	7	22	10
NM_018328:30872:10	0	108818	31	21	28	14
NM_018328:30872:11	0	123	5	2	29	6
NM_018328:30872:12	0	115866	17	5	23	14
NM_018328:30872:13	0	556	37	11	115	24
NM_018328:30872:14	0	113	8	0	19	8
NM_018328:30872:15	0	3710	2	9	3	0
NM_018328:30872:16	0	103	6	4	18	6
NM_018328:30872:17	0	1054	0	1	0	2
NM_018328:30872:18	0	181	10	4	24	5
NM_018328:30872:19	0	4421	2	4	6	6
NM_018328:30872:20	0	2121	132	80	427	203
NM_018328:30872:21	0	12648	72	91	109	81
NM_018328:30872:22	0	327	6	1	60	41
NM_018328:30872:23	0	699	9	7	62	10
NM_018328:30872:24	0	1606	2	1	3	3
NM_018328:30872:25	0	209	8	0	50	35
NM_018328:30872:26	0	3435	3	1	2	3
NM_018328:30872:27	0	1209	35	9	200	152
NM_018328:30872:28	0	11841	2	5	33	21
NM_018328:30872:29	0	74	0	1	16	20
NM_018328:30872:30	0	7550	8	1	14	11
NM_018328:30872:31	0	76	2	1	15	13
NM_018328:30872:32	0	2734	1	0	5	7
NM_018328:30872:33	0	72	4	1	15	9
NM_018328:30872:34	0	534	9	5	78	63
NM_018433:55405:1	0	297	4	3	5	0
NM_018433:55405:2	0	573	0	4	3	2
NM_018433:55405:3	0	30	3	1	6	0
NM_018433:55405:4	0	186	49	36	48	27
NM_018433:55405:5	0	7573	12	15	2	1
NM_018433:55405:6	0	156	58	58	70	33
NM_018433:55405:7	0	1140	2	0	0	1
NM_018433:55405:8	0	111	41	28	49	18
NM_018433:55405:9	0	3871	1	2	3	0
NM_018433:55405:10	0	103	31	30	46	15
NM_018433:55405:11	0	1254	1	0	1	5
NM_018433:55405:12	0	125	32	49	53	20
NM_018433:55405:13	0	238	0	0	0	0
NM_018433:55405:14	0	73	32	45	44	16
NM_018433:55405:15	0	105	2	1	3	2
NM_018433:55405:16	0	89	33	36	49	12
NM_018433:55405:17	0	6981	12	32	17	11
NM_018433:55405:18	0	164	59	77	89	31
NM_018433:55405:19	0	2155	2	1	2	4
NM_018433:55405:20	0	512	182	257	264	117
NM_018433:55405:21	0	3320	6	14	3	2
NM_018433:55405:22	0	205	59	121	94	50
NM_018433:55405:23	0	4367	4	11	7	2
NM_018433:55405:24	0	215	87	142	95	56
NM_018433:55405:25	0	2886	4	10	1	2
NM_018433:55405:26	0	153	56	105	69	35
NM_018433:55405:27	0	140	2	3	5	1
NM_018433:55405:28	0	96	41	90	50	31
NM_018433:55405:29	0	342	7	6	3	3
NM_018433:55405:30	0	128	65	161	74	54
NM_018433:55405:31	0	1431	20	14	25	26
NM_018433:55405:32	0	196	69	147	101	60
NM_018433:55405:33	0	1567	6	6	6	4
NM_018433:55405:34	0	173	88	198	123	66
NM_018433:55405:35	0	355	0	4	5	3
NM_018433:55405:36	0	237	128	301	148	125
NM_018433:55405:37	0	1292	5	25	11	10
NM_018433:55405:38	0	172	72	192	108	83
NM_018433:55405:39	0	783	0	4	10	7
NM_018433:55405:40	0	88	43	101	46	40
NM_018433:55405:41	0	699	3	10	4	6
NM_018433:55405:42	0	131	56	169	75	54
NM_018433:55405:43	0	3458	13	65	24	21
NM_018433:55405:44	0	120	49	240	100	69
NM_018433:55405:45	0	82	0	6	7	1
NM_018433:55405:46	0	140	91	238	105	75
NM_018433:55405:47	0	1221	10	48	12	13
NM_018433:55405:48	0	177	111	428	147	120
NM_018433:55405:49	0	83	7	29	3	8
NM_018433:55405:50	0	135	73	322	108	100
NM_018433:55405:51	0	763	13	42	8	9
NM_018433:55405:52	0	81	39	170	57	81
NM_018433:55405:53	0	597	255	1274	361	474
NM_018460:47612:1	0	137	1	0	1	0
NM_018460:47612:2	0	26010	0	0	1	2
NM_018460:47612:3	0	14	0	1	0	0
NM_018460:47612:4	0	165	4	3	1	2
NM_018460:47612:5	0	46478	1	0	3	1
NM_018460:47612:6	0	69	3	1	1	0
NM_018460:47612:7	0	14181	0	0	1	1
NM_018460:47612:8	0	62	5	0	1	1
NM_018460:47612:9	0	12135	2	0	0	0
NM_018460:47612:10	0	88	3	0	1	1
NM_018460:47612:11	0	21842	0	0	0	0
NM_018460:47612:12	0	90	3	1	2	1
NM_018460:47612:13	0	185000	9	1	16	8
NM_018460:47612:14	0	99	5	1	4	5
NM_018460:47612:15	0	1213	1	0	0	1
NM_018460:47612:16	0	130	5	9	7	11
NM_018460:47612:17	0	50330	6	1	2	6
NM_018460:47612:18	0	123	7	4	8	17
NM_018460:47612:19	0	31770	3	1	1	3
NM_018460:47612:20	0	99	7	8	4	9
NM_018460:47612:21	0	37043	9	5	9	10
NM_018460:47612:22	0	78	8	4	0	3
NM_018460:47612:23	0	51837	5	3	12	7
NM_018460:47612:24	0	15810	2	1	2	1
NM_018460:47612:25	0	135	6	7	10	19
NM_018460:47612:26	0	79151	5	3	7	1
NM_018460:47612:27	0	106	2	5	9	13
NM_018460:47612:28	0	64464	9	5	6	2
NM_018460:47612:29	0	184	10	8	26	35
NM_018460:47612:30	0	180	1	5	9	14
NM_018471:52198:1	0	225	91	62	36	41
NM_018471:52198:2	0	75	158	69	49	41
NM_018471:52198:3	0	8775	22	15	15	8
NM_018471:52198:4	0	102	244	113	82	67
NM_018471:52198:5	0	4847	53	30	11	8
NM_018471:52198:6	0	112	274	153	122	67
NM_018471:52198:7	0	979	14	12	9	8
NM_018471:52198:8	0	153	357	244	167	114
NM_018471:52198:9	0	1070	13	10	2	1
NM_018471:52198:10	0	92	178	107	88	49
NM_018471:52198:11	0	1444	23	17	16	10
NM_018471:52198:12	0	183	396	203	167	118
NM_018471:52198:13	0	1236	57	53	34	21
NM_018471:52198:14	0	147	330	237	124	145
NM_018471:52198:15	0	142	17	10	1	2
NM_018471:52198:16	0	102	217	166	113	90
NM_018471:52198:17	0	871	35	18	10	5
NM_018471:52198:18	0	124	308	252	137	103
NM_018471:52198:19	0	1706	56	47	22	29
NM_018471:52198:20	0	191	400	352	171	194
NM_018471:52198:21	0	627	1138	1265	510	478
NM_018981:17724:1	0	443	114	15	53	24
NM_018981:17724:2	0	532	8	1	5	0
NM_018981:17724:3	0	57	52	11	19	9
NM_018981:17724:4	0	868	3	2	0	0
NM_018981:17724:5	0	146	163	26	76	21
NM_018981:17724:6	0	70	76	12	29	16
NM_018981:17724:7	0	134	182	21	67	41
NM_018981:17724:8	0	1716	4	0	5	3
NM_018981:17724:9	0	163	234	36	99	54
NM_018981:17724:10	0	1855	11	2	1	3
NM_018981:17724:11	0	51	54	8	18	9
NM_018981:17724:12	0	6500	7	2	5	5
NM_018981:17724:13	0	83	111	23	63	27
NM_018981:17724:14	0	204	0	0	0	1
NM_018981:17724:15	0	132	235	35	89	33
NM_018981:17724:16	0	853	7	2	1	2
NM_018981:17724:17	0	94	170	33	79	38
NM_018981:17724:18	0	1088	12	3	12	0
NM_018981:17724:19	0	78	114	28	42	17
NM_018981:17724:20	0	1391	7	1	2	0
NM_018981:17724:21	0	44	87	9	24	17
NM_018981:17724:22	0	3706	14	5	2	2
NM_018981:17724:23	0	138	195	37	74	35
NM_018981:17724:24	0	3158	8	7	1	3
NM_018981:17724:25	0	754	121	65	60	13
NM_018981:17724:26	0	90	125	20	37	19
NM_018981:17724:27	0	854	6	2	5	1
NM_018981:17724:28	0	114	152	45	81	39
NM_018981:17724:29	0	2241	13	4	7	4
NM_018981:17724:30	0	115	162	38	68	34
NM_018981:17724:31	0	7945	5	1	5	2
NM_018981:17724:32	0	128	220	39	75	48
NM_018981:17724:33	0	286	1	1	0	0
NM_018981:17724:34	0	117	204	74	92	48
NM_018981:17724:35	0	2814	4	2	5	0
NM_018981:17724:36	0	102	217	65	92	67
NM_018981:17724:37	0	1209	5	0	4	3
NM_018981:17724:38	0	156	290	80	128	85
NM_018981:17724:39	0	1222	9	4	4	1
NM_018981:17724:40	0	134	345	125	158	110
NM_018981:17724:41	0	1011	31	8	18	9
NM_018981:17724:42	0	54	120	48	55	33
NM_018981:17724:43	0	269	2	2	2	2
NM_018981:17724:44	0	148	318	118	119	89
NM_018981:17724:45	0	3374	0	1	1	0
NM_018981:17724:46	0	120	267	129	101	87
NM_018981:17724:47	0	12514	13	4	4	1
NM_018981:17724:48	0	105	243	108	77	85
NM_018981:17724:49	0	1700	24	7	5	5
NM_018981:17724:50	0	12	69	27	30	21
NM_018981:17724:51	0	2891	1911	844	934	659
NM_019002:27186:1	0	139	12	7	3	5
NM_019002:27186:2	0	223	21	22	21	15
NM_019002:27186:3	0	1497	15	38	9	9
NM_019002:27186:4	0	129	11	26	15	10
NM_019002:27186:5	0	252	1	1	1	0
NM_019002:27186:6	0	77	4	13	12	3
NM_019002:27186:7	0	3235	15	24	15	11
NM_019002:27186:8	0	113	14	23	24	17
NM_019002:27186:9	0	250	0	1	0	1
NM_019002:27186:10	0	2111	303	583	322	307
NM_019002:27186:11	0	4575	53	103	24	23
NM_019002:27186:12	0	128	25	69	19	38
NM_019002:27186:13	0	363	28	107	50	41
NM_019048:45071:1	0	212	55	26	53	55
NM_019048:45071:2	0	2290	4	6	11	10
NM_019048:45071:3	0	54	41	18	26	27
NM_019048:45071:4	0	1421	5	2	2	1
NM_019048:45071:5	0	46	24	17	24	17
NM_019048:45071:6	0	30	15	11	18	17
NM_019048:45071:7	0	589	1	3	1	1
NM_019048:45071:8	0	92	70	51	62	47
NM_019048:45071:9	0	1464	938	609	925	954
NM_019048:45071:10	0	167	4	5	3	3
NM_019048:45071:11	0	182	131	126	119	194
NM_019048:45071:12	0	2495	13	15	13	11
NM_019048:45071:13	0	286	178	217	168	342
NM_019048:45071:14	0	105	15	21	19	18
NM_019063:38081:1	0	274	100	12	11	11
NM_019063:38081:2	0	25	15	1	1	0
NM_019063:38081:3	0	75868	30	2	3	1
NM_019063:38081:4	0	183	99	21	23	11
NM_019063:38081:5	0	10813	6	6	2	0
NM_019063:38081:6	0	130	120	24	18	6
NM_019063:38081:7	0	4490	5	0	4	0
NM_019063:38081:8	0	174	136	24	31	13
NM_019063:38081:9	0	1883	6	3	0	0
NM_019063:38081:10	0	129	94	25	24	5
NM_019063:38081:11	0	1399	7	1	1	0
NM_019063:38081:12	0	26	35	9	8	1
NM_019063:38081:13	0	16118	4	2	1	3
NM_019063:38081:14	0	124	106	21	13	8
NM_019063:38081:15	0	1849	3	1	3	3
NM_019063:38081:16	0	150	136	29	27	12
NM_019063:38081:17	0	1661	28	33	12	7
NM_019063:38081:18	0	70	84	15	10	7
NM_019063:38081:19	0	1565	59	24	8	15
NM_019063:38081:20	0	111	93	35	11	11
NM_019063:38081:21	0	1847	2	1	0	0
NM_019063:38081:22	0	96	91	26	14	9
NM_019063:38081:23	0	6802	10	5	0	6
NM_019063:38081:24	0	135	137	37	25	12
NM_019063:38081:25	0	121	4	1	0	0
NM_019063:38081:26	0	136	133	46	27	16
NM_019063:38081:27	0	5724	4	1	0	1
NM_019063:38081:28	0	152	139	44	24	22
NM_019063:38081:29	0	1711	8	0	1	1
NM_019063:38081:30	0	126	118	38	24	9
NM_019063:38081:31	0	85	12	4	0	1
NM_019063:38081:32	0	132	117	37	19	14
NM_019063:38081:33	0	1037	1	2	2	1
NM_019063:38081:34	0	68	73	26	7	8
NM_019063:38081:35	0	11410	18	12	4	2
NM_019063:38081:36	0	89	82	30	9	8
NM_019063:38081:37	0	1376	12	7	0	2
NM_019063:38081:38	0	98	69	25	16	6
NM_019063:38081:39	0	7942	34	33	9	7
NM_019063:38081:40	0	88	78	21	12	12
NM_019063:38081:41	0	599	9	5	4	1
NM_019063:38081:42	0	99	114	48	23	9
NM_019063:38081:43	0	2633	11	9	2	0
NM_019063:38081:44	0	131	122	72	18	17
NM_019063:38081:45	0	717	12	7	1	2
NM_019063:38081:46	0	474	566	299	84	67
NM_019063:38081:47	0	2341	2257	2317	367	453
NM_019075:34337:1	0	46	0	0	0	0
NM_019075:34337:2	0	855	186	2	3	1
NM_019075:34337:3	0	56488	64	1	0	3
NM_019075:34337:4	0	73168	24	2	1	2
NM_019075:34337:5	0	132	54	0	0	0
NM_019075:34337:6	0	683	1	0	0	0
NM_019075:34337:7	0	88	55	2	1	0
NM_019075:34337:8	0	283	2	0	0	0
NM_019075:34337:9	0	220	123	0	1	0
NM_019075:34337:10	0	3822	46	0	0	1
NM_019075:34337:11	0	298	166	0	2	0
NM_019075:34337:12	0	746	468	1	5	2
NM_019076:42034:1	0	63	0	0	0	0
NM_019076:42034:2	0	855	49	1	0	1
NM_019076:42034:3	0	75303	257	3	4	4
NM_019076:42034:4	0	73168	24	2	1	2
NM_019076:42034:5	0	132	54	0	0	0
NM_019076:42034:6	0	683	1	0	0	0
NM_019076:42034:7	0	88	55	2	1	0
NM_019076:42034:8	0	283	2	0	0	0
NM_019076:42034:9	0	220	123	0	1	0
NM_019076:42034:10	0	3822	46	0	0	1
NM_019076:42034:11	0	298	166	0	2	0
NM_019076:42034:12	0	740	467	1	5	2
NM_019077:33683:1	0	855	0	0	0	0
NM_019077:33683:2	0	11073	30	0	0	1
NM_019077:33683:3	0	73168	24	2	1	2
NM_019077:33683:4	0	132	54	0	0	0
NM_019077:33683:5	0	683	1	0	0	0
NM_019077:33683:6	0	88	55	2	1	0
NM_019077:33683:7	0	283	2	0	0	0
NM_019077:33683:8	0	220	123	0	1	0
NM_019077:33683:9	0	3822	46	0	0	1
NM_019077:33683:10	0	298	166	0	2	0
NM_019077:33683:11	0	740	467	1	5	2
NM_019078:33682:1	0	19126	7	1	0	0
NM_019078:33682:2	0	867	1	0	0	0
NM_019078:33682:3	0	53175	16	1	1	2
NM_019078:33682:4	0	132	54	0	0	0
NM_019078:33682:5	0	683	1	0	0	0
NM_019078:33682:6	0	88	55	2	1	0
NM_019078:33682:7	0	283	2	0	0	0
NM_019078:33682:8	0	220	123	0	1	0
NM_019078:33682:9	0	3822	46	0	0	1
NM_019078:33682:10	0	298	166	0	2	0
NM_019078:33682:11	0	740	467	1	5	2
NM_019091:34764:1	0	398	21	15	21	24
NM_019091:34764:2	0	40	7	2	9	3
NM_019091:34764:3	0	4731	1	5	0	2
NM_019091:34764:4	0	117	13	16	16	16
NM_019091:34764:5	0	3210	0	0	0	0
NM_019091:34764:6	0	1691	1	2	1	1
NM_019091:34764:7	0	156	24	31	39	18
NM_019091:34764:8	0	3038	3	1	0	2
NM_019091:34764:9	0	137	30	17	43	24
NM_019091:34764:10	0	1506	7	10	9	7
NM_019091:34764:11	0	165	50	42	63	54
NM_019091:34764:12	0	3550	7	10	2	3
NM_019091:34764:13	0	44	22	11	19	24
NM_019091:34764:14	0	1806	2	2	0	2
NM_019091:34764:15	0	116	32	28	30	32
NM_019091:34764:16	0	2583	0	2	0	0
NM_019091:34764:17	0	128	0	0	0	0
NM_019091:34764:18	0	1168	204	241	292	154
NM_019093:55905:1	0	35261	8	2	1	1
NM_019093:55905:2	0	867	0	0	0	0
NM_019093:55905:3	0	37040	16	0	0	1
NM_019093:55905:4	0	132	54	0	0	0
NM_019093:55905:5	0	683	1	0	0	0
NM_019093:55905:6	0	88	55	2	1	0
NM_019093:55905:7	0	283	2	0	0	0
NM_019093:55905:8	0	220	123	0	1	0
NM_019093:55905:9	0	3822	46	0	0	1
NM_019093:55905:10	0	298	166	0	2	0
NM_019093:55905:11	0	740	467	1	5	2
NM_019896:61853:1	0	37	0	1	0	0
NM_019896:61853:2	0	213	238	244	151	206
NM_019896:61853:3	0	448	14	14	5	16
NM_019896:61853:4	0	85	146	165	106	119
NM_019896:61853:5	0	679	9	11	14	4
NM_019896:61853:6	0	42	85	110	64	70
NM_019896:61853:7	0	9262	25	34	20	18
NM_019896:61853:8	0	14	43	64	31	47
NM_019896:61853:9	0	310	315	499	305	313
NM_020120:51051:1	0	178	12	1	4	1
NM_020120:51051:2	0	25	4	0	3	1
NM_020120:51051:3	0	33	2	1	1	0
NM_020120:51051:4	0	181	10	0	5	1
NM_020120:51051:5	0	5832	0	0	2	0
NM_020120:51051:6	0	136	30	5	16	2
NM_020120:51051:7	0	6367	3	1	3	4
NM_020120:51051:8	0	83	26	3	12	2
NM_020120:51051:9	0	3923	2	1	1	0
NM_020120:51051:10	0	131	40	2	16	0
NM_020120:51051:11	0	1565	1	0	1	0
NM_020120:51051:12	0	113	23	6	7	1
NM_020120:51051:13	0	3337	2	1	0	1
NM_020120:51051:14	0	175	51	4	23	2
NM_020120:51051:15	0	1865	0	0	0	0
NM_020120:51051:16	0	97	36	2	3	2
NM_020120:51051:17	0	1044	1	0	1	1
NM_020120:51051:18	0	79	19	3	7	3
NM_020120:51051:19	0	4012	0	0	0	0
NM_020120:51051:20	0	101	38	4	10	2
NM_020120:51051:21	0	742	0	0	0	1
NM_020120:51051:22	0	100	26	3	9	3
NM_020120:51051:23	0	1887	2	2	1	0
NM_020120:51051:24	0	61	14	2	6	1
NM_020120:51051:25	0	4114	0	0	0	0
NM_020120:51051:26	0	92	34	2	18	4
NM_020120:51051:27	0	1576	0	0	1	0
NM_020120:51051:28	0	151	58	2	17	2
NM_020120:51051:29	0	3961	2	0	1	0
NM_020120:51051:30	0	120	34	5	11	3
NM_020120:51051:31	0	1615	0	0	2	0
NM_020120:51051:32	0	86	22	2	7	2
NM_020120:51051:33	0	3755	1	1	1	1
NM_020120:51051:34	0	136	35	4	15	2
NM_020120:51051:35	0	4241	4	6	0	3
NM_020120:51051:36	0	132	39	4	19	0
NM_020120:51051:37	0	2577	0	0	0	0
NM_020120:51051:38	0	165	60	9	19	7
NM_020120:51051:39	0	6816	0	0	4	0
NM_020120:51051:40	0	121	36	4	16	2
NM_020120:51051:41	0	2584	2	4	2	1
NM_020120:51051:42	0	99	26	5	8	2
NM_020120:51051:43	0	804	3	3	1	0
NM_020120:51051:44	0	24	11	0	5	1
NM_020120:51051:45	0	836	0	0	1	0
NM_020120:51051:46	0	95	32	7	11	4
NM_020120:51051:47	0	2167	0	0	0	0
NM_020120:51051:48	0	207	67	12	38	11
NM_020120:51051:49	0	739	3	0	4	1
NM_020120:51051:50	0	132	43	11	19	5
NM_020120:51051:51	0	546	1	1	1	0
NM_020120:51051:52	0	131	55	12	16	7
NM_020120:51051:53	0	3461	0	0	0	0
NM_020120:51051:54	0	96	38	16	7	3
NM_020120:51051:55	0	5462	2	5	0	5
NM_020120:51051:56	0	103	52	18	10	7
NM_020120:51051:57	0	814	6	2	1	0
NM_020120:51051:58	0	80	41	7	15	3
NM_020120:51051:59	0	1288	3	4	2	0
NM_020120:51051:60	0	190	61	30	20	5
NM_020120:51051:61	0	1018	1	3	0	0
NM_020120:51051:62	0	159	56	25	19	7
NM_020120:51051:63	0	833	1	1	0	0
NM_020120:51051:64	0	86	21	8	10	2
NM_020120:51051:65	0	1955	2	1	0	1
NM_020120:51051:66	0	85	33	13	12	6
NM_020120:51051:67	0	933	2	4	1	0
NM_020120:51051:68	0	89	38	13	8	3
NM_020120:51051:69	0	547	3	2	0	0
NM_020120:51051:70	0	102	50	25	15	8
NM_020120:51051:71	0	1216	2	2	1	0
NM_020120:51051:72	0	85	48	16	12	8
NM_020120:51051:73	0	1019	3	9	1	1
NM_020120:51051:74	0	183	110	39	36	15
NM_020120:51051:75	0	1057	2	1	2	0
NM_020120:51051:76	0	161	81	47	25	9
NM_020120:51051:77	0	1384	1	7	4	0
NM_020120:51051:78	0	115	69	37	25	11
NM_020120:51051:79	0	2893	1	3	0	1
NM_020120:51051:80	0	117	74	41	21	24
NM_020120:51051:81	0	649	2	2	0	2
NM_020120:51051:82	0	166	109	86	48	18
NM_020120:51051:83	0	2102	1	2	2	1
NM_020120:51051:84	0	26	18	16	11	4
NM_020120:51051:85	0	5933	1811	1286	666	536
NM_020122:14336:1	0	344	30	10	9	28
NM_020122:14336:2	0	16	5	6	3	5
NM_020122:14336:3	0	56421	25	27	11	7
NM_020122:14336:4	0	168	187	152	119	99
NM_020122:14336:5	0	6959	4	4	1	0
NM_020122:14336:6	0	140	209	166	152	139
NM_020122:14336:7	0	8408	11	23	12	5
NM_020122:14336:8	0	102	172	152	99	101
NM_020122:14336:9	0	2438	11	10	17	14
NM_020122:14336:10	0	175	230	231	164	181
NM_020122:14336:11	0	3087	8	18	9	6
NM_020122:14336:12	0	283	388	439	254	320
NM_020122:14336:13	0	3499	44	66	33	32
NM_020122:14336:14	0	262	342	387	224	283
NM_020122:14336:15	0	6063	572	764	735	782
NM_020143:27723:1	0	105	7	7	1	3
NM_020143:27723:2	0	207	117	88	33	48
NM_020143:27723:3	0	238	4	2	0	2
NM_020143:27723:4	0	150	126	104	49	47
NM_020143:27723:5	0	3153	8	10	3	2
NM_020143:27723:6	0	84	66	53	37	28
NM_020143:27723:7	0	498	6	6	1	4
NM_020143:27723:8	0	61	47	42	15	14
NM_020143:27723:9	0	220	1	1	2	2
NM_020143:27723:10	0	118	81	101	28	39
NM_020143:27723:11	0	10683	20	15	11	6
NM_020143:27723:12	0	71	35	53	20	15
NM_020143:27723:13	0	1317	2	4	7	2
NM_020143:27723:14	0	68	50	48	26	25
NM_020143:27723:15	0	1436	351	458	171	159
NM_020184:13126:1	0	98	0	0	0	0
NM_020184:13126:2	0	1402	468	74	97	31
NM_020184:13126:3	0	34610	6	4	2	2
NM_020184:13126:4	0	144	67	7	13	5
NM_020184:13126:5	0	357	1	1	0	0
NM_020184:13126:6	0	135	51	21	10	7
NM_020184:13126:7	0	1409	4	2	0	0
NM_020184:13126:8	0	170	80	23	14	1
NM_020184:13126:9	0	325	7	0	0	0
NM_020184:13126:10	0	97	46	10	7	3
NM_020184:13126:11	0	8912	39	30	21	12
NM_020184:13126:12	0	182	98	22	15	7
NM_020184:13126:13	0	577	6	0	4	2
NM_020184:13126:14	0	198	101	28	12	15
NM_020184:13126:15	0	2374	1185	528	192	136
NM_020311:2480:1	0	188	11	0	27	20
NM_020311:2480:2	0	10515	34	7	152	59
NM_020311:2480:3	0	26	4	1	13	7
NM_020311:2480:4	0	1089	274	83	658	402
NM_020311:2480:5	0	797	118	52	318	243
NM_020981:35704:1	0	122	6	0	2	1
NM_020981:35704:2	0	50017	42	1	23	3
NM_020981:35704:3	0	229	11	0	6	2
NM_020981:35704:4	0	981	75	0	23	3
NM_020981:35704:5	0	836	63	0	18	2
NM_021027:8284:1	0	37	0	0	0	0
NM_021027:8284:2	0	855	2	0	0	0
NM_021027:8284:3	0	21076	37	0	0	2
NM_021027:8284:4	0	73168	24	2	1	2
NM_021027:8284:5	0	132	54	0	0	0
NM_021027:8284:6	0	683	1	0	0	0
NM_021027:8284:7	0	88	55	2	1	0
NM_021027:8284:8	0	283	2	0	0	0
NM_021027:8284:9	0	220	123	0	1	0
NM_021027:8284:10	0	3822	46	0	0	1
NM_021027:8284:11	0	298	166	0	2	0
NM_021027:8284:12	0	746	468	1	5	2
NM_021088:25513:1	0	444	30	24	15	27
NM_021088:25513:2	0	10327	4	9	2	1
NM_021088:25513:3	0	39	3	2	3	2
NM_021088:25513:4	0	33	0	0	0	2
NM_021088:25513:5	0	1223	0	0	0	0
NM_021088:25513:6	0	127	3	2	10	5
NM_021088:25513:7	0	2549	2	0	1	1
NM_021088:25513:8	0	114	4	8	9	14
NM_021088:25513:9	0	830	0	0	1	3
NM_021088:25513:10	0	1007	33	29	76	64
NM_021088:25513:11	0	2210	48	80	107	114
NM_021103:20771:1	0	80	1605	3830	326	314
NM_021103:20771:2	0	284	371	905	70	46
NM_021103:20771:3	0	15	3418	7800	736	543
NM_021103:20771:4	0	100	3658	9201	839	735
NM_021103:20771:5	0	271	52	71	18	8
NM_021103:20771:6	0	35	2892	8142	797	589
NM_021103:20771:7	0	252	10439	27312	2564	2168
NM_021121:18402:1	0	91	65	36	14	10
NM_021121:18402:2	0	228	106	48	75	83
NM_021121:18402:3	0	46	303	205	100	124
NM_021121:18402:4	0	21	396	321	131	150
NM_021121:18402:5	0	80	344	289	119	175
NM_021121:18402:6	0	528	2	2	4	5
NM_021121:18402:7	0	123	991	953	331	442
NM_021121:18402:8	0	176	18	17	15	8
NM_021121:18402:9	0	246	48	66	24	35
NM_021121:18402:10	0	213	32	23	9	4
NM_021121:18402:11	0	127	1175	1210	449	570
NM_021121:18402:12	0	565	7	11	7	5
NM_021121:18402:13	0	67	1	3	1	0
NM_021121:18402:14	0	225	8	10	9	4
NM_021121:18402:15	0	159	60	79	22	28
NM_021121:18402:16	0	126	376	424	145	218
NM_021121:18402:17	0	114	4	5	0	1
NM_021121:18402:18	0	155	3	3	0	0
NM_021121:18402:19	0	46	31	85	22	50
NM_021141:27913:1	0	140	71	33	45	35
NM_021141:27913:2	0	21	59	33	45	22
NM_021141:27913:3	0	3558	20	7	13	1
NM_021141:27913:4	0	114	262	139	158	91
NM_021141:27913:5	0	3529	11	13	13	2
NM_021141:27913:6	0	184	580	339	370	185
NM_021141:27913:7	0	903	21	34	14	11
NM_021141:27913:8	0	49	197	91	102	53
NM_021141:27913:9	0	1248	23	11	18	1
NM_021141:27913:10	0	123	353	230	245	114
NM_021141:27913:11	0	2896	19	12	8	4
NM_021141:27913:12	0	192	550	330	332	194
NM_021141:27913:13	0	3663	1	2	4	1
NM_021141:27913:14	0	115	403	273	223	119
NM_021141:27913:15	0	1504	11	4	3	1
NM_021141:27913:16	0	139	560	360	332	174
NM_021141:27913:17	0	3200	41	31	31	16
NM_021141:27913:18	0	113	420	297	251	144
NM_021141:27913:19	0	1337	14	4	9	4
NM_021141:27913:20	0	63	200	131	136	82
NM_021141:27913:21	0	4700	27	35	32	13
NM_021141:27913:22	0	138	477	419	290	211
NM_021141:27913:23	0	863	18	8	8	4
NM_021141:27913:24	0	91	283	279	181	135
NM_021141:27913:25	0	3006	21	19	12	14
NM_021141:27913:26	0	134	509	476	295	242
NM_021141:27913:27	0	6763	29	29	13	8
NM_021141:27913:28	0	194	826	826	441	428
NM_021141:27913:29	0	11791	24	30	12	8
NM_021141:27913:30	0	94	370	426	231	197
NM_021141:27913:31	0	1817	12	17	6	8
NM_021141:27913:32	0	70	225	260	119	98
NM_021141:27913:33	0	28176	23	21	5	9
NM_021141:27913:34	0	110	515	622	295	249
NM_021141:27913:35	0	2304	9	15	11	4
NM_021141:27913:36	0	97	503	507	287	281
NM_021141:27913:37	0	2183	14	17	8	6
NM_021141:27913:38	0	68	337	420	185	206
NM_021141:27913:39	0	9335	56	70	26	44
NM_021141:27913:40	0	75	416	535	230	235
NM_021141:27913:41	0	791	33	39	16	13
NM_021141:27913:42	0	15	212	257	117	134
NM_021141:27913:43	0	1091	2161	2776	1469	1901
NM_021192:37863:1	0	2729	7	2	224	102
NM_021192:37863:2	0	781	3	1	93	34
NM_021192:37863:3	0	770	0	0	10	0
NM_021192:37863:4	0	236	4	1	283	144
NM_021192:37863:5	0	446	9	1	440	226
NM_021643:39409:1	0	1436	116	185	160	164
NM_021643:39409:2	0	270	47	97	62	85
NM_021643:39409:3	0	4682	5	5	4	7
NM_021643:39409:4	0	293	59	111	72	92
NM_021643:39409:5	0	1076	2	10	5	7
NM_021643:39409:6	0	15697	12	42	26	18
NM_021643:39409:7	0	469	102	182	131	146
NM_021643:39409:8	0	1938	359	1218	658	953
NM_021831:36169:1	0	171	16	8	18	21
NM_021831:36169:2	0	1119	9	3	6	4
NM_021831:36169:3	0	46	11	9	8	6
NM_021831:36169:4	0	215	74	38	76	77
NM_021831:36169:5	0	228	2	2	3	1
NM_021831:36169:6	0	172	62	30	42	57
NM_021831:36169:7	0	322	0	1	5	3
NM_021831:36169:8	0	164	59	27	53	72
