readType	refseqid	row	juncpos5	juncpos3	num_NC.41	num_CRC.41	num_NC.42	num_CRC.42	gene_symbol	gene_id	contig	strand	gene_desc
CDS	NM_004836	23610	88913242	88895181	0	2	0	0	EIF2AK3	9451	chr2	-	eukaryotic translation initiation factor 2 alpha kinase 3
CDS	NM_004836	23610	88926485	88913371	4	3	0	0	EIF2AK3	9451	chr2	-	eukaryotic translation initiation factor 2 alpha kinase 3
CDS	NM_004854	47367	101011971	101010244	4	0	2	0	CHST10	9486	chr2	-	carbohydrate sulfotransferase 10
CDS	NM_004854	47367	101014370	101012076	0	0	5	0	CHST10	9486	chr2	-	carbohydrate sulfotransferase 10
CDS	NM_004854	47367	101023038	101019117	1	0	2	0	CHST10	9486	chr2	-	carbohydrate sulfotransferase 10
CDS	NM_004882	5278	175215388	175213900	4	6	7	5	CIR1	9541	chr2	-	corepressor interacting with RBPJ, 1
CDS	NM_004882	5278	175216347	175215470	1	0	0	0	CIR1	9541	chr2	-	corepressor interacting with RBPJ, 1
CDS	NM_004882	5278	175216347	175215473	24	21	16	18	CIR1	9541	chr2	-	corepressor interacting with RBPJ, 1
CDS	NM_004882	5278	175230290	175216453	1	0	0	0	CIR1	9541	chr2	-	corepressor interacting with RBPJ, 1
CDS	NM_004882	5278	175243651	175216453	6	8	10	9	CIR1	9541	chr2	-	corepressor interacting with RBPJ, 1
CDS	NM_004882	5278	175245379	175244978	10	4	7	8	CIR1	9541	chr2	-	corepressor interacting with RBPJ, 1
CDS	NM_004882	5278	175245532	175245443	4	3	0	0	CIR1	9541	chr2	-	corepressor interacting with RBPJ, 1
CDS	NM_004882	5278	175252413	175246505	8	14	11	17	CIR1	9541	chr2	-	corepressor interacting with RBPJ, 1
CDS	NM_004891	5281	27975814	28002300	0	1	0	0	MRPL33	9553	chr2	+	mitochondrial ribosomal protein L33
CDS	NM_004891	5281	27977581	27995541	0	1	0	0	MRPL33	9553	chr2	+	mitochondrial ribosomal protein L33
CDS	NM_004891	5281	27977581	28002300	0	1	0	0	MRPL33	9553	chr2	+	mitochondrial ribosomal protein L33
CDS	NM_004891	5281	27994633	27995541	4	3	3	1	MRPL33	9553	chr2	+	mitochondrial ribosomal protein L33
CDS	NM_004891	5281	27994666	27995541	104	72	116	75	MRPL33	9553	chr2	+	mitochondrial ribosomal protein L33
CDS	NM_004891	5281	27994851	27995541	0	0	0	1	MRPL33	9553	chr2	+	mitochondrial ribosomal protein L33
CDS	NM_004891	5281	27995252	27995541	2	0	1	1	MRPL33	9553	chr2	+	mitochondrial ribosomal protein L33
CDS	NM_004891	5281	27995558	27997291	0	2	0	0	MRPL33	9553	chr2	+	mitochondrial ribosomal protein L33
CDS	NM_004891	5281	27995559	27997291	31	46	35	47	MRPL33	9553	chr2	+	mitochondrial ribosomal protein L33
CDS	NM_004891	5281	27995559	28002300	75	42	101	27	MRPL33	9553	chr2	+	mitochondrial ribosomal protein L33
CDS	NM_004891	5281	27997397	28002300	52	51	43	89	MRPL33	9553	chr2	+	mitochondrial ribosomal protein L33
CDS	NM_004891	5281	28002208	28002300	0	1	0	0	MRPL33	9553	chr2	+	mitochondrial ribosomal protein L33
CDS	NM_004939	46265	15503229	15770900	0	0	1	0	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15732073	15735269	32	30	23	22	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15732073	15735271	1	0	0	0	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15735320	15735614	20	26	17	17	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15735677	15736858	54	51	32	36	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15736887	15737499	30	27	17	20	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15737595	15739793	32	49	25	23	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15739826	15742706	1	0	0	0	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15739840	15742672	33	39	21	21	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15742755	15743316	36	43	34	29	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15743399	15743938	39	48	34	28	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15744014	15744561	31	33	32	26	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15744633	15746074	50	35	30	29	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15746150	15746274	53	55	40	42	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15746388	15747299	55	62	45	46	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15747437	15753348	43	55	51	32	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15747437	15757368	0	1	0	3	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15753408	15757368	54	52	50	34	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15757466	15758305	34	49	29	33	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15758394	15760332	32	53	42	34	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15760520	15761189	70	83	79	65	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15761240	15763560	44	57	51	58	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15763706	15767178	65	57	66	70	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15767269	15768569	61	66	68	84	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15767269	15769726	0	2	0	1	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15768641	15768762	38	52	53	75	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15768834	15768921	59	73	70	105	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15768963	15769726	75	63	84	73	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15769737	15769803	3	3	3	4	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15769821	15770114	35	67	56	50	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15769821	15770159	0	1	0	0	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_004939	46265	15770234	15770900	61	82	84	76	DDX1	1653	chr2	+	DEAD-box helicase 1
CDS	NM_005006	45460	206991263	206989000	15	52	21	35	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005006	45460	206991434	206991335	16	37	19	26	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005006	45460	206992521	206991568	12	28	16	22	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005006	45460	206994812	206992696	16	45	11	30	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005006	45460	206997669	206994966	17	33	11	11	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005006	45460	207003209	206997829	14	17	9	8	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005006	45460	207006665	207003338	28	53	10	19	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005006	45460	207007410	207003338	0	0	0	1	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005006	45460	207007410	207006793	4	20	3	7	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005006	45460	207008742	207007555	18	39	4	4	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005006	45460	207009616	207008856	6	31	3	8	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005006	45460	207011627	207009750	6	18	6	2	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005006	45460	207012255	207011812	13	21	2	12	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005006	45460	207012477	207012385	3	20	1	5	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005006	45460	207013744	207012558	7	23	5	4	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005006	45460	207014542	207012558	0	1	0	0	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005006	45460	207014542	207013820	15	35	6	5	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005006	45460	207017143	207014649	25	39	9	11	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005006	45460	207018342	207014649	0	1	0	0	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005006	45460	207018342	207017234	10	24	7	7	NDUFS1	4719	chr2	-	NADH:ubiquinone oxidoreductase core subunit S1
CDS	NM_005018	21716	242794350	242794135	0	0	0	1	PDCD1	5133	chr2	-	programmed cell death 1
CDS	NM_005018	21716	242794773	242794505	0	0	0	1	PDCD1	5133	chr2	-	programmed cell death 1
CDS	NM_005018	21716	242800915	242795132	0	1	0	0	PDCD1	5133	chr2	-	programmed cell death 1
CDS	NM_005054	51752	110552114	110559360	2	3	1	0	RGPD5	84220	chr2	+	RANBP2-like and GRIP domain containing 5
CDS	NM_005054	51752	110552114	110559363	1	0	0	0	RGPD5	84220	chr2	+	RANBP2-like and GRIP domain containing 5
CDS	NM_005054	51752	110566472	110571037	1	3	1	0	RGPD5	84220	chr2	+	RANBP2-like and GRIP domain containing 5
CDS	NM_005054	51752	110571232	110577273	0	1	2	0	RGPD5	84220	chr2	+	RANBP2-like and GRIP domain containing 5
CDS	NM_005054	51752	110577360	110579482	4	5	5	1	RGPD5	84220	chr2	+	RANBP2-like and GRIP domain containing 5
CDS	NM_005054	51752	110581980	110582064	1	0	0	1	RGPD5	84220	chr2	+	RANBP2-like and GRIP domain containing 5
CDS	NM_005054	51752	110582239	110582407	13	5	7	4	RGPD5	84220	chr2	+	RANBP2-like and GRIP domain containing 5
CDS	NM_005054	51752	110582530	110583453	13	5	6	4	RGPD5	84220	chr2	+	RANBP2-like and GRIP domain containing 5
CDS	NM_005054	51752	110584424	110585369	4	2	2	2	RGPD5	84220	chr2	+	RANBP2-like and GRIP domain containing 5
CDS	NM_005054	51752	110585548	110585642	7	5	9	5	RGPD5	84220	chr2	+	RANBP2-like and GRIP domain containing 5
CDS	NM_005054	51752	110585725	110588894	2	0	1	1	RGPD5	84220	chr2	+	RANBP2-like and GRIP domain containing 5
CDS	NM_005054	51752	110602819	110605387	2	1	4	0	RGPD5	84220	chr2	+	RANBP2-like and GRIP domain containing 5
CDS	NM_005054	51752	110605588	110613439	12	6	8	9	RGPD5	84220	chr2	+	RANBP2-like and GRIP domain containing 5
CDS	NM_005168	52511	151328141	151326752	6	11	6	2	RND3	390	chr2	-	Rho family GTPase 3
CDS	NM_005168	52511	151331389	151328275	16	8	6	3	RND3	390	chr2	-	Rho family GTPase 3
CDS	NM_005168	52511	151343208	151331498	2	9	3	0	RND3	390	chr2	-	Rho family GTPase 3
CDS	NM_005168	52511	151343782	151343295	4	9	3	1	RND3	390	chr2	-	Rho family GTPase 3
CDS	NM_005214	30905	204736210	204737431	0	0	0	1	CTLA4	1493	chr2	+	cytotoxic T-lymphocyte associated protein 4
CDS	NM_005253	60828	28616689	28626974	24	6	9	11	FOSL2	2355	chr2	+	FOS like 2, AP-1 transcription factor subunit
CDS	NM_005253	60828	28618643	28626974	2	0	0	0	FOSL2	2355	chr2	+	FOS like 2, AP-1 transcription factor subunit
CDS	NM_005253	60828	28627225	28631626	35	15	16	19	FOSL2	2355	chr2	+	FOS like 2, AP-1 transcription factor subunit
CDS	NM_005253	60828	28631733	28634797	49	16	19	25	FOSL2	2355	chr2	+	FOS like 2, AP-1 transcription factor subunit
CDS	NM_005253	60828	28633442	28634797	1	1	0	0	FOSL2	2355	chr2	+	FOS like 2, AP-1 transcription factor subunit
CDS	NM_005270	30004	121555044	121684937	1	0	0	0	GLI2	2736	chr2	+	GLI family zinc finger 2
CDS	NM_005270	30004	121685042	121708819	1	0	0	0	GLI2	2736	chr2	+	GLI family zinc finger 2
CDS	NM_005270	30004	121709021	121712821	2	0	0	0	GLI2	2736	chr2	+	GLI family zinc finger 2
CDS	NM_005270	30004	121713006	121726290	2	0	0	0	GLI2	2736	chr2	+	GLI family zinc finger 2
CDS	NM_005270	30004	121726491	121727969	3	0	1	0	GLI2	2736	chr2	+	GLI family zinc finger 2
CDS	NM_005270	30004	121728182	121729517	1	1	0	0	GLI2	2736	chr2	+	GLI family zinc finger 2
CDS	NM_005270	30004	121729639	121732500	1	0	1	0	GLI2	2736	chr2	+	GLI family zinc finger 2
CDS	NM_005270	30004	121729639	121732551	1	1	1	0	GLI2	2736	chr2	+	GLI family zinc finger 2
CDS	NM_005270	30004	121732685	121736010	1	0	1	0	GLI2	2736	chr2	+	GLI family zinc finger 2
CDS	NM_005270	30004	121736159	121740292	4	0	3	0	GLI2	2736	chr2	+	GLI family zinc finger 2
CDS	NM_005270	30004	121740456	121742047	2	0	2	1	GLI2	2736	chr2	+	GLI family zinc finger 2
CDS	NM_005270	30004	121742319	121743854	2	0	0	0	GLI2	2736	chr2	+	GLI family zinc finger 2
CDS	NM_005270	30004	121744190	121745784	2	0	1	0	GLI2	2736	chr2	+	GLI family zinc finger 2
CDS	NM_005336	17635	242169248	242169102	44	74	59	113	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242169484	242169376	0	0	0	1	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242169568	242169376	48	78	64	106	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242170174	242169684	29	41	39	68	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242173235	242170359	31	52	35	67	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242174536	242173378	36	60	38	70	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242174905	242174670	44	65	34	77	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242175523	242175009	0	0	0	1	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242176030	242175009	30	68	41	67	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242178064	242176184	51	64	39	83	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242179017	242176184	0	0	0	4	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242179017	242178202	31	65	23	53	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242179316	242179235	33	81	26	43	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242181875	242179537	26	29	21	25	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242186167	242182093	41	60	24	32	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242186471	242186298	44	77	32	32	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242187418	242186557	15	27	9	23	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242187659	242187531	42	76	17	36	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242188911	242187763	0	0	1	0	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242189256	242187763	33	59	24	29	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242192372	242189395	43	53	19	25	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242192808	242192450	48	71	36	38	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242194466	242192912	32	47	12	28	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242194789	242194573	38	40	9	28	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242195599	242194573	0	1	0	0	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242195599	242194926	3	2	0	0	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242195599	242194995	21	44	31	27	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242196015	242195814	34	54	20	14	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242202126	242196221	31	54	11	15	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242203863	242202341	34	44	14	13	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005336	17635	242206209	242204020	19	30	15	14	HDLBP	3069	chr2	-	high density lipoprotein binding protein
CDS	NM_005381	28575	232320112	232319978	50	82	47	89	NCL	4691	chr2	-	nucleolin
CDS	NM_005381	28575	232320169	232319972	1	0	0	0	NCL	4691	chr2	-	nucleolin
CDS	NM_005381	28575	232320721	232320335	56	127	59	145	NCL	4691	chr2	-	nucleolin
CDS	NM_005381	28575	232321342	232320847	71	170	113	199	NCL	4691	chr2	-	nucleolin
CDS	NM_005381	28575	232321712	232321475	69	96	62	129	NCL	4691	chr2	-	nucleolin
CDS	NM_005381	28575	232322354	232321835	106	157	78	168	NCL	4691	chr2	-	nucleolin
CDS	NM_005381	28575	232322977	232322511	72	142	70	146	NCL	4691	chr2	-	nucleolin
CDS	NM_005381	28575	232323712	232323100	92	181	87	187	NCL	4691	chr2	-	nucleolin
CDS	NM_005381	28575	232324863	232323836	75	148	56	128	NCL	4691	chr2	-	nucleolin
CDS	NM_005381	28575	232325189	232325004	87	151	49	124	NCL	4691	chr2	-	nucleolin
CDS	NM_005381	28575	232325380	232325275	60	95	54	115	NCL	4691	chr2	-	nucleolin
CDS	NM_005381	28575	232326251	232325577	102	138	56	175	NCL	4691	chr2	-	nucleolin
CDS	NM_005381	28575	232327911	232326728	91	101	59	115	NCL	4691	chr2	-	nucleolin
CDS	NM_005381	28575	232328854	232328027	0	1	1	0	NCL	4691	chr2	-	nucleolin
CDS	NM_005381	28575	232329047	232328027	83	137	66	130	NCL	4691	chr2	-	nucleolin
CDS	NM_005381	28575	232347395	232328027	1	0	0	0	NCL	4691	chr2	-	nucleolin
CDS	NM_005400	24349	45879587	46070139	7	5	4	1	PRKCE	5581	chr2	+	protein kinase C epsilon
CDS	NM_005400	24349	46070202	46203568	4	1	0	1	PRKCE	5581	chr2	+	protein kinase C epsilon
CDS	NM_005400	24349	46203727	46206115	5	4	0	0	PRKCE	5581	chr2	+	protein kinase C epsilon
CDS	NM_005400	24349	46206149	46207435	4	1	0	0	PRKCE	5581	chr2	+	protein kinase C epsilon
CDS	NM_005400	24349	46207520	46211690	6	2	1	0	PRKCE	5581	chr2	+	protein kinase C epsilon
CDS	NM_005400	24349	46211819	46228543	7	4	0	0	PRKCE	5581	chr2	+	protein kinase C epsilon
CDS	NM_005400	24349	46228685	46231681	5	0	2	1	PRKCE	5581	chr2	+	protein kinase C epsilon
CDS	NM_005400	24349	46231777	46234601	7	1	2	1	PRKCE	5581	chr2	+	protein kinase C epsilon
CDS	NM_005400	24349	46234800	46237483	5	5	3	0	PRKCE	5581	chr2	+	protein kinase C epsilon
CDS	NM_005400	24349	46237656	46313347	6	1	4	0	PRKCE	5581	chr2	+	protein kinase C epsilon
CDS	NM_005400	24349	46301137	46313347	0	0	0	1	PRKCE	5581	chr2	+	protein kinase C epsilon
CDS	NM_005400	24349	46313501	46372232	3	1	3	1	PRKCE	5581	chr2	+	protein kinase C epsilon
CDS	NM_005400	24349	46372370	46378180	5	2	2	0	PRKCE	5581	chr2	+	protein kinase C epsilon
CDS	NM_005400	24349	46378368	46386745	8	4	4	0	PRKCE	5581	chr2	+	protein kinase C epsilon
CDS	NM_005400	24349	46386891	46411874	11	5	5	1	PRKCE	5581	chr2	+	protein kinase C epsilon
CDS	NM_005415	50850	113404739	113404901	11	8	6	42	SLC20A1	6574	chr2	+	solute carrier family 20 member 1
CDS	NM_005415	50850	113405041	113405230	7	7	7	31	SLC20A1	6574	chr2	+	solute carrier family 20 member 1
CDS	NM_005415	50850	113405315	113410279	9	10	5	28	SLC20A1	6574	chr2	+	solute carrier family 20 member 1
CDS	NM_005415	50850	113410375	113414699	11	8	1	28	SLC20A1	6574	chr2	+	solute carrier family 20 member 1
CDS	NM_005415	50850	113410524	113414699	0	1	0	8	SLC20A1	6574	chr2	+	solute carrier family 20 member 1
CDS	NM_005415	50850	113414818	113416402	8	13	3	57	SLC20A1	6574	chr2	+	solute carrier family 20 member 1
CDS	NM_005415	50850	113414818	113416551	0	0	0	6	SLC20A1	6574	chr2	+	solute carrier family 20 member 1
CDS	NM_005415	50850	113416671	113416781	4	9	5	46	SLC20A1	6574	chr2	+	solute carrier family 20 member 1
CDS	NM_005415	50850	113416671	113416787	0	0	0	1	SLC20A1	6574	chr2	+	solute carrier family 20 member 1
CDS	NM_005415	50850	113417339	113417964	6	15	7	101	SLC20A1	6574	chr2	+	solute carrier family 20 member 1
CDS	NM_005415	50850	113418149	113418719	8	16	3	91	SLC20A1	6574	chr2	+	solute carrier family 20 member 1
CDS	NM_005415	50850	113418803	113420441	8	19	7	124	SLC20A1	6574	chr2	+	solute carrier family 20 member 1
CDS	NM_005434	15389	110873265	110845274	0	1	0	0	MALL	7851	chr2	-	mal, T cell differentiation protein like
CDS	NM_005434	15389	110873265	110849347	0	17	0	23	MALL	7851	chr2	-	mal, T cell differentiation protein like
CDS	NM_005541	27479	233925322	233944045	0	8	0	1	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	233944108	233986817	0	6	0	0	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	233956341	234102556	0	0	0	1	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	233985415	233986817	0	0	0	1	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	233986967	233990458	1	2	0	0	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	233990629	233995218	0	6	0	0	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234054800	234054805	0	4	0	1	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234054888	234055013	1	10	1	0	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234055084	234056117	0	9	0	2	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234056240	234066959	3	5	0	3	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234067065	234070370	0	5	1	1	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234070472	234072353	0	6	0	2	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234072549	234072953	2	10	0	1	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234073070	234077951	0	8	1	2	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234078047	234078672	0	10	0	4	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234078810	234079142	2	11	0	1	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234079250	234079710	3	7	0	2	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234079798	234085911	3	10	2	5	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234085992	234091056	1	15	0	4	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234091145	234093054	2	25	0	4	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234093167	234094489	2	10	1	1	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234094571	234098496	3	10	2	2	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234098583	234102458	2	15	0	7	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234102607	234104045	1	11	1	2	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234104141	234106741	1	8	0	2	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234107022	234112772	1	9	0	1	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005541	27479	234113363	234115352	2	8	0	5	INPP5D	3635	chr2	+	inositol polyphosphate-5-phosphatase D
CDS	NM_005633	54975	39214614	39213456	5	4	3	0	SOS1	6654	chr2	-	SOS Ras/Rac guanine nucleotide exchange factor 1
CDS	NM_005633	54975	39216411	39214732	1	0	3	0	SOS1	6654	chr2	-	SOS Ras/Rac guanine nucleotide exchange factor 1
CDS	NM_005633	54975	39222264	39214732	1	0	0	0	SOS1	6654	chr2	-	SOS Ras/Rac guanine nucleotide exchange factor 1
CDS	NM_005633	54975	39222264	39216455	4	6	1	6	SOS1	6654	chr2	-	SOS Ras/Rac guanine nucleotide exchange factor 1
CDS	NM_005633	54975	39224063	39222528	3	3	0	1	SOS1	6654	chr2	-	SOS Ras/Rac guanine nucleotide exchange factor 1
CDS	NM_005633	54975	39224394	39224179	3	6	3	3	SOS1	6654	chr2	-	SOS Ras/Rac guanine nucleotide exchange factor 1
CDS	NM_005633	54975	39233553	39224566	4	3	1	2	SOS1	6654	chr2	-	SOS Ras/Rac guanine nucleotide exchange factor 1
CDS	NM_005633	54975	39234172	39233670	5	3	1	1	SOS1	6654	chr2	-	SOS Ras/Rac guanine nucleotide exchange factor 1
CDS	NM_005633	54975	39237725	39234334	7	5	3	2	SOS1	6654	chr2	-	SOS Ras/Rac guanine nucleotide exchange factor 1
CDS	NM_005633	54975	39239267	39234334	0	1	0	0	SOS1	6654	chr2	-	SOS Ras/Rac guanine nucleotide exchange factor 1
CDS	NM_005633	54975	39239267	39237844	5	3	2	2	SOS1	6654	chr2	-	SOS Ras/Rac guanine nucleotide exchange factor 1
CDS	NM_005633	54975	39240601	39239489	4	5	3	4	SOS1	6654	chr2	-	SOS Ras/Rac guanine nucleotide exchange factor 1
CDS	NM_005633	54975	39241008	39240704	6	4	1	0	SOS1	6654	chr2	-	SOS Ras/Rac guanine nucleotide exchange factor 1
CDS	NM_005633	54975	39241906	39241130	2	4	1	2	SOS1	6654	chr2	-	SOS Ras/Rac guanine nucleotide exchange factor 1
CDS	NM_005633	54975	39249711	39241987	14	3	2	0	SOS1	6654	chr2	-	SOS Ras/Rac guanine nucleotide exchange factor 1
CDS	NM_005633	54975	39251151	39250366	11	8	2	0	SOS1	6654	chr2	-	SOS Ras/Rac guanine nucleotide exchange factor 1
